date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,66289000.0,322866000.0,300824000.0,197063000.0,155119000.0,144854000.0,136352000.0,121051000.0,120672000.0,75976000.0,37187000.0,24152000.0,24266000.0,29422000.0,28924000.0,27192000.0,19560000.0,13834000.0,7343000.0,5844000.0,-16497000.0,-9298000.0
,depreciationAndAmortization,74925000.0,37267000.0,32022000.0,27871000.0,21814000.0,16495000.0,14798000.0,11480000.0,4782000.0,5364000.0,6821000.0,7819000.0,7666000.0,7591000.0,6803000.0,1985000.0,5948000.0,10930000.0,4417000.0,1922000.0,1599000.0,715000.0
,deferredIncomeTax,-7964000.0,10796000.0,-6400000.0,31276000.0,-2946000.0,-3561000.0,-3969000.0,-10399000.0,4638000.0,-3543000.0,-4992000.0,-8775000.0,-4104000.0,-3508000.0,-1433000.0,-302000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,17441000.0,17604000.0,16938000.0,22019000.0,13578000.0,12304000.0,14577000.0,20953000.0,12018000.0,7340000.0,6770000.0,5959000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,29279751000.0,-3917551000.0,-2884088000.0,-3184985000.0,-2406927000.0,-2863200000.0,-3623000000.0,-919000000.0,-2073000000.0,-1603000000.0,-700000000.0,-503000000.0,-723000000.0,-570000000.0,-528000000.0,-386000000.0,-395000000.0,-342000000.0,-600000000.0,-1058000000.0,0.0,-2066000.0
,accountsReceivables,10654000.0,-143617000.0,-123542000.0,-114551000.0,-59787000.0,-61002000.0,-58579000.0,31002000.0,-56679000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,5749000.0,87884000.0,-5026000.0,10289000.0,-2576000.0,-3554000.0,32599000.0,2308000.0,3066000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,-29279751000.0,-25362200000.0,-22478112000.0,-19293127000.0,-16886200000.0,-14023000000.0,-10400000000.0,-9481000000.0,-7408000000.0,-5805000000.0,-5105000000.0,-4602000000.0,-3879000000.0,-3309000000.0,-2781000000.0,-2395000000.0,-2000000000.0,-1658000000.0,-1058000000.0,0.0,0.0
,otherNonCashItems,2272801000.0,-668327000.0,-997465000.0,-99284000.0,-923963000.0,-88523000.0,-2067000.0,-1917000.0,-1097357000.0,-5234000.0,-2510000.0,1273000.0,26994000.0,38111000.0,18077000.0,18979000.0,-33569000.0,29553000.0,-67448000.0,4246000.0,5698000.0,2616000.0
,netCashProvidedByOperatingActivites,2639869000.0,-240268000.0,-679715000.0,132161000.0,-726293000.0,68943000.0,151960000.0,189150000.0,-1020345000.0,-819322000.0,-403922000.0,-140910000.0,-315689000.0,99343000.0,-79402000.0,41848000.0,-16179000.0,55177000.0,-63426000.0,12414000.0,-8209000.0,-8033000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,-12265000.0,-2176000.0,-5034000.0,-9965000.0,-4029000.0,-3538000.0,-3286000.0,-3832000.0,-4550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-648000.0,-3175000.0,-4624000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000000.0,0.0,-11000000.0,-10000000.0,0.0,0.0,0.0,0.0,-11000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-3001746000.0,-113233000.0,-101558000.0,-97776000.0,-1760000.0,0.0,0.0,-2000.0,-13000.0,-10000000.0,0.0,0.0,-40219000.0,-38807000.0,-16946000.0,-17437000.0,-239067000.0,-652578000.0,-485930000.0,-259571000.0,-572641000.0,-409222000.0
,salesMaturitiesOfInvestments,52609000.0,6185000.0,3426000.0,99158000.0,6411000.0,10849000.0,20972000.0,34432000.0,41260000.0,73990000.0,85300000.0,119004000.0,36270000.0,109921000.0,118837000.0,172701000.0,204429000.0,416576000.0,148328000.0,142250000.0,110498000.0,24697000.0
,otherInvestingActivites,0.0,79000.0,13645000.0,1023000.0,110000.0,1430000.0,5877000.0,11667000.0,14921000.0,0.0,0.0,12194000.0,-508736000.0,-733751000.0,-639395000.0,-526205000.0,-336462000.0,-226207000.0,-152613000.0,-148717000.0,18096000.0,3674000.0
,netCashUsedForInvestingActivites,-2935317000.0,-2276077000.0,-1992746000.0,-3215745000.0,-850210000.0,-2460786000.0,-2977903000.0,-1275875000.0,-1167996000.0,-841531000.0,-232302000.0,-339656000.0,-518502000.0,-678184000.0,-556716000.0,-385850000.0,-372199000.0,-464297000.0,-515457000.0,-266686000.0,-447222000.0,-385475000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-1500000000.0,0.0,0.0,0.0,0.0,0.0,-797002000.0,0.0,0.0,0.0,-553942000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,236467000.0,0.0,256223000.0,144987000.0,86987000.0,2190000.0,13343000.0,61024000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159000.0,27073000.0,13065000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7000.0,-847000.0
