date,,2020-07-31_FY,2019-07-31_FY,2018-07-31_FY,2017-07-31_FY,2016-07-31_FY,2015-07-31_FY,2014-07-31_FY,2013-07-31_FY,2012-07-31_FY,2011-07-31_FY,2010-07-31_FY,2009-07-31_FY,2008-07-31_FY,2007-07-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,revenue,0.0,0.0,0.0,0.0,0.0,3080000.0,0.0,9026325.0,13757400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0
,costOfRevenue,4892625.0,4834978.0,4906775.0,4618116.0,4936883.0,9835197.0,11553514.0,20004025.0,8112040.0,0.0,0.0,0.0,7376323.0,0.0,0.0,0.0,0.0
,grossProfit,-4892625.0,-4834978.0,-4906775.0,-4618116.0,-4936883.0,-6755197.0,-11553514.0,-10977700.0,5645360.0,0.0,0.0,0.0,-7376323.0,0.0,0.0,0.0,166.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,-2.19324577922078,0.0,-1.21618709718518,0.410350793027752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2450000.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,9441898.0,10142035.0,11407206.0,10241681.0,9297746.0,13230840.0,9825796.0,10832929.0,28975696.0,15187066.0,14637056.0,7152773.0,11589181.0,5830000.0,10188565.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,27980.0,134545.0,82543.0,-8924.0,-46968.0,0.0,-20581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,9441898.0,10142035.0,11407206.0,10241681.0,9297746.0,13230840.0,9815965.0,10865318.0,30251253.0,27763205.0,21870274.0,12345296.0,11578826.0,16720000.0,14924525.0,0.0,0.0
,costAndExpenses,14334523.0,14977013.0,16313981.0,14859797.0,14234629.0,23066037.0,21369479.0,30869343.0,38363293.0,27763205.0,21870274.0,12345296.0,18955149.0,16720000.0,14924525.0,1998805.0,128336.0
,interestExpense,3460970.0,3249881.0,2952202.0,2914862.0,3005391.0,3071235.0,2893816.0,32758.0,30898.0,0.0,517273.0,0.0,55334.0,320000.0,0.0,0.0,0.0
