Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,494000.0,485000.0,417000.0,453000.0
Stock-based compensation,1000.0,24000.0,60000.0,147000.0
Operating Cash Flow,4581000.0,3311000.0,3269000.0,2144000.0
Capital Expenditure,-88000.0,-519000.0,-1039000.0,113000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,-47904000.0,-46349000.0,-21410000.0,-45015000.0
Investing Cash flow,-47076000.0,-51845000.0,-21284000.0,-44326000.0
Issuance (repayment) of debt,-7566000.0,9439000.0,8278000.0,-6692000.0
Issuance (buybacks) of shares,18449000.0,14000.0,3000.0,20000.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,65379000.0,31441000.0,39351000.0,40712000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,22884000.0,-17093000.0,21336000.0,-1470000.0
Free Cash Flow,4493000.0,2792000.0,2230000.0,2257000.0
Net Cash/Marketcap,-0.0582,0.4582,0.4582,0.4582
