date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY
,revenue,557240000.0,629094000.0,687660000.0,646069000.0,632965000.0,666163000.0,653652000.0,513400000.0,353633000.0,230423000.0,159868000.0,112835000.0,138940000.0,156516000.0,134820000.0,139670000.0,125379000.0,110015000.0,115961000.0,121224000.0,109675000.0,96900000.0,98100000.0,90300000.0,79600000.0,62600000.0,43300000.0,31100000.0,26000000.0,19500000.0,25000000.0,17500000.0,4600000.0
,costOfRevenue,333865000.0,351053000.0,363266000.0,341230000.0,323214000.0,374354000.0,336218000.0,245806000.0,172437000.0,121395000.0,85892000.0,63105000.0,82972000.0,93056000.0,88563000.0,76540000.0,69288000.0,66873000.0,69340000.0,67849000.0,50568000.0,54200000.0,49700000.0,52100000.0,38200000.0,28300000.0,20500000.0,14600000.0,12000000.0,10600000.0,9900000.0,6500000.0,1900000.0
,grossProfit,223375000.0,278041000.0,324394000.0,304839000.0,309751000.0,291809000.0,317434000.0,267594000.0,181196000.0,109028000.0,73976000.0,49730000.0,55968000.0,63460000.0,46257000.0,63130000.0,56091000.0,43142000.0,46621000.0,53375000.0,59107000.0,42700000.0,48400000.0,38200000.0,41400000.0,34300000.0,22800000.0,16500000.0,14000000.0,8900000.0,15100000.0,11000000.0,2700000.0
,grossProfitRatio,0.400859593711866,0.441970516329833,0.471736032341564,0.471836599496339,0.489365130773423,0.438044442576366,0.485631498106026,0.521219322165952,0.512384308025552,0.473164571245058,0.4627317536968,0.440732042362742,0.40282136173888,0.405453755526592,0.343101913662661,0.451993985823727,0.447371569401574,0.392146525473799,0.402040341149179,0.440300600541147,0.53892865283793,0.440660474716202,0.493374108053007,0.423034330011074,0.520100502512563,0.547923322683706,0.526558891454965,0.530546623794212,0.538461538461538,0.456410256410256,0.604,0.628571428571429,0.58695652173913
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,74143000.0,80790000.0,95298000.0,94627000.0,88395000.0,92770000.0,75395000.0,43489000.0,23203000.0,14331000.0,10725000.0,11129000.0,15199000.0,14430000.0,14098000.0,12176000.0,10474000.0,9031000.0,15366000.0,10710000.0,7814000.0,8900000.0,9400000.0,11000000.0,7700000.0,6100000.0,3200000.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,219895000.0,254355000.0,272287000.0,264185000.0,259776000.0,303784000.0,215724000.0,143244000.0,97422000.0,59795000.0,42331000.0,35528000.0,45859000.0,54159000.0,51204000.0,40382000.0,39411000.0,48643000.0,48331000.0,43761000.0,32710000.0,35300000.0,30400000.0,29700000.0,24700000.0,20300000.0,14400000.0,14300000.0,14600000.0,17100000.0,16400000.0,12700000.0,8000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-15694000.0,-2476000.0,-2649000.0,-2505000.0,-1011000.0,-8276000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,294038000.0,335145000.0,367585000.0,358812000.0,348171000.0,396554000.0,291119000.0,186733000.0,120625000.0,74126000.0,53056000.0,46657000.0,61058000.0,68589000.0,65302000.0,52558000.0,49885000.0,57674000.0,63697000.0,54471000.0,46769000.0,50300000.0,45600000.0,45800000.0,36000000.0,29300000.0,19800000.0,15900000.0,16700000.0,18400000.0,17300000.0,13400000.0,8500000.0
,costAndExpenses,627903000.0,686198000.0,730851000.0,700042000.0,671385000.0,770908000.0,627337000.0,432539000.0,293062000.0,195521000.0,138948000.0,109762000.0,144030000.0,161645000.0,153865000.0,129098000.0,119173000.0,124547000.0,133037000.0,122320000.0,97337000.0,104500000.0,95300000.0,97900000.0,74200000.0,57600000.0,40300000.0,30500000.0,28700000.0,29000000.0,27200000.0,19900000.0,10400000.0
,interestExpense,3991000.0,3233000.0,399000.0,919000.0,1282000.0,2011000.0,8928000.0,16855000.0,17292000.0,2456000.0,1181000.0,1160000.0,770000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
