Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,382680.0,246529.0,25984.0,0.0
Stock-based compensation,0.0,0.0,0.0,
Operating Cash Flow,-2833234.0,6563547.0,1612505.0,-29000.0
Capital Expenditure,-57506.0,-44308.0,-55703.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,
Investment purchases and sales,-377952.0,0.0,0.0,
Investing Cash flow,-435458.0,-1403690.0,-1786849.0,0.0
Issuance (repayment) of debt,334243.0,-2666992.0,3570973.0,58077.0
Issuance (buybacks) of shares,5728811.0,1170000.0,830000.0,0.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,6063054.0,-1624187.0,4400973.0,39000.0
Effect of forex changes on cash,442591.0,-63208.0,-11381.0,0.0
Net cash flow / Change in cash,3236953.0,3472462.0,4215248.0,9000.0
Free Cash Flow,-2890740.0,6519239.0,1556802.0,
Net Cash/Marketcap,0.0089,0.0058,0.0058,0.0058
