Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Revenue,127135000.0,138990000.0,169851000.0,145202000.0,107088000.0,85679000.0,77498000.0,52547000.0
Revenue Growth,-0.0853,-0.1817,0.1698,0.3559,0.2499,0.1056,0.4748,
Cost of Revenue,27844000.0,30686000.0,29412000.0,26048000.0,19086000.0,13595000.0,19190000.0,12703000.0
Gross Profit,99291000.0,108304000.0,140439000.0,119154000.0,88002000.0,72084000.0,58308000.0,39844000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,8556000.0,7848000.0,7884000.0,6675000.0,5517000.0,3124000.0,2916000.0,2583000.0
Operating Expenses,46308000.0,44360000.0,38360000.0,31062000.0,23339000.0,16703000.0,18641000.0,16162000.0
Operating Income,52983000.0,63944000.0,102079000.0,88092000.0,64663000.0,55381000.0,39667000.0,23682000.0
Interest Expense,50490000.0,46281000.0,34991000.0,27974000.0,14524000.0,9732000.0,9576000.0,3977000.0
Earnings before Tax,3613000.0,17339000.0,66854000.0,60050000.0,50561000.0,45620000.0,29836000.0,18820000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,3613000.0,17339000.0,66854000.0,60050000.0,50561000.0,45620000.0,29836000.0,18820000.0
Preferred Dividends,-4000.0,79000.0,129000.0,125000.0,68000.0,46000.0,41000.0,30026000.0
Net Income Com,3617000.0,17260000.0,66725000.0,59925000.0,50493000.0,45574000.0,29795000.0,-11206000.0
EPS,-0.11,0.27,1.69,1.6,1.58,2.95,1.37,0.87
EPS Diluted,-0.11,0.27,1.69,1.6,1.58,2.95,1.37,0.87
Weighted Average Shs Out,35490000.0,35490000.0,35490000.0,35490000.0,29970000.0,29970000.0,,
Weighted Average Shs Out (Dil),35490000.0,34545740.0,20505000.0,20505000.0,17964288.0,7729521.0,6735000.0,21720000.0
Dividend per Share,1.173,2.255,1.69,1.692,1.295,0.0,0.0,0.0
Gross Margin,0.781,0.7792,0.8268,0.8206,0.8218,0.8413,0.7524,0.7583
EBITDA Margin,0.665,0.676,0.779,0.774,0.774,0.805,0.684,0.692
EBIT Margin,0.4256,0.4577,0.5996,0.6062,0.6078,0.646,0.5086,0.4338
Profit Margin,0.028,0.124,0.393,0.413,0.472,0.532,0.384,-0.213
Free Cash Flow margin,0.335,0.4269,0.3894,-0.7445,-3.0637,0.5159,0.36,0.5514
EBITDA,84501000.0,93939000.0,132240000.0,112411000.0,82907000.0,68931000.0,53028000.0,36376000.0
EBIT,54103000.0,63620000.0,101845000.0,88024000.0,65085000.0,55352000.0,39412000.0,22797000.0
Consolidated Income,3613000.0,17339000.0,66854000.0,60050000.0,50561000.0,45620000.0,29836000.0,18820000.0
Earnings Before Tax Margin,0.0284,0.1247,0.3936,0.4136,0.4721,0.5325,0.385,0.3582
Net Profit Margin,0.0284,0.1247,0.3936,0.4136,0.4721,0.5325,0.385,0.3582
