date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,118192000.0,102428000.0,84452000.0,36567000.0,19389000.0,39539000.0,45870000.0,24133000.0,21655000.0,10319000.0,20805000.0,22187000.0,16186000.0,9098000.0,7885000.0,2484000.0,1315000.0,2579000.0,4343000.0,4885000.0,3433000.0,2200000.0,2038000.0,1152000.0,632000.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5232000.0,-700000.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,39539000.0,45870000.0,24133000.0,21655000.0,10319000.0,20805000.0,22187000.0,16186000.0,9098000.0,7885000.0,2484000.0,1315000.0,2579000.0,4343000.0,4885000.0,8665000.0,2900000.0,0.0,0.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.52403145936499,1.31818181818182,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,180647000.0,145922000.0,114866000.0,65728000.0,65618000.0,67198000.0,56744000.0,36979000.0,31709000.0,32098000.0,33154000.0,28984000.0,31229000.0,25559000.0,21527000.0,11419000.0,11046000.0,10187000.0,13363000.0,15514000.0,11347000.0,4300000.0,4259000.0,1700000.0,628000.0
,GeneralAndAdministrativeExpenses,67097000.0,61686000.0,46736000.0,27200000.0,26330000.0,19197000.0,15677000.0,13800000.0,12144000.0,0.0,12586000.0,12605000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4750000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,887000.0,431000.0,364000.0,82000.0,-66000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,247744000.0,207608000.0,161602000.0,92928000.0,91948000.0,86395000.0,72421000.0,50779000.0,43853000.0,46140000.0,45740000.0,41589000.0,41561000.0,33869000.0,28614000.0,16232000.0,15965000.0,14348000.0,35537000.0,20264000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,247744000.0,207608000.0,161602000.0,92928000.0,91948000.0,86395000.0,72421000.0,50779000.0,43853000.0,46140000.0,45740000.0,41589000.0,41561000.0,33869000.0,28614000.0,16232000.0,15965000.0,14348000.0,35537000.0,20264000.0,15916000.0,6100000.0,5496000.0,2497000.0,950000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139000.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,13369000.0,9607000.0,2359000.0,1498000.0,997000.0,988000.0,549000.0,569000.0,660000.0,646000.0,676000.0,572000.0,523000.0,-1871000.0,-686000.0,488000.0,1480000.0,2171000.0,2513000.0,4310000.0,5232000.0,700000.0,0.0,0.0,0.0
,EBITDA,-116183000.0,-95573000.0,-74791000.0,-54863000.0,-71562000.0,-45868000.0,-26002000.0,-26077000.0,-21538000.0,-35175000.0,-24259000.0,-18830000.0,-24852000.0,-26642000.0,-21415000.0,-13260000.0,-13170000.0,-9598000.0,-28681000.0,-11069000.0,-7251000.0,-3200000.0,-3458000.0,-1345000.0,-318000.0
,EBITDARatio,-0.983002233653716,-0.933074940445972,-0.885603656514943,-1.50034183826948,-3.69085563979576,-1.16006980449683,-0.566862873337693,-1.08055359880661,-0.994597090741168,-3.4087605388119,-1.16601778418649,-0.848695181863253,-1.53540096379587,-2.92833589799956,-2.71591629676601,-5.33816425120773,-10.0152091254753,-3.72159751841799,-6.6039603960396,-2.26591606960082,-2.11214681036994,-1.45454545454545,-1.69676153091266,-1.16753472222222,-0.503164556962025
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-129552000.0,-105180000.0,-77150000.0,-56361000.0,-72559000.0,-46856000.0,-26551000.0,-26646000.0,-22198000.0,-35821000.0,-24935000.0,-19402000.0,-25375000.0,-24771000.0,-20729000.0,-13748000.0,-14650000.0,-11769000.0,-31194000.0,-15379000.0,-12483000.0,-3900000.0,-3458000.0,-1345000.0,-318000.0
