Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,297000.0,52000.0,318000.0,241000.0,199000.0
Revenue Growth,4.71153846153846,-0.836477987421384,0.319502074688797,0.21105527638191,
Cost of Revenue,241000.0,45000.0,0.0,0.0,0.0
Gross Profit,56000.0,7000.0,0.0,241000.0,199000.0
R&D Expenses,2404000.0,3191000.0,2705000.0,7221000.0,3196000.0
SG&A Expense,9532000.0,9132000.0,8129000.0,8665000.0,2700000.0
Operating Expenses,11936000.0,12323000.0,10834000.0,15886000.0,5896000.0
Operating Income,-11880000.0,-12316000.0,-10516000.0,-15645000.0,-5697000.0
Interest Expense,0.0,0.0,0.0,855000.0,632000.0
Earnings before Tax,0.0,0.0,0.0,-18190000.0,-7200000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,17000.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,-11908000.0,-12286000.0,-10795000.0,-18190000.0,-7200000.0
Preferred Dividends,0.0,0.0,159000.0,17000.0,0.0
Net Income Com,-11908000.0,-12286000.0,-10795000.0,-18207000.0,-7200000.0
EPS,-0.63,-1.12,-1.71,-4.71,-2.11
EPS Diluted,-0.63,-1.12,-1.71,-4.71,-2.11
Weighted Average Shs Out,19402091.0,10920909.0,6417936.0,10253584.0,
Weighted Average Shs Out (Dil),19402091.0,10920909.0,6417936.0,3852349.0,3399655.0
Dividend per Share,0.0,0.0,0.0274231466316,0.0,0.0
Gross Margin,0.188552188552,0.134615384615,0.0,1.0,1.0
EBITDA Margin,-38.4949494949,-229.653846154,-32.3679245283,-71.174,-32.377
EBIT Margin,-40.0,-236.846153846,-33.0691823899,-71.9295,-33.005
Profit Margin,-40.0942760943,-236.269230769,-33.9465408805,-75.548,-36.181
Free Cash Flow margin,-31.5420875421,-196.519230769,-21.2358490566,-15.751,-15.7839
EBITDA,-11433000.0,-11942000.0,-10293000.0,-17153000.0,-6443000.0
EBIT,-11880000.0,-12316000.0,-10516000.0,-17335000.0,-6568000.0
Consolidated Income,-11908000.0,-12286000.0,-10795000.0,-18173000.0,-7200000.0
Earnings Before Tax Margin,0.0,0.0,0.0,-75.4772,-36.1809
Net Profit Margin,-40.0942760943,-236.269230769,-33.9465408805,-75.4772,-36.1809
