date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,10731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,10731.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfitRatio,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,31931.0,23559000.0,19040000.0,13741186.0,9000499.0,6966842.0,22223073.0,11613.0
,GeneralAndAdministrativeExpenses,10731000.0,9128000.0,7121000.0,5329003.0,4846776.0,5029636.0,1244910.0,89463.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,1398000.0,344928.0,1064170.0,-10425326.0,2212476.0,-20622.0
,operatingExpenses,42662.0,32687000.0,26161000.0,19070189.0,13847275.0,11996478.0,0.0,0.0
,costAndExpenses,42662.0,32687000.0,26161000.0,19070189.0,13847275.0,11996478.0,23467983.0,101076.0
,interestExpense,0.0,0.0,404000.0,1282631.0,1810016.0,982184.0,628676.0,24549.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,3808.0,260000.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,-38854.0,-32427000.0,-21647000.0,-19295034.0,-12921806.0,-22421804.0,-21255507.0,-121698.0
,EBITDARatio,-3.6207250023297,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-42662.0,-32687000.0,-26161000.0,-19070189.0,-13847275.0,-11996478.0,-23467983.0,-101076.0
,operatingIncomeRatio,-3.97558475444972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,totalOtherIncomeExpensesNet,3167.0,4000.0,1386000.0,344928.0,1064170.0,-10425326.0,2212476.0,-20622.0
,incomeBeforeTax,-39495.0,-25779000.0,-22063000.0,-20577665.0,-14731822.0,-23403988.0,-21884183.0,-146247.0
,incomeBeforeTaxRatio,-3.68045848476377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,incomeTaxExpense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netIncome,-39495.0,-25779000.0,-22063000.0,-20577665.0,-14731822.0,-23403988.0,-21884183.0,-146247.0
,netIncomeRatio,-3.68045848476377,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-0.00054403074507211,-0.36,-0.38,-0.79,-0.9,-3.68,-7.03,-0.033933
,EPSDiluted,-0.00054403074507211,-0.36,-0.38,-0.79,-0.9,-3.68,-7.03,-0.033933
,weightedAverageShsOut,72597000.0,71959000.0,57580000.0,25978098.0,16278292.0,6355869.0,4309934.0,4309934.0
,weightedAverageShsOutDil,72597000.0,71959000.0,57580000.0,25978098.0,16278292.0,6355869.0,4309934.0,4309934.0
