date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-57300000.0,-346800000.0,-244700000.0,42400000.0,206359000.0,267046000.0,326456000.0,311372000.0,267996000.0,234751000.0,207879000.0,175691000.0,148708000.0,118378000.0,105270000.0,67154000.0,78178000.0,65781000.0,45724000.0,14710000.0,14511000.0,14000000.0,5700000.0,1400000.0,-2400000.0
,depreciationAndAmortization,233500000.0,272800000.0,255900000.0,249500000.0,252546000.0,127412000.0,104616000.0,88408000.0,76283000.0,66046000.0,53885000.0,39990000.0,34148000.0,31137000.0,27036000.0,21431000.0,21803000.0,17255000.0,14981000.0,25234000.0,23469000.0,9900000.0,4100000.0,3100000.0,2100000.0
,deferredIncomeTax,32600000.0,-33900000.0,-34100000.0,-290200000.0,7078000.0,-10294000.0,16550000.0,30930000.0,22678000.0,31837000.0,26312000.0,22253000.0,26522000.0,17265000.0,12937000.0,13514000.0,13849000.0,9576000.0,16199000.0,9085000.0,0.0,-7100000.0,0.0,0.0,0.0
,stockBasedCompensation,25500000.0,17100000.0,24100000.0,21300000.0,20455000.0,21750000.0,17773000.0,17457000.0,16339000.0,15367000.0,15298000.0,14638000.0,11755000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-94300000.0,-64400000.0,170100000.0,-386765000.0,56286000.0,55794000.0,-5396000.0,13855000.0,46544000.0,3483000.0,34379000.0,-18968000.0,-15770000.0,-16013000.0,31289000.0,13028000.0,3511000.0,-11859000.0,5988000.0,-13284000.0,21098000.0,25600000.0,-6000000.0,-7400000.0,400000.0
,accountsReceivables,27400000.0,24500000.0,3600000.0,17100000.0,-43136000.0,-55890000.0,-34116000.0,-54767000.0,-4329000.0,-31821000.0,-20791000.0,12567000.0,-12998000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-744000.0,-962000.0,-494000.0,1720000.0,1845000.0,-2743000.0,-881000.0,500000.0,-400000.0,-300000.0,100000.0
,accountsPayables,-5500000.0,-4600000.0,9300000.0,22900000.0,4624000.0,26366000.0,-5712000.0,7000.0,-107000.0,-12539000.0,-165000.0,2420000.0,-7041000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,-144600000.0,-50300000.0,14100000.0,-156000000.0,230765000.0,174479000.0,118685000.0,124081000.0,110226000.0,63682000.0,60199000.0,25820000.0,44788000.0,60558000.0,76571000.0,45282000.0,32254000.0,28743000.0,40602000.0,34614000.0,47898000.0,26800000.0,1200000.0,7200000.0,14600000.0
,otherNonCashItems,5100000.0,2500000.0,3800000.0,-6700000.0,975000.0,7467000.0,8932000.0,1103000.0,2429000.0,-4724000.0,0.0,1609000.0,798000.0,7859000.0,3183000.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0,-100000.0,0.0,0.0
,netCashProvidedByOperatingActivites,530200000.0,248000000.0,165700000.0,508600000.0,547249000.0,390328000.0,448500000.0,403467000.0,387448000.0,306104000.0,325670000.0,277246000.0,210555000.0,174042000.0,160162000.0,94327000.0,114611000.0,121103000.0,96947000.0,64550000.0,10469000.0,11800000.0,4900000.0,-100000.0,100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48397000.0,-36414000.0,-26314000.0,-33312000.0,-20972000.0,-14831000.0,-15412000.0,-11586000.0,-426100000.0,-24100000.0,-1200000.0,-1000000.0
,acquisitionsNet,499000000.0,86000000.0,-20000000.0,-51000000.0,-62000000.0,-2419000000.0,-374000000.0,-162000000.0,-224000000.0,-467000000.0,-182000000.0,-311000000.0,-85000000.0,-115000000.0,-164000000.0,-140000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-16955000.0,0.0,-463000.0,0.0,-1828000.0,-621000.0,0.0,-129000.0,-232000.0,0.0,0.0,0.0,0.0,-2300000.0,-5800000.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385000.0,-463000.0,1301000.0,0.0,0.0,542000.0,0.0,0.0,1000.0,502000.0,400000.0,0.0,5800000.0,0.0
,otherInvestingActivites,2000000.0,3800000.0,2800000.0,0.0,2358000.0,0.0,0.0,0.0,0.0,0.0,8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,-100000.0,-5600000.0,-6500000.0
,netCashUsedForInvestingActivites,381400000.0,-104000000.0,-147500000.0,-193000000.0,-195606000.0,-2533904000.0,-462774000.0,-234972000.0,-294245000.0,-514649000.0,-247705000.0,-350189000.0,-132930000.0,-135261000.0,-201425000.0,-156001000.0,-105093000.0,-57635000.0,-49470000.0,-36673000.0,-15600000.0,-425600000.0,-23800000.0,-3300000.0,-13300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-2595800000.0,-2848400000.0,-1679000000.0,-2062300000.0,-1821965000.0,-2588730000.0,-1516372000.0,-1279477000.0,-1343173000.0,-1415500000.0,-388067000.0,-1042795000.0,-1014818000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
