date,,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,revenue,1274589000.0,1149778000.0,1027447000.0,917760000.0,719509000.0,522999000.0
,costOfRevenue,685501000.0,634095000.0,608616000.0,550893000.0,421897000.0,311050000.0
,grossProfit,589088000.0,515683000.0,418831000.0,366867000.0,297612000.0,211949000.0
,grossProfitRatio,0.462178788613428,0.448506581270471,0.407642438004101,0.399741762552301,0.413632074094973,0.405256989019099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,285849000.0,294761000.0,258716000.0,187864000.0,138986000.0,93539000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,285849000.0,294761000.0,258716000.0,187864000.0,138986000.0,93539000.0
,costAndExpenses,971350000.0,928856000.0,867332000.0,738757000.0,560883000.0,404589000.0
,interestExpense,11141000.0,14619000.0,15091000.0,13887000.0,20640000.0,10209000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,10514000.0,9200000.0,8170000.0,4860000.0,1286000.0,1207000.0
,EBITDA,313753000.0,230122000.0,168285000.0,183863000.0,159912000.0,119617000.0
,EBITDARatio,0.246160134757165,0.200144723590119,0.163789470405773,0.200338868549512,0.222251563218806,0.228713630427592
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,303239000.0,220922000.0,160115000.0,179003000.0,158626000.0,118410000.0
,operatingIncomeRatio,0.237911201179361,0.192143178944109,0.155837722043083,0.195043366457462,0.220464233247951,0.226405786626743
,totalOtherIncomeExpensesNet,-213000.0,0.0,0.0,0.0,-15918000.0,0.0
,incomeBeforeTax,293325000.0,206808000.0,145318000.0,165289000.0,122193000.0,108353000.0
,incomeBeforeTaxRatio,0.230133007581267,0.179867765777394,0.141436005944832,0.180100461994421,0.169828313474884,0.207176304352398
,incomeTaxExpense,99796000.0,76567000.0,55930000.0,63358000.0,43957000.0,42853000.0
,netIncome,193529000.0,130241000.0,89388000.0,101931000.0,78236000.0,65500000.0
,netIncomeRatio,0.151836395889185,0.113274910460976,0.0870001080347697,0.111064984309623,0.108735262519301,0.125239245199322
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,0.99,0.66,0.46,0.52,0.399938773113741,0.34
,EPSDiluted,0.97,0.65,0.45,0.52,0.398027902897635,0.33
,weightedAverageShsOut,196256128.0,196363084.0,195933800.0,196070407.0,195619943.0,195298147.0
,weightedAverageShsOutDil,198918417.0,199348746.0,198047453.0,196070407.0,196559084.0,195707975.0
