date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY
,revenue,5793200000.0,11442317000.0,9153357000.0,7789500000.0,6669891000.0,6257800000.0,5803053000.0,5234155000.0,2717355000.0,1721227000.0,871130000.0
,costOfRevenue,5865500000.0,10180446000.0,7384098000.0,6042400000.0,5592927000.0,5683400000.0,4741819000.0,4139089000.0,2332463000.0,1461548000.0,777162000.0
,grossProfit,-72300000.0,1261871000.0,1769259000.0,1747100000.0,1076964000.0,574400000.0,1061234000.0,1095066000.0,384892000.0,259679000.0,93968000.0
,grossProfitRatio,-0.0124801491403715,0.110281073317581,0.19329072382952,0.224289107131395,0.161466506724023,0.0917894467704305,0.182875117632046,0.209215432099355,0.141642148339102,0.150868537386411,0.107869089573313
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,104717000.0,74500000.0,70882000.0,0.0,59198000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,329800000.0,444079000.0,368663000.0,309500000.0,276203000.0,258200000.0,239359000.0,207759000.0,131708000.0,93498000.0,54004000.0
,otherExpenses,-713800000.0,-16959000.0,342083000.0,194400000.0,163045000.0,0.0,0.0,47423000.0,0.0,0.0,0.0
,operatingExpenses,0.0,2457271000.0,1049690000.0,882000000.0,732678000.0,742000000.0,660308000.0,626824000.0,376251000.0,234583000.0,144811000.0
,costAndExpenses,7254900000.0,12637717000.0,8433788000.0,6924400000.0,6325605000.0,6425400000.0,5402127000.0,4765913000.0,2708714000.0,1696131000.0,921973000.0
,interestExpense,2470000000.0,1145126000.0,308336000.0,425400000.0,613144000.0,685900000.0,392883000.0,262381000.0,134850000.0,100681000.0,52022000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1805600000.0,3670884000.0,324901000.0,299800000.0,301201000.0,218000000.0,197755000.0,200067000.0,106013000.0,87541000.0,51258000.0
,EBITDA,343900000.0,2475484000.0,1044470000.0,1164900000.0,645487000.0,50400000.0,598681000.0,668309000.0,114654000.0,112637000.0,415000.0
,EBITDARatio,0.0593627010978388,0.216344644183516,0.114107862284843,0.149547467745041,0.0967762441695074,0.00805394867205727,0.103166557327669,0.127682309752004,0.042193235701629,0.0654399448765328,0.000476392731280062
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-1461700000.0,-1195400000.0,719569000.0,865100000.0,344286000.0,-167600000.0,400926000.0,468242000.0,8641000.0,25096000.0,-50843000.0
,operatingIncomeRatio,-0.25231305668715,-0.104471847790968,0.0786125789696611,0.111059759933243,0.0516179349857441,-0.0267825753459682,0.0690888054960036,0.0894589480059341,0.00317993048387126,0.0145802964977891,-0.0583644232204149
,totalOtherIncomeExpensesNet,-6550800000.0,-83412000.0,251350000.0,161900000.0,353513000.0,-267100000.0,-69859000.0,-69866000.0,-27650000.0,-29534000.0,2492000.0
,incomeBeforeTax,-10422200000.0,-2536265000.0,602105000.0,597800000.0,17666000.0,-1077400000.0,-87464000.0,96183000.0,-171969000.0,-105451000.0,-97567000.0
,incomeBeforeTaxRatio,-1.799040254091,-0.221656592803713,0.0657796915383067,0.0767443353231915,0.00264861899542286,-0.172169132922113,-0.0150720663760955,0.0183760320433766,-0.0632854374934449,-0.061265016177413,-0.112000505091089
,incomeTaxExpense,-242500000.0,-133179000.0,181828000.0,68800000.0,143980000.0,-2500000.0,-22424000.0,75472000.0,-1127000.0,0.0,0.0
,netIncome,-10179700000.0,-2403086000.0,420277000.0,529000000.0,-126314000.0,-1074900000.0,-65040000.0,20711000.0,-170842000.0,-105451000.0,-97567000.0
,netIncomeRatio,-1.75718083270041,-0.210017429162293,0.0459150670076563,0.067911932729957,-0.0189379406649974,-0.171769631499888,-0.0112078935001972,0.00395689466590118,-0.0628706959524979,-0.061265016177413,-0.112000505091089
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-89.288956,7.235803,6.24,5.04,-1.1484,-9.773078,-0.591349,0.188306,-1.553309,-0.958769,-0.887087
,EPSDiluted,-89.288956,7.2,6.15,4.92,-1.148457,-9.773078,-0.591349,0.188306,-1.553309,-0.958769,-0.887087
,weightedAverageShsOut,114008501.0,113836706.0,112566667.0,105195614.0,109985823.0,109985823.0,109985823.0,109985823.0,109985823.0,109985823.0,109985823.0
,weightedAverageShsOutDil,114066667.0,114333333.0,114266667.0,107520325.0,109985823.0,109985823.0,109985823.0,109985823.0,109985823.0,109985823.0,109985823.0
