date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,10778000.0,46476000.0,10897000.0,23565000.0,47140000.0,-2065000.0,-53594000.0,-6989000.0,-413000.0
,depreciationAndAmortization,142778000.0,131169000.0,125175000.0,118342000.0,96973000.0,92456000.0,41504000.0,2112000.0,30000.0
,deferredIncomeTax,2074000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,10065000.0,9530000.0,2649000.0,-3787000.0,3748000.0,2345000.0,106000.0,24000.0,11000.0
,changeInWorkingCapital,-139964000.0,86678000.0,104816000.0,47610000.0,9282000.0,21425000.0,51597000.0,16369000.0,-47000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,8399000.0,-9730000.0,8263000.0,-593000.0,-3010000.0,4859000.0,0.0,1888000.0,0.0
,otherWorkingCapital,195542000.0,335506000.0,248828000.0,144012000.0,96402000.0,87120000.0,65695000.0,14098000.0,-2271000.0
,otherNonCashItems,-7894000.0,-5281000.0,-5257000.0,-10201000.0,-6911000.0,-3328000.0,-1102000.0,48000.0,1000.0
,netCashProvidedByOperatingActivites,176851000.0,145999000.0,144597000.0,130954000.0,114394000.0,102155000.0,-9693000.0,-3647000.0,-418000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,-3000000.0,0.0,0.0,19000000.0,1000000.0,-1000000.0,-1000000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,-490000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,10625000.0,0.0,10518000.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,7575000.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-470527000.0,-294476000.0,-457946000.0,-78978000.0,134147000.0,-222279000.0,-1517175000.0,-111500000.0,-1357000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-683003000.0,-809140000.0,-490600000.0,-1085404000.0,-179048000.0,-373888000.0,-31140000.0,0.0,0.0
,commonStockIssued,-345000.0,258422000.0,171770000.0,18295000.0,0.0,420000.0,1569082000.0,148871000.0,2031000.0
,commonStockRepurchased,-470000.0,0.0,-227000.0,0.0,0.0,-127313000.0,0.0,0.0,0.0
,dividendsPaid,-172489000.0,-161506000.0,-157256000.0,-143122000.0,-120386000.0,-97730000.0,-35415000.0,-1769000.0,-1000.0
,otherFinancingActivites,-15227000.0,-19744000.0,-13584000.0,-10213000.0,-4126000.0,-1576000.0,-190625000.0,-22893000.0,-3000.0
,netCashUsedProvidedByFinancingActivities,140680000.0,300003000.0,312192000.0,-30657000.0,-240878000.0,121604000.0,1582907000.0,124209000.0,2027000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,4402000.0,19068000.0,-2877000.0,9080000.0,-7770000.0,3774000.0,-2855000.0,2176000.0,10000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-148594000.0,170594000.0,-4034000.0,30399000.0,-107000.0,5254000.0,53184000.0,11238000.0,0.0
,cashAtEndOfPeriod,125693000.0,274287000.0,103693000.0,107727000.0,69831000.0,69938000.0,64684000.0,11500000.0,262000.0
,cashAtBeginningOfPeriod,274287000.0,103693000.0,107727000.0,77328000.0,69938000.0,64684000.0,11500000.0,262000.0,0.0
,operatingCashFlow,176851000.0,145999000.0,144597000.0,130954000.0,114394000.0,102155000.0,-9693000.0,-3647000.0,-418000.0
,capitalExpenditure,-6383000.0,-277130000.0,-455931000.0,-86485000.0,107789000.0,-222302000.0,-1507847000.0,-111500000.0,-1357000.0
,freeCashFlow,170468000.0,128653000.0,143143000.0,127836000.0,114194000.0,91660000.0,-18531000.0,-3647000.0,-418000.0
