date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-6046195.0,-22861257.0,-42939001.0,-12490335.0,3747932.0,31954965.0,1660474.0,-3842603.0,-4539093.0,-2975270.0
,depreciationAndAmortization,32187324.0,32322695.0,35137880.0,34271091.0,30091237.0,24157022.0,14854885.0,8388208.0,6195416.0,5343091.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24341.0,-16099.0
,stockBasedCompensation,3000672.0,2333091.0,1636547.0,457046.0,1304325.0,1436505.0,1383121.0,571321.0,11250.0,16674.0
,changeInWorkingCapital,9322559.0,-6387628.0,8143196.0,-5996224.0,1859102.0,-20406693.0,-3504649.0,1051909.0,4556581.0,-2261514.0
,accountsReceivables,0.0,-2623226.0,-195329.0,-4116021.0,3040535.0,-21203416.0,-4242494.0,120980.0,1126119.0,-1629497.0
,inventory,-115327.0,2653304.0,-3179793.0,-2292994.0,-3369769.0,-1483143.0,-1354874.0,-465226.0,-44449.0,-315842.0
,accountsPayables,2543080.0,-3672559.0,8507701.0,1656356.0,1965503.0,5443919.0,3039310.0,1485259.0,324688.0,1401642.0
,otherWorkingCapital,0.0,0.0,0.0,-507780.0,-684537.0,-350546.0,-263737.0,955555.0,411705.0,-14968.0
,otherNonCashItems,960211.0,1975374.0,1287446.0,2174650.0,3030756.0,517887.0,-1972704.0,1951338.0,-2263242.0,290391.0
,netCashProvidedByOperatingActivites,46094449.0,20471260.0,9426377.0,18416228.0,42634500.0,37659686.0,12421127.0,8120173.0,3985253.0,397273.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-20904803.0,-2599827.0,-17405260.0,-2019783.0,-174542885.0,-232497213.0,-209686263.0,-144569123.0,-14890392.0,-56799780.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-88630.0,-177950.0,-151619.0,-262468.0,-424760.0,-352521.0,-55266.0,-68435.0,-51122.0,-120774.0
,netCashUsedForInvestingActivites,-20993433.0,23894165.0,-17556879.0,-2282251.0,-122311231.0,-232849734.0,-209741529.0,-144637558.0,-14941514.0,-56920554.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-36667872.0,-248709269.0,-191642789.0,-64752010.0,-69305519.0,-26456622.0,-14335418.0,-26390985.0,-67465000.0,-4400000.0
,commonStockIssued,0.0,0.0,7331450.0,0.0,63927416.0,0.0,102711933.0,128429704.0,51314503.0,14940000.0
,commonStockRepurchased,-286856.0,0.0,0.0,-11262750.0,-2993931.0,0.0,-1278546.0,0.0,0.0,0.0
,dividendsPaid,-1659308.0,0.0,0.0,0.0,-9327251.0,-12980285.0,-9635000.0,-1191300.0,0.0,0.0
,otherFinancingActivites,-220000.0,-2298587.0,-3740150.0,-826840.0,-6036243.0,-1633259.0,-5748816.0,-1333312.0,-1719423.0,-1255205.0
,netCashUsedProvidedByFinancingActivities,-18458793.0,-49545356.0,25576133.0,-32629443.0,95520221.0,175419834.0,200339153.0,178044107.0,20830080.0,56779795.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,6642223.0,-5179931.0,17445631.0,-16495466.0,15843491.0,-19770214.0,3018751.0,41526722.0,9873819.0,256514.0
,cashAtEndOfPeriod,58365330.0,51723107.0,56903038.0,39457407.0,55952873.0,40109382.0,59879596.0,56860845.0,15334123.0,5460304.0
,cashAtBeginningOfPeriod,51723107.0,56903038.0,39457407.0,55952873.0,40109382.0,59879596.0,56860845.0,15334123.0,5460304.0,5203790.0
,operatingCashFlow,46094449.0,20471260.0,9426377.0,18416228.0,42634500.0,37659686.0,12421127.0,8120173.0,3985253.0,397273.0
,capitalExpenditure,-20904803.0,-2599827.0,-17405260.0,-2019783.0,-174542885.0,-232497213.0,-209686263.0,-144569123.0,-14890392.0,-56799780.0
,freeCashFlow,25189646.0,17871433.0,-7978883.0,16396445.0,-131908385.0,-194837527.0,-197265136.0,-136448950.0,-10905139.0,-56402507.0
