date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-79300000.0,-73500000.0,-1225700000.0,-108000000.0,2700000.0,-201400000.0,-477100000.0,-191200000.0,199000000.0,179028000.0,176954000.0,-194316000.0,-102679000.0,-62049883.873574,-3006177.076184,-2926932.150852,-1039433.84298,-939542.864193,-118087.924233
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76307000.0,59473000.0,32961000.0,32313.440372,119251.88744,82224.900982,33704.892941,9667.095938,7665.580477
,deferredIncomeTax,4300000.0,-400000.0,-25200000.0,-115900000.0,-700000.0,-106900000.0,67600000.0,-400000.0,79800000.0,0.0,-17197000.0,-1441000.0,-13496000.0,-11499545.592245,-553363.074811,-59124.332702,38880.662818,587744.164347,-116015.270182
,stockBasedCompensation,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,8100000.0,8500000.0,7192000.0,8151000.0,0.0,0.0,858325.759871,2133665.065202,0.0,0.0,0.0,0.0
,changeInWorkingCapital,16200000.0,25900000.0,-71600000.0,40900000.0,-19600000.0,-2400000.0,-41600000.0,-9700000.0,-44800000.0,-12538000.0,6072000.0,-13597000.0,2047000.0,-1694436.029486,13726.835964,2147284.312037,646804.032808,147362.292465,258590.747693
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6711000.0,-145000.0,-233000.0,8664000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,10600000.0,16200000.0,-53100000.0,2800000.0,-8500000.0,900000.0,-27600000.0,-15000000.0,-34000000.0,-16620000.0,-13517000.0,-18239000.0,24684000.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,-12500000.0,24500000.0,0.0,-12600000.0,5300000.0,2100000.0,-3500000.0,11920000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3285000.0,0.0,0.0,2147284.312037,646804.032808,147362.292465,258590.747693
,otherNonCashItems,70700000.0,69100000.0,75300000.0,57100000.0,-100000.0,33700000.0,25500000.0,22500000.0,7000000.0,79347000.0,183006000.0,52678000.0,-94071000.0,0.0,0.0,-1.72206,-0.83185,0.0,0.0
,netCashProvidedByOperatingActivites,294800000.0,263500000.0,245100000.0,342200000.0,282200000.0,262600000.0,268800000.0,171900000.0,235800000.0,229530000.0,180564000.0,84557000.0,24685000.0,-9876805.008583,-1286032.944406,-16585.155846,367977.107492,-194768.540296,37392.889583
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-284200000.0,-253300000.0,-213900000.0,-567000000.0,-567000000.0,-389500000.0,-279300000.0,-289300000.0,-522000000.0,-413620000.0,-149165000.0,-111522000.0,-133868000.0,-69941431.889326,-17724776.938916,-14407559.841571,-375700.001664,-1343848.94777,-770036.396898
,acquisitionsNet,0.0,12000000.0,179000000.0,-45000000.0,-10000000.0,88000000.0,0.0,-113000000.0,0.0,-26000000.0,0.0,19000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-2100000.0,0.0,0.0,-900000.0,-3500000.0,0.0,0.0,0.0,0.0,-3684000.0,-463000000.0,-1547000.0,0.0,-175386246.591942,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16156000.0,106476000.0,39651000.0,32440000.0,0.0,0.0,0.0,8143.810205,0.0,0.0
,otherInvestingActivites,100000.0,4700000.0,0.0,67900000.0,500000.0,-24000000.0,20900000.0,6100000.0,23400000.0,-24052000.0,8050000.0,1468000.0,-1225000.0,0.0,0.0,0.0,-1985322.840934,0.0,0.0
,netCashUsedForInvestingActivites,-173200000.0,-234000000.0,-19400000.0,-499000000.0,-568600000.0,-324500000.0,-257700000.0,-393700000.0,-497500000.0,-403349000.0,-451363000.0,-52683000.0,35065000.0,-245327678.481268,-17724776.938916,-14407559.841571,-2233368.825594,-1343848.94777,-770036.396898
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-262600000.0,-113000000.0,-234000000.0,-305300000.0,0.0,0.0,0.0,0.0,-197600000.0,0.0,-27235000.0,-66981000.0,-11500000.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,10200000.0,106700000.0,0.0,164700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107015000.0,0.0,131760072.705241,61799931.36582,8618908.214224,2121217.162726,17628608.002961,768229.89119
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-23300000.0,-19800000.0,-15500000.0,-1100000.0,74000000.0,97600000.0,-2200000.0,-300000.0,-17900000.0,-21864000.0,11424000.0,0.0,0.0,0.0,0.0,-73956.431893,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-21900000.0,-50200000.0,-312700000.0,219800000.0,128400000.0,45700000.0,-52900000.0,-47100000.0,639900000.0,-5424000.0,447189000.0,33034000.0,-9000.0,378522669.898011,61799931.36582,8525431.375926,2108644.583826,17628608.002961,768229.89119
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
