date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,63145000.0,52741000.0,77622000.0,59190000.0,41377000.0
,depreciationAndAmortization,20937000.0,21477000.0,21146000.0,21054000.0,10552000.0
,deferredIncomeTax,2985000.0,4574000.0,6124000.0,2475000.0,3548000.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-3188000.0,3145000.0,5954000.0,-3558000.0,-3028000.0
,accountsReceivables,176000.0,543000.0,6344000.0,-1035000.0,-83000.0
,inventory,463000.0,183000.0,22000.0,29000.0,70000.0
,accountsPayables,-80000.0,-10000.0,155000.0,-804000.0,-321000.0
,otherWorkingCapital,0.0,0.0,0.0,1112000.0,2829000.0
,otherNonCashItems,1946000.0,3315000.0,-19165000.0,1898000.0,-13021000.0
,netCashProvidedByOperatingActivites,85825000.0,85252000.0,91681000.0,81059000.0,39428000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8000.0,-269000.0,-747000.0,-21000.0,-537000.0
,acquisitionsNet,0.0,0.0,0.0,-133701000.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,3814000.0,3485000.0,3192000.0
,otherInvestingActivites,0.0,0.0,0.0,91768000.0,-85739000.0
,netCashUsedForInvestingActivites,-8000.0,-269000.0,3067000.0,-38469000.0,-83084000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-44660000.0,-376854000.0,-50451000.0,-51336000.0,-38441000.0
,commonStockIssued,3174000.0,14094000.0,43222000.0,110924000.0,111529000.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0
,dividendsPaid,-74886000.0,-73804000.0,-72497000.0,-57037000.0,-43877000.0
,otherFinancingActivites,21750000.0,365939000.0,-12752000.0,-41377000.0,492000.0
,netCashUsedProvidedByFinancingActivities,-94622000.0,-70625000.0,-92478000.0,-38826000.0,29703000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,49000.0,7000.0,-97000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-8756000.0,14365000.0,2173000.0,3764000.0,-13953000.0
,cashAtEndOfPeriod,51063000.0,59819000.0,45454000.0,22679000.0,18915000.0
,cashAtBeginningOfPeriod,59819000.0,45454000.0,43281000.0,18915000.0,32868000.0
,operatingCashFlow,85825000.0,85252000.0,91681000.0,81059000.0,39428000.0
,capitalExpenditure,-8000.0,-269000.0,-747000.0,-21000.0,-537000.0
,freeCashFlow,85817000.0,84983000.0,90934000.0,81038000.0,38891000.0
