date,,2021-01-01_FY,2020-01-03_FY,2019-12-31_FY,2018-12-31_FY,2018-12-28_FY,2017-12-31_FY,2017-12-29_FY,2016-12-31_FY,2016-12-30_FY,2016-01-01_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-28_FY,2011-12-30_FY,2010-12-31_FY,2010-01-01_FY,2009-01-02_FY,2007-12-28_FY,2006-12-29_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,987538000.0,967775000.0,967775000.0,853826000.0,853826000.0,452477000.0,452477000.0,191454000.0,191454000.0,37172000.0,37172000.0,25111000.0,31338000.0,47450000.0,289636000.0,185045000.0,151759000.0,117859000.0,113470000.0,98670000.0,75961000.0,52857000.0,51540000.0
,costOfRevenue,36272000.0,33097000.0,33097000.0,26348000.0,26348000.0,15066000.0,15066000.0,6552000.0,6552000.0,3895000.0,3895000.0,2043000.0,1118000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,951266000.0,934678000.0,934678000.0,827478000.0,827478000.0,437411000.0,437411000.0,184902000.0,184902000.0,33277000.0,33277000.0,23068000.0,30220000.0,47450000.0,289636000.0,185045000.0,151759000.0,117859000.0,113470000.0,98670000.0,0.0,0.0,0.0
,grossProfitRatio,0.963270274156539,0.965800935134716,0.965800935134716,0.969141253604364,0.969141253604364,0.966703279945721,0.966703279945721,0.965777680278291,0.965777680278291,0.895216829871947,0.895216829871947,0.918641232925809,0.964324462314123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,547851000.0,336964000.0,336964000.0,182257000.0,182257000.0,112171000.0,112171000.0,95967000.0,95967000.0,96351000.0,96351000.0,189101000.0,178763000.0,128878000.0,156836000.0,210678000.0,234702000.0,257390000.0,225375000.0,185481000.0,141135000.0,137724000.0,127622000.0
,GeneralAndAdministrativeExpenses,293355000.0,228244000.0,228244000.0,206366000.0,206366000.0,159362000.0,159362000.0,116145000.0,116145000.0,57305000.0,57305000.0,50829000.0,50958000.0,31837000.0,33129000.0,33020000.0,34382000.0,36892000.0,44940000.0,39123000.0,27731000.0,20905000.0,18586000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,36272000.0,33097000.0,680000.0,397000.0,26348000.0,-3537000.0,15034000.0,0.0,7466000.0,4937000.0,0.0,0.0,0.0,9171000.0,10136000.0,0.0,4582000.0,2890000.0,202000.0,820000.0,0.0,0.0,0.0
,operatingExpenses,877478000.0,598305000.0,565208000.0,388623000.0,414971000.0,271533000.0,286567000.0,212112000.0,219578000.0,158593000.0,153656000.0,239930000.0,229721000.0,169886000.0,200101000.0,243698000.0,273666000.0,297172000.0,270517000.0,225424000.0,169952000.0,159408000.0,146874000.0
,costAndExpenses,913750000.0,631402000.0,598305000.0,414971000.0,441319000.0,286599000.0,301633000.0,218664000.0,226130000.0,162488000.0,157551000.0,241973000.0,230839000.0,169886000.0,200101000.0,243698000.0,273666000.0,297172000.0,270517000.0,225424000.0,169952000.0,159408000.0,146874000.0
,interestExpense,0.0,0.0,0.0,0.0,0.0,8679000.0,8679000.0,33060000.0,33060000.0,48673000.0,48673000.0,48607000.0,45347000.0,27088000.0,16259000.0,9340000.0,12672000.0,6762000.0,3966000.0,4986000.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,9141000.0,8348000.0,8348000.0,7769000.0,7769000.0,1187000.0,1369000.0,1002000.0,9434000.0,26440000.0,1406000.0,2391000.0,3147000.0,20469000.0,-1167000.0,10543000.0,12595000.0,13227000.0,11130000.0,16090000.0,1086000.0,779000.0,666000.0
,EBITDA,119201000.0,377818000.0,377818000.0,446624000.0,446624000.0,167065000.0,167279000.0,-26208000.0,-18690000.0,-94981000.0,-118973000.0,-214471000.0,-196354000.0,-101967000.0,88368000.0,-48110000.0,-109312000.0,-166086000.0,-145917000.0,-110664000.0,-92905000.0,-105772000.0,-94668000.0
,EBITDARatio,0.120705228558293,0.390398594714681,0.390398594714681,0.523085499855943,0.523085499855943,0.369223187034921,0.369696139251277,-0.136889278886834,-0.0976213607446175,-2.55517593887873,-3.20060798450447,-8.54091832264745,-6.26568383432255,-2.14893572181243,0.305100194727175,-0.259990813045475,-0.720299949261658,-1.40919233999949,-1.28595223407068,-1.1215567041654,-1.22306183436237,-2.00109730026297,-1.83678696158324
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,110060000.0,369470000.0,369470000.0,438855000.0,438855000.0,165878000.0,165910000.0,-27210000.0,-28124000.0,-121421000.0,-120379000.0,-216862000.0,-199501000.0,-122436000.0,89535000.0,-58653000.0,-121907000.0,-179313000.0,-157047000.0,-126754000.0,-93991000.0,-106551000.0,-95334000.0
,operatingIncomeRatio,0.111448875891358,0.381772622768722,0.381772622768722,0.513986456256895,0.513986456256895,0.366599849274107,0.366670571100852,-0.142122912031088,-0.14689690473952,-3.26646400516518,-3.23843215323362,-8.63613555812194,-6.36610504818431,-2.58031612223393,0.309129389992957,-0.316966143370531,-0.803293379634816,-1.52141966247805,-1.38403983431744,-1.28462551940813,-1.23735864456761,-2.01583517793291,-1.84970896391152
,totalOtherIncomeExpensesNet,912000.0,28639000.0,680000.0,397000.0,13237000.0,-3505000.0,-7333000.0,-14815000.0,-42098000.0,-48261000.0,-1042000.0,-7596000.0,-1231000.0,-25102000.0,1462000.0,-24547000.0,1510000.0,5935000.0,13055000.0,3565000.0,-5000.0,-28548000.0,-329000.0
,incomeBeforeTax,130837000.0,398109000.0,398109000.0,452092000.0,452092000.0,158577000.0,158577000.0,-70222000.0,-70222000.0,-169682000.0,-169682000.0,-268724000.0,-244856000.0,-147538000.0,76992000.0,-92402000.0,0.0,-162854000.0,-86381000.0,-101492000.0,-94810000.0,-137245000.0,-95119000.0
,incomeBeforeTaxRatio,0.132488066282006,0.411365245020795,0.411365245020795,0.529489614980101,0.529489614980101,0.350464222490867,0.350464222490867,-0.366782621412976,-0.366782621412976,-4.56477994189175,-4.56477994189175,-10.7014455816176,-7.81338949518157,-3.10933614330875,0.265823309257137,-0.499348807046935,0.0,-1.38176974181013,-0.761267295320349,-1.02860038512212,-1.2481404931478,-2.59653404468661,-1.84553744664338
,incomeTaxExpense,19056000.0,77097000.0,77097000.0,-237978000.0,-237978000.0,4350000.0,4350000.0,0.0,0.0,55000.0,55000.0,-182000.0,-96000.0,107000.0,1295000.0,-72000.0,0.0,0.0,0.0,0.0,0.0,0.0,-345000.0
,netIncome,111781000.0,321012000.0,321012000.0,690070000.0,690070000.0,154227000.0,154227000.0,-70222000.0,-70222000.0,-169737000.0,-169737000.0,-268542000.0,-244760000.0,-147645000.0,75697000.0,-92330000.0,0.0,-162854000.0,-86381000.0,-101492000.0,-84404000.0,-137245000.0,-94774000.0
