date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,27199700000.0,32789200000.0,36534200000.0,29241500000.0,23022300000.0,27027900000.0,47951200000.0,47727000000.0,42583100000.0,44313000000.0,33739300000.0,25510900000.0,21905656000.0,16950125000.0,13990969000.0,12256959000.0,8321202000.0,5346431000.0,3584783000.0,3179727000.0,3049020000.0,1346500000.0,738900000.0
,costOfRevenue,22371100000.0,27061800000.0,31397300000.0,25557500000.0,19643500000.0,23668700000.0,44220500000.0,44238700000.0,37077200000.0,41318500000.0,31449300000.0,23565800000.0,20460964000.0,16009051000.0,13089091000.0,11546225000.0,7904336000.0,5046777000.0,3382561000.0,2861743000.0,2760044000.0,1176300000.0,667000000.0
,grossProfit,4828600000.0,5727400000.0,5136900000.0,3684000000.0,3378800000.0,3359200000.0,3730700000.0,3488300000.0,5505900000.0,2994500000.0,2290000000.0,1945100000.0,1444692000.0,941074000.0,901878000.0,710734000.0,416866000.0,299654000.0,202222000.0,317984000.0,288976000.0,170200000.0,71900000.0
,grossProfitRatio,0.177524016809009,0.174673368060215,0.140605241116543,0.125985329069986,0.146762052444804,0.124286385549747,0.0778020153823053,0.0730886081253798,0.129297773060205,0.0675761063344842,0.0678733702240414,0.0762458400134844,0.0659506385017641,0.0555201805296421,0.064461439375643,0.0579861611677089,0.0500968489888841,0.0560474828909229,0.0564112248914369,0.100003553764207,0.0947766823438351,0.126401782398812,0.0973068074164298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,219600000.0,211700000.0,208300000.0,181100000.0,160100000.0,192600000.0,214500000.0,188300000.0,170300000.0,181800000.0,204800000.0,172300000.0,90550000.0,87695000.0,63391000.0,62266000.0,46659000.0,37590000.0,42890000.0,30296000.0,28345000.0,12500000.0,18200000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,2600000.0,5000000.0,3600000.0,1300000.0,2800000.0,2900000.0,600000.0,-1100000.0,-300000.0,0.0,2700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
