date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,44521000.0,40773000.0,49109000.0,60051000.0,22003000.0,35615000.0,-24252000.0,7309000.0,19538000.0,28973000.0,-687000.0,-71330000.0,-203847000.0,19044000.0,21743000.0,9657000.0,41471000.0,-2170000.0,-27724000.0,-14698000.0,45377000.0,-34800000.0,-8000000.0
,depreciationAndAmortization,38293000.0,38280000.0,37052000.0,30758000.0,20357000.0,19114000.0,23797000.0,20207000.0,13676000.0,15267000.0,15653000.0,17330000.0,18906000.0,16167000.0,14848000.0,13716000.0,13618000.0,10439000.0,10919000.0,11918000.0,14309000.0,15200000.0,5600000.0
,deferredIncomeTax,-4113000.0,-4332000.0,-6076000.0,-2560000.0,-1766000.0,-1692000.0,-6736000.0,3045000.0,-14979000.0,78000.0,5553000.0,1356000.0,-33670000.0,5135000.0,3558000.0,-2465000.0,-15385000.0,48000.0,4267000.0,6688000.0,-3613000.0,-1700000.0,-1300000.0
,stockBasedCompensation,23119000.0,9340000.0,7714000.0,5493000.0,4293000.0,4387000.0,4329000.0,5499000.0,4580000.0,3276000.0,1871000.0,2052000.0,2761000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,20278000.0,-7907000.0,-12138000.0,60957000.0,495000.0,-854000.0,-10619000.0,-13810000.0,4929000.0,-10252000.0,6645000.0,159654000.0,-297209000.0,42275000.0,40440000.0,32400000.0,-194000.0,2719000.0,-52652000.0,33809000.0,87278000.0,17700000.0,-3600000.0
,accountsReceivables,18026000.0,-3600000.0,-1156000.0,-2077000.0,-6394000.0,-7526000.0,3526000.0,-1886000.0,2261000.0,4822000.0,-7727000.0,880000.0,37759000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,22102000.0,-7397000.0,-15603000.0,-13587000.0,-2917000.0,-3338000.0,-991000.0,-3220000.0,-4361000.0,-6062000.0,-8171000.0,7507000.0,19898000.0,6848000.0,-6546000.0,-5753000.0,-12716000.0,8271000.0,19632000.0,8917000.0,-13506000.0,6100000.0,-8300000.0
,accountsPayables,-14484000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3961000.0,3955000.0,-1900000.0,-8020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,189944000.0,169666000.0,177573000.0,189711000.0,128754000.0,128259000.0,129113000.0,139732000.0,153542000.0,148613000.0,158865000.0,152220000.0,-7434000.0,289775000.0,247500000.0,207060000.0,174660000.0,174854000.0,172135000.0,224787000.0,190978000.0,103700000.0,86000000.0
,otherNonCashItems,-5242000.0,2684000.0,790000.0,6287000.0,3135000.0,2773000.0,2965000.0,1850000.0,4824000.0,9889000.0,6940000.0,34150000.0,18565000.0,5909000.0,843000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashProvidedByOperatingActivites,140239000.0,63248000.0,89647000.0,63378000.0,47788000.0,33416000.0,42289000.0,49200000.0,28430000.0,45173000.0,-4738000.0,-25786000.0,38902000.0,37488000.0,35256000.0,4864000.0,35397000.0,21827000.0,11717000.0,-17478000.0,-10220000.0,-4400000.0,-7000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-10524000.0,-10743000.0,-14658000.0,-9094000.0,-8462000.0,-5552000.0,-5415000.0,-4988000.0,-4308000.0,-4217000.0,-2659000.0,-1321000.0,-17951000.0,-4826000.0,-8562000.0,-3551000.0,-2410000.0,-21624000.0,-2952000.0,-8639000.0,-10142000.0,-13900000.0,-15100000.0
,acquisitionsNet,0.0,-53000000.0,-30000000.0,-168000000.0,-7000000.0,4000000.0,-88000000.0,-81000000.0,0.0,0.0,0.0,0.0,-337000000.0,-3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22602000.0,-43286000.0,-49492000.0,-165547000.0,-132877000.0,-109355000.0,-57710000.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11408000.0,16975000.0,0.0,0.0,49271000.0,24600000.0,84224000.0,188990000.0,110014000.0,85834000.0,45031000.0,8200000.0,0.0
,otherInvestingActivites,-2632000.0,42000.0,-1599000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33657000.0,195000.0,1534000.0,-20000.0,-367000.0,-23000.0,1979000.0,-1219000.0,838000.0,900000.0,-100000.0
,netCashUsedForInvestingActivites,-13156000.0,-63844000.0,-45590000.0,-177380000.0,-14363000.0,-1842000.0,-93541000.0,-72956000.0,2975000.0,-4217000.0,8749000.0,19708000.0,-339364000.0,-7637000.0,32804000.0,-14969000.0,-22575000.0,-41655000.0,-23836000.0,12443000.0,35841000.0,-900000.0,-14800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-35391000.0,-50694000.0,-74648000.0,-26925000.0,-16250000.0,-30500000.0,-33500000.0,-39295000.0,-23779000.0,-113214000.0,-76454000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64889000.0,0.0,63000.0,8179000.0,4863000.0,876000.0,3232000.0,799000.0,1209000.0,1837000.0,76986000.0,500000.0,200000.0
