date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,185754000.0,284392000.0,264394000.0,183682000.0,230178000.0,213780000.0,216672000.0,590413000.0,473400000.0,436600000.0,361300000.0,8300000.0,216400000.0
,depreciationAndAmortization,63071000.0,67824000.0,54903000.0,62019000.0,52176000.0,25675000.0,25917000.0,128143000.0,94800000.0,64400000.0,68000000.0,1000000.0,70100000.0
,deferredIncomeTax,-19396000.0,17060000.0,-3602000.0,58916000.0,3318000.0,-15587000.0,-10586000.0,-4984000.0,-6400000.0,5900000.0,138000000.0,2000000.0,112800000.0
,stockBasedCompensation,10028000.0,7826000.0,6185000.0,5292000.0,4507000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-3773956000.0,-735999000.0,-766390000.0,145746000.0,-11859107000.0,1225097000.0,17516183000.0,-11730169000.0,3987366000.0,1241171000.0,1763684000.0,1739318000.0,-15300000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60565000.0,-47268000.0,8298000.0,-58027000.0,-4688000.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,1040944000.0,4814900000.0,5550899000.0,6317289000.0,6171543000.0,18030650000.0,16805553000.0,-710630000.0,11019539000.0,7032173000.0,5791002000.0,4027318000.0,2288000000.0
,otherNonCashItems,0.0,-989000.0,-1302000.0,-210000.0,-51000.0,4220000.0,-1675000.0,0.0,-144700000.0,-82500000.0,-198900000.0,1200000.0,47900000.0
,netCashProvidedByOperatingActivites,209506000.0,296504000.0,351413000.0,269774000.0,219947000.0,142603000.0,246751000.0,517874000.0,364600000.0,616500000.0,232400000.0,27200000.0,432000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-59300000.0,-42800000.0,-15500000.0,-1000000.0,-10100000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1171652000.0,-1166933000.0,0.0,-1763800000.0,0.0,0.0
,purchasesOfInvestments,0.0,-1332037000.0,-195491000.0,-1108904000.0,-3135021000.0,-2950647000.0,-2246541000.0,-735919000.0,-3114398000.0,-4800194000.0,-158024000.0,-77988000.0,0.0
,salesMaturitiesOfInvestments,0.0,1852899000.0,823102000.0,904217000.0,2044006000.0,3906898000.0,1235106000.0,0.0,1960483000.0,2303050000.0,1173208000.0,28669000.0,0.0
,otherInvestingActivites,0.0,8441000.0,-963000.0,3367000.0,11482000.0,7710000.0,7614000.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedForInvestingActivites,-2103763000.0,375212000.0,-257809000.0,-971081000.0,-1896685000.0,243832000.0,-1542149000.0,-6293283000.0,-5076500000.0,-3726400000.0,-2763600000.0,-39600000.0,-1776100000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-217530000.0,-10000.0,-10000.0,-9161000.0,-207010000.0,-170010000.0,-207062000.0,-3539700000.0,-1258069000.0,-370655000.0,1030907000.0,-245684000.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000000.0,1055000000.0,0.0,1600000000.0,0.0,0.0
,commonStockRepurchased,-5000000.0,-136242000.0,-131800000.0,0.0,0.0,0.0,0.0,0.0,1055000000.0,0.0,1600000000.0,0.0,-3500000.0
,dividendsPaid,-135099000.0,-138246000.0,-131036000.0,-124928000.0,-446997000.0,-164228000.0,-192527000.0,0.0,0.0,0.0,0.0,0.0,-84700000.0
,otherFinancingActivites,0.0,-1764000.0,-53000.0,-136000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,2241184000.0,-981336000.0,-124611000.0,683893000.0,78601000.0,1002307000.0,747444000.0,6487518000.0,5170500000.0,3088200000.0,3644400000.0,309100000.0,1407700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,346927000.0,-309620000.0,-31007000.0,-17414000.0,-1598137000.0,1388742000.0,-547954000.0,712109000.0,458700000.0,-21600000.0,1113200000.0,296700000.0,63600000.0
,cashAtEndOfPeriod,1040944000.0,694017000.0,1003637000.0,1034644000.0,1052058000.0,2650195000.0,1261453000.0,3342571000.0,458700000.0,-21600000.0,1113200000.0,296700000.0,63600000.0
,cashAtBeginningOfPeriod,694017000.0,1003637000.0,1034644000.0,1052058000.0,2650195000.0,1261453000.0,1809407000.0,2630462000.0,0.0,0.0,0.0,0.0,0.0
,operatingCashFlow,209506000.0,296504000.0,351413000.0,269774000.0,219947000.0,142603000.0,246751000.0,517874000.0,364600000.0,616500000.0,232400000.0,27200000.0,432000000.0
