date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY
,revenue,4358000000.0,4478500000.0,3724200000.0,3128900000.0,2704400000.0,2384400000.0,2131700000.0,2265100000.0,2178800000.0,1757300000.0,1413000000.0,1052168000.0,874919000.0,600828000.0,372682000.0,227338000.0,138803000.0,91675000.0,72022000.0,51673000.0,26624000.0
,costOfRevenue,1497000000.0,1368300000.0,1120100000.0,934800000.0,814300000.0,806500000.0,717900000.0,670900000.0,608500000.0,483500000.0,383000000.0,301116000.0,254142000.0,186542000.0,124846000.0,73769000.0,50813000.0,47646000.0,34584000.0,28218000.0,13279000.0
,grossProfit,2404000000.0,3110200000.0,2604100000.0,2194100000.0,1890100000.0,1577900000.0,1413800000.0,1594200000.0,1570300000.0,1273800000.0,1030000000.0,751052000.0,620777000.0,414286000.0,247836000.0,153569000.0,87990000.0,44029000.0,37438000.0,23455000.0,13345000.0
,grossProfitRatio,0.55162918770078,0.694473596070113,0.699237420117072,0.701236856403209,0.698898091998225,0.661759771850361,0.663226532814186,0.70380998631407,0.720717826326418,0.724862004211006,0.72894550601557,0.713813763581481,0.709525110324499,0.689525121998309,0.665006627634283,0.675509593644705,0.63392001613798,0.480272702481593,0.519813390352948,0.453912101097285,0.501239483173077
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,595000000.0,557300000.0,418100000.0,328600000.0,239600000.0,197400000.0,178000000.0,167700000.0,170000000.0,140200000.0,116000000.0,95102000.0,79372000.0,48859000.0,29778000.0,17354000.0,17812000.0,16190000.0,16793000.0,13851000.0,11734000.0
,GeneralAndAdministrativeExpenses,1216000000.0,1178400000.0,986600000.0,810900000.0,705300000.0,640500000.0,691000000.0,574000000.0,522200000.0,438800000.0,358800000.0,278511000.0,230570000.0,158685000.0,110703000.0,67443000.0,48994000.0,39719000.0,40864000.0,29987000.0,19136000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
