Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,7065000.0,0.0,47500000.0,85000.0
Revenue Growth,0.0,-1.0,557.8235,
Cost of Revenue,1588000.0,0.0,0.0,0.0
Gross Profit,5477000.0,0.0,47500000.0,85000.0
R&D Expenses,10099000.0,16832000.0,15311000.0,22156000.0
SG&A Expense,95618000.0,31698000.0,6869000.0,6006000.0
Operating Expenses,105717000.0,48530000.0,22180000.0,28162000.0
Operating Income,-100240000.0,-48530000.0,25320000.0,-28077000.0
Interest Expense,9229000.0,910000.0,3517000.0,819000.0
Earnings before Tax,-106658000.0,-48902000.0,22613000.0,-28314000.0
Income Tax Expense,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-106658000.0,-48902000.0,22613000.0,-28314000.0
Preferred Dividends,0.0,13065000.0,13114000.0,12061000.0
Net Income Com,-106658000.0,-61967000.0,9499000.0,-40375000.0
EPS,-2.68,-5.63,0.4,-9.97
EPS Diluted,-2.68,-5.63,0.32,-9.97
Weighted Average Shs Out,41227530.0,37817713.0,35386273.0,35386000.0
Weighted Average Shs Out (Dil),39765983.0,10999121.0,4054316.0,4049668.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.7752,0.0,1.0,1.0
EBITDA Margin,-13.714,0.552,-322.588,
EBIT Margin,-13.7904,0.0,0.5501,-323.4706
Profit Margin,-15.097,0.2,-475.0,
Free Cash Flow margin,-13.2352,0.0,0.4527,-338.7529
EBITDA,-96890000.0,-47826000.0,26213000.0,-27420000.0
EBIT,-97429000.0,-47992000.0,26130000.0,-27495000.0
Consolidated Income,-106658000.0,-48902000.0,22613000.0,-28314000.0
Earnings Before Tax Margin,-15.0967,0.0,0.4761,-333.1059
Net Profit Margin,-15.0967,0.0,0.4761,-333.1059
