Date,2019-01-01,2018-01-02,2017-01-03,2015-12-29,2014-12-31,2013-12-31
Revenue,505490000.0,471456000.0,452083000.0,424002000.0,396024000.0,370988000.0
Revenue Growth,0.0722,0.0429,0.0662,0.0706,0.0675,
Cost of Revenue,239918000.0,218216000.0,209024000.0,116710000.0,192729000.0,182697000.0
Gross Profit,265572000.0,253240000.0,243059000.0,287764000.0,203295000.0,188291000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,
SG&A Expense,195727000.0,183166000.0,172945000.0,244612000.0,145056000.0,131900000.0
Operating Expenses,231539000.0,211993000.0,199759000.0,380850000.0,175963000.0,154926000.0
Operating Income,34033000.0,41247000.0,43300000.0,43152000.0,27332000.0,33365000.0
Interest Expense,9075000.0,7200000.0,6327000.0,-15143000.0,30895000.0,35613000.0
Earnings before Tax,25618000.0,34047000.0,36242000.0,5609000.0,-8157000.0,-6459000.0
Income Tax Expense,6659000.0,-15824000.0,15329000.0,-852000.0,1098000.0,80000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,
Net Income,18959000.0,49871000.0,20913000.0,-9255000.0,-6539000.0,
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,
Net Income Com,18959000.0,49871000.0,20913000.0,4757000.0,-9255000.0,-6539000.0
EPS,0.5,1.29,0.54,0.12,-2.37,-1.67
EPS Diluted,0.49,1.25,0.53,0.12,-2.37,-1.67
Weighted Average Shs Out,37764159.0,38677234.0,39153003.0,38802000.0,18750000.0,18750000.0
Weighted Average Shs Out (Dil),38106057.0,38689508.0,38725541.0,3907835.0,3907835.0,
Dividend per Share,0.0,0.0,0.0,0.0,0.0,
Gross Margin,0.5254,0.5371,0.5376,0.6787,0.5133,0.5075
EBITDA Margin,0.12,0.137,0.145,0.104,0.131,
EBIT Margin,0.0686,0.0875,0.0942,0.1018,0.0574,0.0786
Profit Margin,0.038,0.106,0.046,-0.023,-0.018,
Free Cash Flow margin,0.0299,0.0362,0.0334,0.0714,0.0592,
EBITDA,60487000.0,64609000.0,65698000.0,41346000.0,48626000.0,
EBIT,34693000.0,41247000.0,42569000.0,43152000.0,22738000.0,29154000.0
Consolidated Income,18959000.0,49871000.0,20913000.0,-9255000.0,-6539000.0,
Earnings Before Tax Margin,0.0507,0.0722,0.0802,0.0132,-0.0206,-0.0174
Net Profit Margin,0.0375,0.1058,0.0463,-0.0234,-0.0176,
