date,,2021-01-31_FY,2020-01-26_FY,2019-01-27_FY,2018-01-28_FY,2017-01-29_FY,2016-01-31_FY,2015-01-25_FY,2014-01-26_FY,2013-01-27_FY,2012-01-29_FY,2011-01-30_FY,2011-01-29_FY,2010-01-31_FY,2009-01-25_FY,2008-01-27_FY,2007-01-28_FY,2006-01-29_FY,2005-01-30_FY,2004-01-25_FY,2003-01-26_FY,2002-01-27_FY,2001-01-28_FY,2000-01-30_FY,1999-01-31_FY,1998-02-01_FY,1997-01-26_FY,1996-01-28_FY,1995-01-31_FY,1994-01-31_FY,1993-01-31_FY,1992-01-31_FY,1991-01-31_FY,1990-01-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,59903000.0,31871000.0,69639000.0,34649000.0,54661000.0,11497000.0,27947000.0,-164500000.0,41900000.0,89100000.0,72600000.0,72572000.0,957000.0,37500000.0,47800000.0,31100000.0,42000000.0,54900000.0,25800000.0,34200000.0,26000000.0,60200000.0,29400000.0,12895000.0,14800000.0,8500000.0,7500000.0,1200000.0,100000.0,400000.0,700000.0,500000.0,800000.0
,depreciationAndAmortization,35858000.0,39581000.0,49639000.0,48999000.0,47057000.0,48932000.0,69303000.0,94100000.0,49200000.0,21000000.0,16400000.0,16448000.0,8357000.0,8300000.0,10200000.0,11800000.0,11800000.0,9800000.0,9000000.0,9600000.0,10300000.0,8800000.0,4100000.0,3723000.0,2800000.0,1900000.0,1100000.0,1000000.0,1100000.0,1000000.0,1400000.0,1400000.0,1200000.0
,deferredIncomeTax,-7396000.0,-5596000.0,-16486000.0,15232000.0,2185000.0,-1012000.0,27000.0,30000000.0,-47600000.0,-2000000.0,3200000.0,-316000.0,15824000.0,-900000.0,-2100000.0,-2600000.0,7100000.0,600000.0,6800000.0,600000.0,-18500000.0,-13800000.0,-21500000.0,-802000.0,-900000.0,-100000.0,-400000.0,0.0,-100000.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,52986000.0,52049000.0,73859000.0,47936000.0,30828000.0,20468000.0,29629000.0,24589000.0,24528000.0,0.0,29010000.0,29010000.0,19935000.0,15724000.0,14719000.0,12901000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-35843000.0,6705000.0,20366000.0,19571000.0,78119000.0,-51313000.0,5947000.0,34400000.0,-112000000.0,100400000.0,27000.0,116087000.0,-136114000.0,24300000.0,-69800000.0,89800000.0,14200000.0,4900000.0,-204400000.0,17900000.0,-128000000.0,434300000.0,30856000.0,24444000.0,15900000.0,7600000.0,-4200000.0,-1900000.0,-800000.0,0.0,100000.0,-600000.0,-200000.0
,accountsReceivables,-8506000.0,17296000.0,-21499000.0,-1453000.0,-7403000.0,25354000.0,-2968000.0,2827000.0,-5002000.0,1000000.0,-19447000.0,-19447000.0,0.0,5508000.0,-8021000.0,1589000.0,-2030000.0,-1592000.0,-2804000.0,1476000.0,18700000.0,-12700000.0,-9800000.0,0.0,-4200000.0,-1500000.0,-2600000.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,-14484000.0,-9331000.0,8444000.0,-5515000.0,-1959000.0,10262000.0,-13290000.0,12238000.0,-4251000.0,700000.0,-14016000.0,-14016000.0,4269000.0,848000.0,-8231000.0,3173000.0,3957000.0,-2568000.0,-5815000.0,6377000.0,8900000.0,-5000000.0,-9800000.0,-955000.0,-2500000.0,-4500000.0,-2700000.0,-1700000.0,-900000.0,200000.0,-300000.0,400000.0,100000.0
,accountsPayables,3565000.0,2603000.0,7543000.0,-5306000.0,3101000.0,4980000.0,-9077000.0,-11294000.0,4453000.0,2900000.0,5986000.0,5986000.0,10686000.0,-3269000.0,4013000.0,-2430000.0,-1019000.0,950000.0,2829000.0,-1616000.0,5600000.0,-2200000.0,-5400000.0,0.0,400000.0,-1500000.0,-1400000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,362095000.0,355390000.0,335024000.0,315453000.0,237334000.0,288647000.0,282700000.0,248300000.0,360300000.0,259900000.0,259873000.0,143786000.0,279900000.0,255600000.0,325400000.0,235600000.0,221400000.0,216500000.0,420900000.0,403000000.0,531000000.0,96700000.0,65844000.0,41400000.0,25500000.0,17900000.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,6957000.0,57795000.0,93746000.0,54502000.0,5546000.0,-14893000.0,29844000.0,148200000.0,64900000.0,22800000.0,28200000.0,0.0,0.0,18700000.0,13300000.0,21200000.0,8800000.0,16900000.0,17900000.0,-4100000.0,27600000.0,41600000.0,17000000.0,0.0,500000.0,500000.0,2200000.0,100000.0,-100000.0,100000.0,-100000.0,0.0,0.0
,netCashProvidedByOperatingActivites,118930000.0,118616000.0,183563000.0,111485000.0,117612000.0,102076000.0,106160000.0,118000000.0,102000000.0,99800000.0,93800000.0,93801000.0,83324000.0,78000000.0,61300000.0,74200000.0,64700000.0,70100000.0,35800000.0,62600000.0,64700000.0,86000000.0,36600000.0,21195000.0,16100000.0,6600000.0,6200000.0,400000.0,200000.0,1500000.0,2200000.0,1600000.0,1800000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-32734000.0,-23056000.0,-17052000.0,-35461000.0,-32920000.0,-13026000.0,-31755000.0,-37161000.0,-23266000.0,-24600000.0,76000.0,-25537000.0,-8682000.0,20000.0,10050000.0,752000.0,-10564000.0,208000.0,102000.0,-9914000.0,-20800000.0,-22700000.0,-15000000.0,-5590000.0,-6200000.0,-4400000.0,-4400000.0,-1000000.0,-1100000.0,-600000.0,-1600000.0,-600000.0,-1700000.0
,acquisitionsNet,0.0,0.0,-15948000.0,-17619000.0,32000000.0,-39000000.0,-4852000.0,0.0,-491717000.0,0.0,0.0,-0.0,-178000000.0,0.0,0.0,0.0,-42445000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-10938000.0,-81849000.0,-116210000.0,-14849000.0,-1005000.0,-14630000.0,-48054000.0,-1050000.0,-24744000.0,0.0,-168802000.0,-168802000.0,-245187000.0,-184639000.0,-111300000.0,-182263000.0,-98392000.0,-183265000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000.0,-900000.0,0.0,0.0,0.0
