date,,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY
,revenue,26145000000.0,22561000000.0,20776000000.0,19427000000.0,16560000000.0,15879000000.0,16385000000.0,17621000000.0,21244000000.0,19484000000.0,18808000000.0,20597000000.0,19348000000.0,17914000000.0,19207000000.0,19380000000.0,20894000000.0,18119000000.0,19423000000.0,18216000000.0,20222000000.0,18284000000.0,16701000000.0,15065000000.0,13767000000.0,11984000000.0,11413000000.0,11156000000.0,11159000000.0,10300000000.0,9189000000.0,8558000000.0,7558000000.0
,costOfRevenue,8078000000.0,6547000000.0,6066000000.0,4946000000.0,3909000000.0,3932000000.0,4619000000.0,4610000000.0,5598000000.0,5277000000.0,5140000000.0,6396000000.0,6218000000.0,5956000000.0,5928000000.0,5989000000.0,7592000000.0,6388000000.0,5575000000.0,4013000000.0,4861000000.0,4231000000.0,3873000000.0,3446000000.0,3189000000.0,2794000000.0,2721000000.0,2562000000.0,2684000000.0,2630000000.0,2460000000.0,2299000000.0,2141000000.0
,grossProfit,18067000000.0,16014000000.0,14710000000.0,14481000000.0,12651000000.0,11947000000.0,11766000000.0,13011000000.0,15646000000.0,14207000000.0,13668000000.0,14201000000.0,13130000000.0,11958000000.0,13279000000.0,13391000000.0,13302000000.0,11731000000.0,13848000000.0,14203000000.0,15361000000.0,14053000000.0,12828000000.0,11619000000.0,10578000000.0,9190000000.0,8692000000.0,8594000000.0,8475000000.0,7670000000.0,6729000000.0,6259000000.0,5417000000.0
,grossProfitRatio,0.691030789825971,0.709808962368689,0.708028494416635,0.745405878416637,0.763949275362319,0.752377353737641,0.718095819346964,0.738380341637819,0.736490303144417,0.729162389653049,0.726712037430881,0.689469340195174,0.678623113500103,0.667522608016077,0.691362524079763,0.690970072239422,0.636642098210012,0.647441911805287,0.712969160273902,0.779699165568731,0.75961823756305,0.768595493327499,0.768097718699479,0.771257882509127,0.768359119633907,0.766855807743658,0.761587663191098,0.770347794908569,0.759476655614302,0.744660194174757,0.732288605941887,0.731362467866324,0.716724001058481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,6148000000.0,6345000000.0,6411000000.0,4940000000.0,5920000000.0,4534000000.0,3731000000.0,3904000000.0,3839000000.0,3566000000.0,3647000000.0,3585000000.0,3282000000.0,3067000000.0,2746000000.0,2500000000.0,2279000000.0,2218000000.0,2259000000.0,1939000000.0,1843000000.0,1577000000.0,1385000000.0,1276000000.0,1199000000.0,1108000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,0.0,162000000.0,91000000.0,160000000.0,877000000.0,165000000.0,158000000.0,4203000000.0,3705000000.0,4078000000.0,4825000000.0,4855000000.0,4919000000.0,5106000000.0,5016000000.0,4660000000.0,3923000000.0,3903000000.0,5532000000.0,6987000000.0,6730000000.0,6414000000.0,5871000000.0,5316000000.0,4533000000.0,5981000000.0,6339000000.0,5463000000.0,5037000000.0,5450000000.0,4304000000.0,3789000000.0
,SellingAndMarketingExpenses,4871000000.0,4551000000.0,4687000000.0,4911000000.0,4841000000.0,4822000000.0,4939000000.0,5017000000.0,957000000.0,977000000.0,1136000000.0,1550000000.0,1465000000.0,1351000000.0,1476000000.0,1411000000.0,1416000000.0,1295000000.0,1433000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-724000000.0,1372000000.0,1404000000.0,1001000000.0,621000000.0,313000000.0,133000000.0,245000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
