date,,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY,2016-06-30_FY,2015-06-30_FY,2014-06-30_FY,2013-06-30_FY,2012-06-30_FY,2011-06-30_FY,2010-06-30_FY,2009-06-30_FY,2008-06-30_FY,2007-06-30_FY,2006-06-30_FY,2005-06-30_FY,2004-06-30_FY,2003-06-30_FY,2002-06-30_FY,2001-06-30_FY,2000-06-30_FY,1999-06-30_FY,1998-06-30_FY
,revenue,442221000.0,421962000.0,394096000.0,349412000.0,343274000.0,330889000.0,300585000.0,254774000.0,224284000.0,189381000.0,157990000.0,138014000.0,131241000.0,118335000.0,101665000.0,96505000.0,82132000.0,71265000.0,73986000.0,77068000.0,49134000.0,39300000.0,29000000.0
,costOfRevenue,189086000.0,182719000.0,173130000.0,161826000.0,147100000.0,139441000.0,130668000.0,119286000.0,101885000.0,86142000.0,68921000.0,60841000.0,59409000.0,53059000.0,45782000.0,40931000.0,36446000.0,35909000.0,34418000.0,33965000.0,15993000.0,12700000.0,10200000.0
,grossProfit,253135000.0,239243000.0,220966000.0,187586000.0,196174000.0,191448000.0,169917000.0,135488000.0,122399000.0,103239000.0,89069000.0,77173000.0,71832000.0,65276000.0,55883000.0,55574000.0,45686000.0,35356000.0,39568000.0,43103000.0,33141000.0,26600000.0,18800000.0
,grossProfitRatio,0.5724174112039,0.566977595138899,0.560690796151192,0.536861928039106,0.571479343032097,0.578586776834528,0.565287689006437,0.531796808151538,0.54573219667921,0.545139163907678,0.5637635293373,0.559167910501833,0.547328959700094,0.55162039971268,0.549677863571534,0.575866535412673,0.556250913164175,0.496120115063495,0.534803881815479,0.559285306482587,0.674502381243131,0.676844783715013,0.648275862068965
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,73019000.0,67364000.0,57310000.0,53002000.0,47355000.0,47185000.0,39725000.0,32974000.0,28687000.0,21862000.0,18858000.0,20096000.0,17376000.0,16069000.0,12417000.0,9433000.0,11054000.0,12124000.0,14206000.0,13437000.0,8580000.0,4000000.0,3200000.0
,GeneralAndAdministrativeExpenses,56749000.0,52199000.0,49837000.0,46527000.0,39324000.0,34492000.0,33721000.0,27076000.0,21495000.0,19502000.0,16383000.0,20915000.0,50936000.0,50974000.0,43401000.0,37123000.0,32892000.0,28243000.0,30520000.0,37716000.0,34292000.0,15800000.0,12000000.0
,SellingAndMarketingExpenses,106429000.0,95265000.0,85912000.0,77470000.0,84068000.0,80151000.0,72707000.0,62825000.0,49204000.0,39345000.0,34013000.0,32517000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-771000.0,6928000.0,6191000.0,-478000.0,-306000.0,-1287000.0,-989000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,256567000.0,236164000.0,215135000.0,201245000.0,199725000.0,192211000.0,172395000.0,142424000.0,115139000.0,93371000.0,82468000.0,89091000.0,79711000.0,76367000.0,60309000.0,49773000.0,48223000.0,49197000.0,78360000.0,81654000.0,46736000.0,20700000.0,16000000.0
,costAndExpenses,445653000.0,418883000.0,388265000.0,363071000.0,346825000.0,331652000.0,303063000.0,261710000.0,217024000.0,179513000.0,151389000.0,149932000.0,139120000.0,129426000.0,106091000.0,90704000.0,84669000.0,85106000.0,112778000.0,115619000.0,62729000.0,33400000.0,26200000.0
,interestExpense,3856000.0,3783000.0,11170000.0,17059000.0,15539000.0,14765000.0,14222000.0,7550000.0,23000.0,79000.0,74000.0,106000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,20370000.0,21336000.0,22076000.0,24246000.0,28978000.0,30383000.0,26242000.0,19549000.0,15753000.0,12662000.0,13214000.0,15563000.0,11399000.0,9324000.0,4491000.0,3217000.0,4277000.0,8830000.0,33634000.0,30501000.0,3864000.0,900000.0,800000.0
,EBITDA,16938000.0,24415000.0,27907000.0,10587000.0,25427000.0,29620000.0,23764000.0,12613000.0,23013000.0,22530000.0,19815000.0,3645000.0,3520000.0,-1767000.0,65000.0,9018000.0,1740000.0,-5011000.0,-5158000.0,-8050000.0,-9731000.0,6800000.0,3600000.0
,EBITDARatio,0.0383021159103706,0.0578606604386177,0.0708126953838659,0.0302994745458084,0.0740720240973683,0.089516423936728,0.0790591679558195,0.0495066215547897,0.102606516737708,0.118966527793179,0.125419330337363,0.0264103641659542,0.0268208867655687,-0.0149321840537457,0.000639354743520386,0.0934459354437594,0.0211854088540398,-0.0703150213990037,-0.0697158921958208,-0.104453210152073,-0.198050229983311,0.173027989821883,0.124137931034483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
