Date,2018-12-31,2017-12-31
Cash and cash equivalents,313929000.0,4071000.0
Short-term investments,0.0,0.0
Cash and short-term investments,313929000.0,4071000.0
Receivables,174151000.0,45341000.0
Inventories,8781000.0,2723000.0
Total current assets,442426000.0,42913000.0
Property Plant & Equipment Net,52551000.0,11893000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,0.0,0.0
Total non-current assets,112768000.0,23493000.0
Total assets,555194000.0,66406000.0
Payables,45555000.0,22637000.0
Short-term debt,17920000.0,15270000.0
Total current liabilities,117473000.0,64288000.0
Long-term debt,138922000.0,35397000.0
Total debt,156842000.0,50667000.0
Deferred revenue,19059000.0,12437000.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,139524000.0,35972000.0
Total liabilities,256997000.0,100260000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-148429000.0,
Total shareholders equity,-90437000.0,-33854000.0
Investments,0.0,0.0
Net Debt,-157087000.0,46596000.0
Other Assets,-54435000.0,-9222000.0
Other Liabilities,53998000.0,26381000.0
