Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,47929000.0,40839000.0,39936000.0,54618000.0,27391000.0,9561000.0,11544000.0
SG&A Expense,13193000.0,12160000.0,18289000.0,19195000.0,8141000.0,4219000.0,2247000.0
Operating Expenses,61122000.0,52999000.0,58225000.0,73813000.0,35532000.0,13780000.0,13791000.0
Operating Income,-61122000.0,-52999000.0,-58225000.0,-73813000.0,-35532000.0,-13780000.0,-13791000.0
Interest Expense,1898000.0,165000.0,529000.0,806000.0,870000.0,0.0,97000.0
Earnings before Tax,-61368000.0,-52028000.0,-57878000.0,-74286000.0,-36513000.0,-14027000.0,-13880000.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-61368000.0,-52028000.0,-57878000.0,-74286000.0,-36478000.0,-14027000.0,-13880000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,213000.0,67000.0
Net Income Com,-61368000.0,-52028000.0,-57878000.0,-74286000.0,-36478000.0,-14240000.0,-13947000.0
EPS,-1.9,-1.9,-2.12,-2.78,-3.0,-19.53,-19.65
EPS Diluted,-1.9,-1.9,-2.12,-2.78,-3.0,-19.53,-19.65
Weighted Average Shs Out,32228721.0,27433239.0,27297934.0,26756079.0,12189155.0,,
Weighted Average Shs Out (Dil),32228721.0,27433239.0,27297934.0,26756079.0,12189155.0,729001.0,709678.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,0.0,0.0,0.0,0.0,0.0,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Profit Margin,0.0,0.0,0.0,0.0,0.0,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA,-60191000.0,-52565000.0,-56933000.0,-72500000.0,-35485000.0,-14015000.0,-13772000.0
EBIT,-61122000.0,-52999000.0,-58225000.0,-73813000.0,-35532000.0,-14027000.0,-13783000.0
Consolidated Income,-61368000.0,-52028000.0,-57878000.0,-74286000.0,-36478000.0,-14027000.0,-13880000.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
