date,,2020-09-30_FY,2019-09-30_FY,2018-09-30_FY,2017-09-30_FY,2016-09-30_FY,2015-09-30_FY,2014-09-30_FY,2013-09-30_FY,2012-09-30_FY,2011-09-30_FY,2010-09-30_FY,2009-09-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,54872000.0,-18579000.0,81970000.0,82288000.0,69204000.0,70791000.0,65388000.0,46520000.0,31760000.0,21339000.0,26248000.0,20017000.0
,depreciationAndAmortization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-27392000.0,9581000.0,4143000.0,1021000.0,1362000.0,3625000.0,-1167000.0,5653000.0,23586000.0,-27346000.0,8111000.0,-1004000.0
,accountsReceivables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherNonCashItems,13155000.0,16176000.0,-865000.0,-8379000.0,-6266000.0,-6802000.0,-5628000.0,-14431000.0,-7776000.0,-305958000.0,-144098000.0,-383713000.0
,netCashProvidedByOperatingActivites,187684000.0,-118657000.0,-8550000.0,62195000.0,-56078000.0,-103250000.0,-255573000.0,-297607000.0,-158266000.0,-118129000.0,65918000.0,-221399000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,13423000.0,-17208000.0,-36400000.0,-1372000.0,-13620000.0,8355000.0,-1157000.0,-26362000.0
,netCashUsedForInvestingActivites,0.0,0.0,0.0,0.0,13423000.0,-17208000.0,-36400000.0,-1372000.0,-13620000.0,8355000.0,-1157000.0,-26362000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1320120000.0,-1147370000.0,-705226000.0,-629075000.0,-389235000.0,-387134000.0,-578981000.0,-320352000.0,-63700000.0,0.0,-315306000.0,-71531000.0
,commonStockIssued,300427000.0,0.0,0.0,74014000.0,58555000.0,67602000.0,64170000.0,280856000.0,57164000.0,59420000.0,119034000.0,0.0
,commonStockRepurchased,-45534000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-810000.0,-13530000.0,-3368000.0
,dividendsPaid,-136426000.0,-75302000.0,-71062000.0,-76781000.0,-59509000.0,-60030000.0,-54991000.0,-43322000.0,-29648000.0,-23940000.0,-9742000.0,0.0
,otherFinancingActivites,1113845000.0,1379832000.0,767985000.0,542665000.0,438323000.0,500353000.0,850601000.0,384215000.0,175611000.0,60235000.0,216002000.0,322660000.0
,netCashUsedProvidedByFinancingActivities,-87808000.0,157160000.0,-8303000.0,-89177000.0,48134000.0,120791000.0,280799000.0,301397000.0,139427000.0,94905000.0,-3542000.0,247761000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,346000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,100222000.0,38503000.0,-16853000.0,-26982000.0,5479000.0,333000.0,-11174000.0,2418000.0,-32459000.0,-14869000.0,0.0,0.0
,cashAtEndOfPeriod,184430000.0,84208000.0,45705000.0,62558000.0,10947000.0,5468000.0,5135000.0,16309000.0,13891000.0,46350000.0,61219000.0,0.0
,cashAtBeginningOfPeriod,84208000.0,45705000.0,62558000.0,89540000.0,5468000.0,5135000.0,16309000.0,13891000.0,46350000.0,61219000.0,0.0,0.0
,operatingCashFlow,187684000.0,-118657000.0,-8550000.0,62195000.0,-56078000.0,-103250000.0,-255573000.0,-297607000.0,-158266000.0,-118129000.0,65918000.0,-221399000.0
,capitalExpenditure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,freeCashFlow,187684000.0,-118657000.0,-8550000.0,62195000.0,-56078000.0,-103250000.0,-255573000.0,-297607000.0,-158266000.0,-118129000.0,65918000.0,-221399000.0
