Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Cash and cash equivalents,459812000.0,242912000.0,318670000.0,156661000.0,995000.0
Short-term investments,0.0,0.0,0.0,0.0,0.0
Cash and short-term investments,459812000.0,242912000.0,318670000.0,156661000.0,995000.0
Receivables,88000.0,2626000.0,3157000.0,339000.0,0.0
Inventories,0.0,0.0,0.0,0.0,0.0
Total current assets,466395000.0,248385000.0,320188000.0,156840000.0,968000.0
Property, Plant & Equipment Net,18500000.0,18857000.0,21027000.0,1328000.0,0.0
Goodwill and Intangible Assets,289000.0,344000.0,399000.0,454000.0,509000.0
Long-term investments,0.0,0.0,0.0,0.0,0.0
Tax assets,0.0,0.0,0.0,0.0,0.0
Total non-current assets,22621000.0,22961000.0,24774000.0,2583000.0,559000.0
Total assets,489016000.0,271346000.0,344962000.0,159423000.0,1527000.0
Payables,5069000.0,1639000.0,4569000.0,1584000.0,211000.0
Short-term debt,0.0,0.0,0.0,0.0,0.0
Total current liabilities,27746000.0,14511000.0,21998000.0,10155000.0,2146000.0
Long-term debt,0.0,0.0,0.0,38336000.0,0.0
Total debt,0.0,0.0,0.0,38336000.0,0.0
Deferred revenue,57882000.0,56928000.0,77646000.0,75090000.0,0.0
Tax Liabilities,402000.0,347000.0,23000.0,81000.0,11000.0
Deposit Liabilities,0.0,0.0,0.0,0.0,0.0
Total non-current liabilities,69075000.0,69003000.0,90118000.0,113871000.0,85000.0
Total liabilities,96821000.0,83514000.0,112116000.0,124026000.0,2231000.0
Other comprehensive income,-8000.0,14000.0,-26000.0,-8000.0,-2000.0
Retained earnings (deficit),-291569000.0,-125440000.0,-57083000.0,-33906000.0,-8403000.0
Total shareholders equity,392195000.0,187832000.0,232846000.0,-29097000.0,-7117000.0
Investments,0.0,0.0,0.0,0.0,0.0
Net Debt,-459812000.0,-242912000.0,-318670000.0,-118325000.0,-995000.0
Other Assets,6495000.0,2847000.0,-1639000.0,-160000.0,-27000.0
Other Liabilities,22677000.0,12872000.0,17429000.0,8571000.0,1935000.0
