date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2001-02-28_FY,2000-12-31_FY,2000-02-29_FY,1999-02-28_FY,1998-02-28_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-136450000.0,-32279000.0,-70340000.0,-27395000.0,-49130000.0,-13462000.0,53603000.0,36178000.0,49791000.0,31408000.0,-43465000.0,-50705000.0,-31941000.0,16727000.0,11350000.0,7720152.0,2153689.0,-7384107.0,-5462832.0,-1407935.0,10368.0,-200000.0,-1486193.0,-1213408.0,-2432804.0
,depreciationAndAmortization,3412000.0,8465000.0,9216000.0,12159000.0,10429000.0,18024000.0,17848000.0,15109000.0,11583000.0,10105000.0,13768000.0,14186000.0,13874000.0,6537000.0,2750000.0,1768268.0,689901.0,713531.0,704731.0,744305.0,-90547.0,20000.0,122812.0,62246.0,93103.0
,deferredIncomeTax,-187000.0,18307000.0,-5950000.0,181000.0,-19681000.0,-7928000.0,1502000.0,793000.0,-18746000.0,1218000.0,-3611000.0,10500000.0,-19521000.0,-1101000.0,529000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,3044000.0,4235000.0,7050000.0,11172000.0,12053000.0,14681000.0,10476000.0,10914000.0,13421000.0,7437000.0,4684000.0,1731000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,changeInWorkingCapital,-73477000.0,548000.0,36702000.0,-23795000.0,12877000.0,-29318000.0,38960000.0,20814000.0,-44079000.0,52837000.0,13529000.0,2931000.0,8490000.0,3173000.0,-1836845.0,18919867.0,5567164.0,-2063823.0,-3468674.0,-322574.0,-393115.0,2873407.0,-1434610.0,-866418.0,163638.0
,accountsReceivables,3556000.0,20993000.0,-2606000.0,1456000.0,-11544000.0,27930000.0,-13749000.0,-9862000.0,1796000.0,-17918000.0,-12698000.0,22593000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-266838.0,0.0,0.0,0.0,0.0
,inventory,3955000.0,-65000.0,2597000.0,-17291000.0,-6528000.0,-17626000.0,-23096000.0,4523000.0,-8706000.0,-10043000.0,-613000.0,10795000.0,-14522000.0,671000.0,-4913000.0,-2946252.0,-542320.0,-351840.0,1886436.0,-1439324.0,-137108.0,0.0,-254592.0,345465.0,-461569.0
,accountsPayables,-12323000.0,1131000.0,4631000.0,-8719000.0,12653000.0,-13545000.0,13147000.0,-21326000.0,2527000.0,5041000.0,5499000.0,-14645000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-348512.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,37594000.0,111071000.0,110523000.0,73821000.0,97616000.0,84739000.0,114057000.0,75097000.0,54283000.0,98362000.0,45525000.0,31996000.0,29065000.0,20575000.0,17402000.0,19238845.0,318978.0,-5248186.0,-3184363.0,284311.0,606885.0,1000000.0,-1873407.0,-438797.0,427621.0
,otherNonCashItems,3072000.0,2168000.0,400000.0,472000.0,424000.0,-927000.0,-3105000.0,224000.0,4656000.0,-9571000.0,28154000.0,4794000.0,68708000.0,1650000.0,0.0,0.0,0.0,-1086181.0,1068323.0,238962.0,181094.0,0.0,341268.0,164459.0,1099763.0
,netCashProvidedByOperatingActivites,-47838000.0,-19091000.0,-19520000.0,16447000.0,2066000.0,26671000.0,48822000.0,39548000.0,49515000.0,32423000.0,12099000.0,2186000.0,24874000.0,25086000.0,12436000.0,2126974.0,1398847.0,-37257.0,-2125882.0,-1084590.0,-733228.0,-40000.0,-794081.0,-690804.0,-1076300.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23759000.0,-18193000.0,-9201000.0,-2396785.0,-113108.0,-575260.0,0.0,0.0,-41089.0,-120000.0,-88722.0,-24955.0,-18960.0
,acquisitionsNet,-26284000.0,170000000.0,2000000.0,18000000.0,-8000000.0,0.0,-6000000.0,-53000000.0,0.0,0.0,0.0,0.0,-98000000.0,-53000000.0,-13000000.0,-8000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,109000.0,240000.0,1387000.0,689000.0,115000.0,4172000.0,4639000.0,5788000.0,5521000.0,5286000.0,5460000.0,0.0,0.0,-585000.0,-45000.0,-248116.0,-58666.0,-1.0,0.0,-77864.0,1717.0,0.0,-42373.0,0.0,-2001.0
,netCashUsedForInvestingActivites,-17701000.0,166937000.0,-2109000.0,9740000.0,-22281000.0,-18204000.0,-21703000.0,-62700000.0,-15200000.0,-4942000.0,-600000.0,-3699000.0,-117178000.0,-70532000.0,-21700000.0,-10289856.0,-272578.0,-566337.0,-1484459.0,-7309281.0,-39372.0,-210000.0,-126595.0,-12955.0,-20961.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-70000.0,-92766000.0,-255818000.0,-403609000.0,-340607000.0,-376161000.0,-375247000.0,-310330000.0,-102438000.0,-33273000.0,-40576000.0,-28583000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1108704.0,-355755.0,-72227.0,0.0,-92438.0,-87711.0,-655877.0
