Date,2010-12,2009-12,2008-12,2007-12,2006-12
Revenue,1000000.0,2000000.0,10000000.0,11000000.0,000000.0
Revenue Growth,,,,,
Cost of Revenue,000000.0,000000.0,3000000.0,4000000.0,000000.0
Gross Profit,1000000.0,2000000.0,7000000.0,7000000.0,000000.0
R&D Expenses,,,,,
SG&A Expense,,,,,
Operating Expenses,7000000.0,1000000.0,4000000.0,4000000.0,000000.0
Operating Income,-6000000.0,1000000.0,3000000.0,3000000.0,000000.0
Interest Expense,0000000.0,0000000.0,0000000.0,0000000.0,000000.0
Earnings before Tax,-10000000.0,1000000.0,3000000.0,3000000.0,000000.0
Income Tax Expense,0000000.0,0000000.0,1000000.0,1000000.0,000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-10000000.0,1000000.0,2000000.0,2000000.0,000000.0
Preferred Dividends,,,,,
Net Income Com,-10000000.0,1000000.0,2000000.0,2000000.0,000000.0
EPS,-1.36,0.10,0.25,0.26,
EPS Diluted,-1.36,0.10,0.25,0.26,
Weighted Average Shs Out,8000000.0,000000.0,8000000.0,8000000.0,
Weighted Average Shs Out (Dil),8000000.0,000000.0,8000000.0,8000000.0,
Dividend per Share,,,,,
Gross Margin,1,1,0.7,0.63636363636364,
EBITDA Margin,-10,1,0.3,0.27272727272727,
EBIT Margin,-10,0.5,0.3,0.27272727272727,
Profit Margin,-10,0.5,0.2,0.18181818181818,
Free Cash Flow margin,,,,,
EBITDA,-10000000.0,2000000.0,3000000.0,3000000.0,000000.0
EBIT,-10000000,1000000,3000000,3000000,0
Consolidated Income,-10000000.0,1000000.0,2000000.0,2000000.0,000000.0
Earnings Before Tax Margin,-10,0.5,0.3,0.27272727272727,
Net Profit Margin,-10,0.5,0.2,0.18181818181818,
