Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,0.0,0.0,0.0,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0,0.0,0.0,0.0
Operating Cash Flow,-49241000.0,-49297000.0,-31351000.0,-121409000.0,-279522000.0,-539490000.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,0.0,0.0,0.0,0.0,0.0
Issuance (repayment) of debt,118169000.0,43500000.0,83750000.0,69000000.0,350000000.0,0.0
Issuance (buybacks) of shares,0.0,81571000.0,0.0,134379000.0,-24407000.0,505428000.0
Dividend payments,-70372000.0,-67433000.0,-64871000.0,-63567000.0,-41543000.0,-8249000.0
Financing Cash Flow,43747000.0,56338000.0,13206000.0,135510000.0,280720000.0,545365000.0
Effect of forex changes on cash,1000.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-5494000.0,7041000.0,-18145000.0,14101000.0,1198000.0,5875000.0
Free Cash Flow,-49241000.0,-49297000.0,-31351000.0,-121409000.0,-279522000.0,-539490000.0
Net Cash/Marketcap,-0.883,-0.6796,-0.6796,-0.6796,-0.6796,-0.6796
