date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,37954000.0,31623000.0,18688000.0,21526000.0,10379000.0,4990000.0,7556000.0
,depreciationAndAmortization,22923000.0,27823000.0,18161000.0,525000.0,384000.0,388000.0,160000.0
,deferredIncomeTax,-2573000.0,6123000.0,4659000.0,-1805000.0,539000.0,3700000.0,8378000.0
,stockBasedCompensation,3865000.0,2950000.0,3009000.0,2012000.0,1426000.0,792000.0,418000.0
,changeInWorkingCapital,-1569000.0,24915000.0,-12734000.0,-13124000.0,894000.0,8932000.0,-6866000.0
,accountsReceivables,-10719000.0,-41063000.0,4457000.0,-18038000.0,-3319000.0,0.0,-4367000.0
,inventory,4738000.0,-1021000.0,-7343000.0,4407000.0,-1357000.0,-2462000.0,316000.0
,accountsPayables,-370000.0,-4680000.0,-2271000.0,9356000.0,761000.0,-137000.0,759000.0
,otherWorkingCapital,1032000.0,50359000.0,25444000.0,38178000.0,51302000.0,7133000.0,-183000.0
,otherNonCashItems,-40411000.0,-5164000.0,-4492000.0,455000.0,5987000.0,6554000.0,7722000.0
,netCashProvidedByOperatingActivites,25541000.0,44633000.0,50909000.0,15628000.0,26703000.0,30703000.0,22137000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-8620000.0,-25525000.0,-96090000.0,-51162000.0,-2519000.0,-29375000.0,-30888000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,61000.0,100000.0,22000.0,14000.0,49000.0,0.0,0.0
,netCashUsedForInvestingActivites,-8559000.0,-25425000.0,-125989000.0,-51148000.0,-2470000.0,-29375000.0,-30888000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-13425000.0,-97661000.0,-40227000.0,-635000.0,-67093000.0,-10493000.0,-13100000.0
,commonStockIssued,62000.0,71000.0,127000.0,26251000.0,138371000.0,0.0,0.0
,commonStockRepurchased,-1155000.0,-140000.0,-2173000.0,-127000.0,-40744000.0,-121000.0,-40001000.0
,dividendsPaid,0.0,0.0,0.0,0.0,-4000.0,-5000.0,-5000.0
,otherFinancingActivites,-330000.0,-4257000.0,-408000.0,-2276000.0,-12225000.0,-415000.0,-659000.0
,netCashUsedProvidedByFinancingActivities,-7896000.0,-18035000.0,41319000.0,23213000.0,19405000.0,1766000.0,7434000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,9086000.0,1173000.0,-33761000.0,-12307000.0,43638000.0,3094000.0,-1317000.0
,cashAtEndOfPeriod,11725000.0,2639000.0,1466000.0,35227000.0,47534000.0,3896000.0,802000.0
,cashAtBeginningOfPeriod,2639000.0,1466000.0,35227000.0,47534000.0,3896000.0,802000.0,2119000.0
,operatingCashFlow,25541000.0,44633000.0,50909000.0,15628000.0,26703000.0,30703000.0,22137000.0
,capitalExpenditure,-8620000.0,-25525000.0,-96090000.0,-51162000.0,-2519000.0,-29375000.0,-30888000.0
,freeCashFlow,16921000.0,19108000.0,-45181000.0,-35534000.0,24184000.0,1328000.0,-8751000.0
