date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,revenue,1153165000.0,1153473000.0,1055727000.0,971307000.0,828255000.0,575053000.0,635945000.0,242129000.0
,costOfRevenue,56698000.0,74700000.0,165884000.0,165153000.0,151911000.0,122186000.0,144883000.0,109362000.0
,grossProfit,1096467000.0,1078773000.0,889843000.0,806154000.0,676344000.0,452867000.0,491062000.0,132767000.0
,grossProfitRatio,0.950832708242099,0.935239056310811,0.842872257695408,0.829968279853846,0.816589093938461,0.787522193606502,0.772176839192068,0.548331674438006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,97613000.0,107915000.0,99486000.0,87156000.0,86167000.0,85669000.0,80836000.0,47465000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,328586000.0,348350000.0,236579000.0,200636000.0,195721000.0,195452000.0,187679000.0,76388000.0
,costAndExpenses,385284000.0,423050000.0,402463000.0,365789000.0,347632000.0,317638000.0,332562000.0,185750000.0
,interestExpense,282142000.0,301520000.0,247684000.0,217068000.0,185896000.0,124183000.0,117030000.0,19254000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,230973000.0,240435000.0,137093000.0,113480000.0,109554000.0,109783000.0,106843000.0,28923000.0
,EBITDA,998854000.0,970858000.0,790357000.0,718998000.0,590177000.0,367198000.0,410226000.0,85302000.0
,EBITDARatio,0.866184804429548,0.841682466776422,0.748637668639715,0.740237638563297,0.712554708392947,0.638546360074637,0.645065217904064,0.352299807127606
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,767881000.0,730423000.0,653264000.0,605518000.0,480623000.0,257415000.0,303383000.0,56379000.0
,operatingIncomeRatio,0.665889963708576,0.63323805585393,0.61878118111974,0.623405370289723,0.580283849780563,0.447637000415614,0.477058550660828,0.232846953483474
,totalOtherIncomeExpensesNet,23280000.0,-34014000.0,-62927000.0,0.0,0.0,0.0,0.0,0.0
,incomeBeforeTax,509588000.0,395645000.0,344480000.0,390385000.0,296850000.0,135564000.0,188797000.0,37126000.0
,incomeBeforeTaxRatio,0.44190380387889,0.343003260587807,0.326296476267065,0.401917210521493,0.358404114674828,0.235741749021395,0.296876302195945,0.153331488586662
,incomeTaxExpense,3877000.0,4764000.0,4964000.0,9787000.0,7545000.0,7442000.0,3413000.0,17296000.0
,netIncome,505711000.0,390881000.0,339516000.0,380598000.0,289305000.0,128122000.0,185384000.0,19830000.0
,netIncomeRatio,0.438541752481215,0.338873124901927,0.321594503124387,0.391841096584293,0.349294601300324,0.22280033318668,0.291509485883213,0.0818984921260981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,2.31,1.777487,1.552859,1.757954,1.582158,1.093838,1.611458,0.175795
,EPSDiluted,2.3,1.76772,1.543093,1.748187,1.562626,1.054772,1.543093,0.166029
,weightedAverageShsOut,218922511.0,219906571.0,218639263.0,216500563.0,182854629.0,117130695.0,115041183.0,112801596.0
,weightedAverageShsOutDil,219772725.0,220947119.0,219916314.0,217839860.0,185140312.0,121468869.0,120137944.0,112801596.0
