date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY
,revenue,1589460000.0,1701063000.0,1242834000.0,1048736000.0,871192000.0,843794000.0,886945000.0,842801000.0,834065000.0,886528000.0,967656000.0,950799000.0,1117204000.0,1124591000.0,1017907000.0,998093000.0,934564000.0,814032000.0,792064000.0,816163000.0,837627000.0,714500000.0,697600000.0,842900000.0,678500000.0,553300000.0,448700000.0,254600000.0,132100000.0,54800000.0,21500000.0
,costOfRevenue,931875000.0,934276000.0,664465000.0,568288000.0,486181000.0,486161000.0,529019000.0,528043000.0,585897000.0,575226000.0,602160000.0,607036000.0,630371000.0,631368000.0,619832000.0,583679000.0,575742000.0,445417000.0,393068000.0,411585000.0,399870000.0,336500000.0,365700000.0,380700000.0,304700000.0,259300000.0,202700000.0,112500000.0,61700000.0,25600000.0,11600000.0
,grossProfit,657585000.0,766787000.0,578369000.0,480448000.0,385011000.0,357633000.0,357926000.0,314758000.0,248168000.0,311302000.0,365496000.0,343763000.0,486833000.0,493223000.0,398075000.0,414414000.0,358822000.0,368615000.0,398996000.0,404578000.0,437757000.0,378000000.0,331900000.0,462200000.0,373800000.0,294000000.0,246000000.0,142100000.0,70400000.0,29200000.0,9900000.0
,grossProfitRatio,0.41371597901174,0.450769313070709,0.46536303319671,0.458121014249535,0.441935876362501,0.423839230902329,0.403549261791881,0.373466571586887,0.297540359564303,0.351147397487727,0.377712740891391,0.361551705460355,0.435760165556156,0.438579892600954,0.391072072399541,0.415205797455748,0.383945882785984,0.452826178823437,0.503742121848739,0.495707352575405,0.52261567499615,0.529041287613716,0.475774082568807,0.54834499940681,0.550921149594694,0.531357310681366,0.548250501448629,0.558130400628437,0.532929598788796,0.532846715328467,0.46046511627907
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,46300000.0,50579000.0,40752000.0,36568000.0,33318000.0,33213000.0,31285000.0,30937000.0,29542000.0,34309000.0,36383000.0,32213000.0,29370000.0,32020000.0,26785000.0,26989000.0,30557000.0,29529000.0,32182000.0,32697000.0,34579000.0,34000000.0,36800000.0,30300000.0,16200000.0,0.0,6400000.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,150716000.0,145302000.0,100466000.0,94153000.0,71969000.0,68567000.0,61662000.0,68087000.0,66773000.0,92756000.0,90884000.0,81487000.0,85473000.0,371020000.0,334235000.0,370219000.0,352967000.0,273231000.0,256733000.0,259364000.0,240874000.0,224400000.0,245000000.0,191300000.0,155200000.0,128800000.0,106900000.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,391815000.0,438238000.0,308709000.0,270890000.0,235556000.0,228910000.0,234231000.0,226496000.0,268088000.0,265325000.0,257285000.0,260597000.0,287802000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,1989000.0,485000.0,518000.0,9000.0,1001000.0,199000.0,-206000.0,62000.0,-96000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,588831000.0,634119000.0,449927000.0,401611000.0,340843000.0,330690000.0,327178000.0,325520000.0,364403000.0,392390000.0,384552000.0,374297000.0,402645000.0,403040000.0,361020000.0,397208000.0,383524000.0,302760000.0,288915000.0,292061000.0,315702000.0,298300000.0,317700000.0,241000000.0,184100000.0,139600000.0,119500000.0,0.0,0.0,0.0,0.0
,costAndExpenses,1520706000.0,1568395000.0,1114392000.0,969899000.0,827024000.0,816851000.0,856197000.0,853563000.0,950300000.0,967616000.0,986712000.0,981333000.0,1033016000.0,1034408000.0,980852000.0,980887000.0,959266000.0,748177000.0,681983000.0,703646000.0,715572000.0,634800000.0,683400000.0,621700000.0,488800000.0,398900000.0,322200000.0,186300000.0,99400000.0,44000000.0,19700000.0
,interestExpense,47424000.0,39300000.0,5543000.0,4365000.0,2368000.0,8733000.0,9499000.0,9123000.0,5513000.0,1618000.0,848000.0,1754000.0,4666000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,39508000.0,34951000.0,19948000.0,17605000.0,16586000.0,17379000.0,21236000.0,25543000.0,34411000.0,38636000.0,40949000.0,40748000.0,37963000.0,35326000.0,32274000.0,38260000.0,51154000.0,44496000.0,37640000.0,37467000.0,40249000.0,39900000.0,35900000.0,19400000.0,12700000.0,10800000.0,6200000.0,3000000.0,1300000.0,600000.0,300000.0
,EBITDA,108262000.0,167619000.0,148390000.0,96442000.0,60754000.0,44322000.0,51984000.0,14781000.0,-81824000.0,-42452000.0,21893000.0,10214000.0,122151000.0,125509000.0,69329000.0,55466000.0,26452000.0,110351000.0,147721000.0,149984000.0,162304000.0,119600000.0,50100000.0,240600000.0,202400000.0,165200000.0,132700000.0,71300000.0,34000000.0,11400000.0,2100000.0
,EBITDARatio,0.0681124407031319,0.0985377966600884,0.119396476118291,0.0919602264058829,0.0697366367000615,0.0525270385899876,0.0586101731223469,0.0175379478666969,-0.0981026658593755,-0.0478856843777072,0.022624775746753,0.0107425439025493,0.109336343228273,0.111604129856988,0.0681093655903732,0.0555719757577701,0.0283041075838573,0.135561009886589,0.186501343325792,0.183767213166978,0.193766437805849,0.16738978306508,0.0718176605504587,0.285443113062048,0.298305084745763,0.298572203144768,0.295743258301761,0.280047132757266,0.257380772142316,0.208029197080292,0.0976744186046512
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,68754000.0,132668000.0,128442000.0,78837000.0,44168000.0,26943000.0,30748000.0,-10762000.0,-116235000.0,-81088000.0,-19056000.0,-30534000.0,84188000.0,90183000.0,37055000.0,17206000.0,-24702000.0,65855000.0,110081000.0,112517000.0,122055000.0,79700000.0,14200000.0,221200000.0,189700000.0,154400000.0,126500000.0,68300000.0,32700000.0,10800000.0,1800000.0
,operatingIncomeRatio,0.0432562002189423,0.077991232541064,0.103346062305988,0.0751733515393769,0.0506983535202343,0.0319307793134343,0.0346673130802925,-0.0127693251431833,-0.139359642234118,-0.0914669361825007,-0.0196929487338476,-0.0321140430311769,0.0753559779592626,0.0801918208486463,0.036403129166024,0.0172388745337358,-0.0264315766496463,0.0808997680680858,0.138979930914674,0.137860941993205,0.14571521691636,0.111546536039188,0.020355504587156,0.262427334203346,0.279587324981577,0.279052954997289,0.281925562736795,0.268263943440691,0.247539742619228,0.197080291970803,0.0837209302325581
,totalOtherIncomeExpensesNet,-149300000.0,1594000.0,7779000.0,-6871000.0,15972000.0,1465000.0,-48000.0,6005000.0,3152000.0,-8101000.0,-18544000.0,0.0,19922000.0,1253000.0,2035000.0,-1290000.0,0.0,0.0,0.0,-19922000.0,0.0,200000.0,-50300000.0,-7400000.0,5800000.0,4000000.0,2900000.0,1200000.0,500000.0,200000.0,200000.0
,incomeBeforeTax,-127478000.0,95769000.0,131272000.0,68055000.0,58393000.0,20063000.0,21639000.0,-13322000.0,-118046000.0,-90261000.0,-35562000.0,-29603000.0,101307000.0,88275000.0,34998000.0,14537000.0,-23713000.0,67883000.0,111671000.0,98192000.0,129322000.0,85500000.0,-39000000.0,213800000.0,195600000.0,158400000.0,129400000.0,69600000.0,33200000.0,10800000.0,2100000.0
