date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,revenue,220775000.0,633906000.0,630854000.0,611991000.0,535288000.0,342485000.0,326946000.0,308942000.0,288075000.0,251145000.0,194889000.0,160616000.0,144424000.0,141183000.0,169195000.0,146391000.0,120974000.0,105861000.0,92957000.0,88715000.0,59728000.0,42239000.0,35594025.0,30970348.0,25429854.0,21919150.0,20229178.0,18300000.0,17400000.0
,costOfRevenue,88203000.0,264667000.0,257981000.0,211507000.0,193520000.0,121330000.0,129743000.0,125140000.0,117407000.0,106640000.0,74473000.0,54032000.0,43774000.0,48210000.0,71656000.0,60299000.0,52013000.0,44573000.0,42996000.0,37561000.0,24577000.0,2455000.0,6777709.0,2572734.0,5395049.0,3773453.0,3553722.0,2800000.0,2800000.0
,grossProfit,132572000.0,369239000.0,372873000.0,400484000.0,341768000.0,221155000.0,197203000.0,183802000.0,170668000.0,144505000.0,120416000.0,106584000.0,100650000.0,92973000.0,97539000.0,86092000.0,68961000.0,61288000.0,49961000.0,51154000.0,35151000.0,39784000.0,28816316.0,28397614.0,20034805.0,18145697.0,16675456.0,15500000.0,14600000.0
,grossProfitRatio,0.600484656324312,0.582482260776834,0.591060689161042,0.654395244374509,0.638474989164711,0.645736309619399,0.60316688382791,0.594940150578426,0.592442940206543,0.575384737900416,0.617869659139305,0.663595158639239,0.696906331357669,0.658528293066446,0.576488666922781,0.588096262748393,0.570048109511135,0.57894786559734,0.537463558419484,0.576610494279434,0.588517948031074,0.941878358862662,0.809582956690062,0.916929122010511,0.7878458523592,0.827846745882026,0.824326920253507,0.846994535519126,0.839080459770115
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,0.0,112540000.0,113222000.0,165937000.0,133325000.0,76367000.0,69370000.0,67673000.0,60646000.0,56445000.0,45549000.0,31127000.0,28570000.0,32590000.0,49075000.0,44334000.0,30316000.0,26029000.0,26141000.0,17558000.0,11647000.0,18974000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,48703000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,133719000.0,272193000.0,279627000.0,342944000.0,277010000.0,147069000.0,135260000.0,128395000.0,125058000.0,112215000.0,88179000.0,63757000.0,55004000.0,61788000.0,76365000.0,66716000.0,49336000.0,42660000.0,40623000.0,29392000.0,18965000.0,26177000.0,18312075.0,20030580.0,12090154.0,9254015.0,8181301.306,8700000.0,7700000.0
,costAndExpenses,221922000.0,536860000.0,537608000.0,554451000.0,470530000.0,268399000.0,265003000.0,253535000.0,242465000.0,218855000.0,162652000.0,117789000.0,98778000.0,109998000.0,148021000.0,127015000.0,101349000.0,87233000.0,83619000.0,66953000.0,43542000.0,28632000.0,25089784.0,22603314.0,17485203.0,13027468.0,11735023.306,11500000.0,10500000.0
,interestExpense,0.0,29468000.0,34847000.0,38237000.0,25102000.0,7355000.0,8148000.0,8468000.0,7850000.0,8289000.0,4716000.0,1361000.0,1009000.0,1873000.0,2362000.0,3076000.0,3129000.0,3510000.0,4195000.0,4127000.0,2684000.0,0.0,1501729.0,0.0,803300.0,685971.0,658908.0,-600000.0,-700000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,48703000.0,159653000.0,166405000.0,177007000.0,143685000.0,70702000.0,65890000.0,60722000.0,64412000.0,55770000.0,42630000.0,32630000.0,26434000.0,29198000.0,27290000.0,22382000.0,19020000.0,16631000.0,14482000.0,11834000.0,7318000.0,6712000.0,5429815.0,4681858.0,3529554.0,2864521.0,2730938.0,2500000.0,2300000.0
,EBITDA,174840000.0,260160000.0,263364000.0,228501000.0,170732000.0,146647000.0,130072000.0,118654000.0,100573000.0,87719000.0,78776000.0,66548000.0,69517000.0,62845000.0,59944000.0,42909000.0,38470000.0,57519000.0,21087000.0,42294000.0,25851000.0,16937000.0,16133961.0,11755052.0,12149029.0,13354133.0,10818506.0,9000000.0,7800000.0
,EBITDARatio,0.791937492922659,0.410407852268317,0.417472188493693,0.373373137840262,0.318953535293151,0.428185175993109,0.397839398555113,0.384065617494546,0.349120888657468,0.349276314479683,0.404209575707197,0.414329830153907,0.481339666537418,0.445131496001643,0.354289429356659,0.293112281492715,0.318002215352059,0.543344574489189,0.226846821648719,0.476740122865355,0.432812081435842,0.400980136840361,0.453277228411229,0.379558279422627,0.477746706685772,0.609245020906376,0.534797113357745,0.491803278688525,0.448275862068966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
