date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY
,revenue,17859063000.0,17476555000.0,16546873000.0,17783572000.0,17030292711.08,15309196752.12,13019285266.68,10580072098.86,10434945231.48,9872028543.0,9063019131.0,7850289046.92,7623256103.82,6666871763.18,6439636102.22,5717514499.89,0.0,0.0,0.0,5461436093.38,4473332622.12,3816579935.91,2989170162.0,2961269766.0
,costOfRevenue,12321618000.0,12080704000.0,11392130000.0,11779852000.0,11534777911.8,10432995202.54,8910901350.12,7148619759.4,6955753788.06,6384081686.45,5946603411.1,5176046931.4,5016509431.5,4365232646.53,4259340696.58,3748022113.74,0.0,0.0,0.0,3619212734.18,2911630550.82,2127103147.05,1642734756.0,0.0
,grossProfit,5537445000.0,5395851000.0,5154743000.0,6003720000.0,5495514799.28,4876201549.58,4108383916.56,3431452339.46,3479191443.42,3487946856.55,3116415719.9,2674242115.52,2606746672.32,2301639116.65,2180295405.64,1969492386.15,0.0,0.0,0.0,1842223359.2,1561702071.3,1689476788.86,1346435406.0,0.0
,grossProfitRatio,0.310063579483425,0.308747976932525,0.311523693932987,0.337599217974882,0.322690566305099,0.318514526172299,0.315561402366266,0.324331659311635,0.333417317124389,0.353316123566439,0.343860657784592,0.340655242060064,0.34194662186592,0.345235246515699,0.338574318646416,0.344466531075328,0.0,0.0,0.0,0.33731482483756,0.349113782323631,0.44266773321418,0.450437858344981,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,193774000.0,168028000.0,133615000.0,130704000.0,154382185.76,128328627.32,100421669.04,91105464.9,84408664.34,85513972.7,72582410.8,65475627.6,57638883.26,45626130.01,38864193.17,43021816.05,1857000000.0,198000000.0,198000.0,40123587.0,34002471.9,32286249.52,26602992.0,0.0
,GeneralAndAdministrativeExpenses,3164559000.0,3060732000.0,2865679000.0,3577776000.0,2894987366.92,2648472117.46,2174862597.6,1732185694.86,1682196000.1,1825436377.7,1597324329.6,1383430703.76,1347732986.18,1172254710.5,1173183707.61,1133732713.52,-645049000000.0,-23892000000.0,-23892000.0,1085746512.04,866695165.78,818012399.96,665074800.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3358333000.0,17032000000.0,15954000000.0,17431000000.0,15273000000.0,14411000000.0,13577000000.0,12380000000.0,11635000000.0,10751000000.0,10130000000.0,9492000000.0,8940000000.0,8140000000.0,7221000000.0,5833000000.0,-643192000000.0,-23694000000.0,-23694000.0,1416017580.73,900697637.68,1132741717.8,929569932.0,0.0
,costAndExpenses,15679951000.0,15309464000.0,14391424000.0,15488332000.0,14584147464.48,13209795947.32,11186185616.76,8971910919.16,8797972452.5,8295032036.85,7616510151.5,6624953262.76,6421881300.94,5583113487.04,5440904455.59,4924776643.31,-643192000000.0,-23694000000.0,-23694000.0,5035230314.91,3812328188.5,3259844864.85,2572304688.0,0.0
,interestExpense,409978000.0,491061000.0,448471000.0,397187000.0,429947978.68,464679293.1,407370006.12,324072722.54,355789578.76,274948014.9,229685148.7,224296425.6,259717982.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1785899000.0,1524686000.0,724847000.0,735479000.0,737799543.8,656105740.52,575099374.08,469431580.5,455873781.44,429971698.65,378374125.6,319027046.6,298593106.14,249197147.1,233897387.62,212303438.12,1810000000.0,216377000000.0,1625000.0,363588256.73,311813367.96,282443068.32,237892140.0,0.0
,EBITDA,3965011000.0,3691777000.0,2880296000.0,3030719000.0,3183944790.4,2755506545.32,2408199024.0,2077592760.2,2092846560.42,2006968204.8,1824883105.1,1544362830.76,1499967909.02,1332955423.24,1232629034.25,1005041294.7,645002000000.0,240071000000.0,25319000.0,789794035.2,972817801.58,839178139.38,654757614.0,2961269766.0
,EBITDARatio,0.22201674298366,0.211241689223076,0.174068901115032,0.170422398829661,0.186957725531547,0.179990275775796,0.184971676606799,0.196368487925887,0.200561336355301,0.203298460499599,0.201354877301097,0.196726874836019,0.19676210382967,0.199937162523762,0.191412839900233,0.175782902644031,0.0,0.0,0.0,0.144612886005814,0.217470482022632,0.219876998116617,0.219043272384973,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,2179112000.0,2167091000.0,2155449000.0,2295240000.0,2446145246.6,2099400804.8,1833099649.92,1608161179.7,1636972778.98,1576996506.15,1446508979.5,1225335784.16,1201374802.88,1083758276.14,998731646.63,792737856.58,643192000000.0,23694000000.0,23694000.0,426205778.47,661004433.62,556735071.06,416865474.0,2961269766.0
,operatingIncomeRatio,0.122017151739708,0.123999895860483,0.130263222543619,0.129065184429765,0.143634950267679,0.137133308741968,0.140798792896213,0.151999075684303,0.156874113152181,0.159743916792887,0.159605641187739,0.156087983109456,0.157593394019387,0.16255874038637,0.155091317393804,0.138650782012927,0.0,0.0,0.0,0.0780391404719757,0.147765545166802,0.145872765776948,0.139458596000799,1.0
,totalOtherIncomeExpensesNet,125297000.0,102467000.0,882349000.0,67199000.0,61717122.72,28767886.32,20938107.96,25730839.58,146136153.24,23886416.45,0.0,0.0,0.0,0.0,30484141.77,0.0,0.0,0.0,0.0,-290147481.69,-31885768.78,-597267790.0,-95924250.0,0.0
,incomeBeforeTax,1936390000.0,1840114000.0,2736736000.0,2008549000.0,2122265371.6,1770115887.52,1515943358.16,1338020314.3,1460947923.82,1372092886.45,1235928857.9,1015973608.68,959479554.6,829268270.25,732596064.89,646510119.06,378047000000.0,317138000000.0,320455000.0,173707033.96,427862574.78,-259665401.52,131735970.0,0.0
