date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2014-11-30_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-107908000.0,-120199000.0,-76396000.0,-72176000.0,-50636000.0,-44995000.0,-33800000.0,-24429.0,-27222000.0
,depreciationAndAmortization,6419000.0,4655000.0,3499000.0,2197000.0,1708000.0,1256000.0,1020000.0,0.0,1149000.0
,deferredIncomeTax,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,22805000.0,19445000.0,14169000.0,5319000.0,2907000.0,1066000.0,0.0,0.0,219000.0
,changeInWorkingCapital,16932000.0,29001000.0,157296000.0,67794000.0,-16762000.0,16824000.0,-1360168.0,80.0,-4283000.0
,accountsReceivables,5048000.0,20050000.0,-16541000.0,-16126000.0,-3370000.0,74000.0,-604000.0,0.0,-254000.0
,inventory,8240000.0,-5951000.0,-32214000.0,-12329000.0,-2065000.0,-2413000.0,-3136000.0,0.0,-5175000.0
,accountsPayables,-3352000.0,2759000.0,-870000.0,6309000.0,381000.0,-2053000.0,-3834000.0,80.0,-666000.0
,otherWorkingCapital,4271000.0,252796000.0,223795000.0,66499000.0,-1295000.0,15467000.0,-1357000.0,3168.0,-95000.0
,otherNonCashItems,942000.0,746000.0,4001000.0,4272000.0,4604000.0,3715000.0,1350000.0,0.0,227000.0
,netCashProvidedByOperatingActivites,-63474000.0,-79567000.0,-122194000.0,-70053000.0,-28156000.0,-39849000.0,-27469000.0,-24349.0,-25371000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6183000.0,-7760000.0,-3685000.0,-2163000.0,-7031000.0,-4151000.0,-2003000.0,0.0,-1198000.0
,acquisitionsNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,0.0,0.0,0.0,0.0,-200000.0,110000.0,0.0,0.0,105000.0
,netCashUsedForInvestingActivites,-6183000.0,-7817000.0,-3685000.0,-2163000.0,-7243000.0,-4145000.0,-2603000.0,0.0,-1593000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,0.0,-45000000.0,0.0,0.0,-15000000.0,0.0,0.0,0.0
,commonStockIssued,0.0,149559000.0,231878000.0,116167000.0,13750000.0,29447000.0,0.0,24568.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,4953000.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-2730000.0,-12994000.0,-11454000.0,-1528000.0,-359000.0,-6668000.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,-350000.0,146206000.0,236712000.0,115407000.0,28930000.0,53532000.0,14672000.0,29068.0,49395000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,-70007000.0,58822000.0,110833000.0,43191000.0,-6469000.0,9538000.0,-15400000.0,4719.0,22431000.0
,cashAtEndOfPeriod,158180000.0,228187000.0,169365000.0,57389000.0,14198000.0,20667000.0,11100000.0,7927.0,26529000.0
,cashAtBeginningOfPeriod,228187000.0,169365000.0,58532000.0,14198000.0,20667000.0,11129000.0,26500000.0,3208.0,4098000.0
,operatingCashFlow,-63474000.0,-79567000.0,-122194000.0,-70053000.0,-28156000.0,-39849000.0,-27469000.0,-24349.0,-25371000.0
,capitalExpenditure,-6183000.0,-7817000.0,-3685000.0,-2163000.0,-7043000.0,-4255000.0,-2003000.0,0.0,-1698000.0
,freeCashFlow,-69657000.0,-87384000.0,-125879000.0,-72216000.0,-35199000.0,-44104000.0,-29472000.0,-24349.0,-27069000.0
