Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Revenue,12162068.9655,1836734.6939,4848421.0526,8814332.2476,16928571.4286,28071526.8226,20558047.4934
Revenue Growth,5.6216,-0.6212,-0.4499,-0.4793,-0.3969,0.3655,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,12162068.9655,1836734.6939,4848421.0526,8814332.2476,16928571.4286,28071526.8226,20558047.4934
R&D Expenses,161242528.7356,119554621.8487,69496842.1053,44004343.1053,23847457.6271,17486932.5997,15013192.6121
SG&A Expense,28801149.4253,16184873.9496,12109473.6842,10222584.1477,7595641.6465,3323246.2173,3548812.6649
Operating Expenses,190043678.1609,135739495.7983,81606315.7895,54226927.253,31443099.2736,20810178.8171,18562005.277
Operating Income,-177881609.1954,-133902761.1044,-76757894.7368,-45412595.0054,-14514527.845,7261348.0055,1996042.2164
Interest Expense,145977.0115,16513805.5222,3275789.4737,3036916.3952,276029.0557,1006877.5791,306068.6016
Earnings before Tax,-149989655.1724,-149308523.4094,-72349473.6842,-36453854.506,-12518159.8063,6471801.9257,1695250.6596
Income Tax Expense,-452873.5632,-572629.0516,-238947.3684,-707926.1672,-825665.8596,861072.9023,46174.1425
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-149536781.6092,-148735894.3577,-72110526.3158,-35745928.3388,-11692493.9467,5610729.0234,1649076.5172
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-149536781.6092,-148735894.3577,-72110526.3158,-35745928.3388,-11692493.9467,5610729.0234,1649076.5172
EPS,-3.6437,-4.4178,-2.7158,-1.5092,-1.0291,0.5227,0.1847
EPS Diluted,-3.6437,-4.4178,-2.7158,-1.5092,-1.0291,0.4402,0.1847
Weighted Average Shs Out,42510680.4598,38920913.5654,26450781.0526,18388469.0554,26556634.3826,30173012.3796,
Weighted Average Shs Out (Dil),47224410.3448,40367713.0852,27962541.0526,25805410.4235,13809841.4044,14858250.3439,11092765.1715
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,-14.0655,-86.2185,-14.8421,-4.0413,-0.8317,0.3934,0.1649
EBIT Margin,-12.3206,-72.2993,-14.2466,-3.7912,-0.7232,0.2664,0.0973
Profit Margin,-14.1322,-97.2125,-15.6558,-4.4028,-0.8366,0.2751,0.1055
Free Cash Flow margin,-13.3683,-62.7712,-13.2112,-5.4823,-1.3451,0.2506,-0.0605
EBITDA,-148832183.908,-131913565.4262,-68361052.6316,-32811074.9186,-11631961.2591,8035763.4113,2562005.277
EBIT,-149843678.1609,-132794717.8872,-69073684.2105,-33416938.1107,-12242130.7506,7478679.5048,2001319.2612
Consolidated Income,-149536781.6092,-148735894.3577,-72110526.3158,-35745928.3388,-11692493.9467,5610729.0234,1649076.5172
Earnings Before Tax Margin,-12.3326,-81.2902,-14.9223,-4.1357,-0.7395,0.2305,0.0825
Net Profit Margin,-12.2953,-80.9784,-14.873,-4.0554,-0.6907,0.1999,0.0802
