Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Revenue,218505000.0,10393000.0,4589000.0,7588000.0,6120000.0,6087000.0
Revenue Growth,20.0242470893871,1.26476356504685,-0.395229309435952,0.239869281045752,0.00542138984721538,
Cost of Revenue,9724000.0,1941000.0,682000.0,1534000.0,1007000.0,324000.0
Gross Profit,208781000.0,8452000.0,3907000.0,6054000.0,5113000.0,5763000.0
R&D Expenses,83873000.0,57224000.0,45482000.0,17279000.0,4961000.0,5051000.0
SG&A Expense,36850000.0,27229000.0,23590000.0,11912000.0,3851000.0,5474000.0
Operating Expenses,120681000.0,84337000.0,69247000.0,29191000.0,8795000.0,10525000.0
Operating Income,88100000.0,-75885000.0,-65340000.0,-23137000.0,-3682000.0,-4762000.0
Interest Expense,0.0,0.0,0.0,20000.0,321000.0,611000.0
Earnings before Tax,104116000.0,-73169000.0,-63402000.0,0.0,-4003000.0,-5387000.0
Income Tax Expense,4179000.0,0.0,-435000.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,99937000.0,-73169000.0,-62967000.0,-22811000.0,-4003000.0,-5387000.0
Preferred Dividends,0.0,0.0,0.0,1747000.0,815000.0,422000.0
Net Income Com,99937000.0,-73169000.0,-62967000.0,-22811000.0,-4003000.0,-5387000.0
EPS,2.99,-2.45,-2.38,-2.59,-1.82,-2.5
EPS Diluted,2.73,-2.45,-2.38,-2.59,-1.82,-2.5
Weighted Average Shs Out,33427000.0,29878000.0,26409000.0,9173000.0,,
Weighted Average Shs Out (Dil),36648000.0,29878000.0,26409000.0,9173000.0,2643000.0,2320000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.955497585868,0.813239680554,0.851383743735,0.797838692673,0.8355,0.9468
EBITDA Margin,0.417962975676,-7.21774271144,-14.1198518196,-3.03861360042,-0.602,-0.785
EBIT Margin,0.40319443491,-7.3015491196,-14.2383961647,-3.04915656299,-0.6016,-0.7846
Profit Margin,0.457367108304,-7.04021937843,-13.7212900414,-3.00619399051,-0.654,-0.885
Free Cash Flow margin,0.418159767511,-6.26883479265,-12.3571584223,-3.03597785978,-0.392,-0.4948
EBITDA,91327000.0,-75014000.0,-64796000.0,-23057000.0,-3682000.0,-4776000.0
EBIT,88100000.0,-75885000.0,-65340000.0,-23137000.0,-3682000.0,-4776000.0
Consolidated Income,99937000.0,-73169000.0,-62967000.0,-22811000.0,-4003000.0,-5387000.0
Earnings Before Tax Margin,0.476492528775,-7.04021937843,-13.8160819351,0.0,-0.6541,-0.885
Net Profit Margin,0.457367108304,-7.04021937843,-13.7212900414,-3.00619399051,-0.6541,-0.885
