date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY
,revenue,106708000.0,220659000.0,187271000.0,158349000.0,93807000.0,104447000.0,210935000.0,253981000.0,208004000.0,128614000.0,44054000.0,0.0
,costOfRevenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,grossProfit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128614000.0,44054000.0,0.0
,grossProfitRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,18943000.0,20189000.0,15827000.0,14257000.0,17672000.0,20691000.0,20778000.0,7914000.0,7144000.0,5161000.0,3403000.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-1630000.0,-4273000.0,-825000.0,-6265000.0,-4340000.0,-3146000.0,-2313000.0,-23061000.0,-7985000.0,0.0,0.0,0.0
,operatingExpenses,0.0,263000000.0,163000000.0,162000000.0,172000000.0,144000000.0,153000000.0,168000000.0,107000000.0,30521000.0,13849000.0,4000000.0
,costAndExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30521000.0,13849000.0,0.0
,interestExpense,270770000.0,297446000.0,175171000.0,151371000.0,149768000.0,124708000.0,85589000.0,65222000.0,31642000.0,16946000.0,826000.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,0.0,383731000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,79730000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDARatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,79730000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98093000.0,30205000.0,0.0
,operatingIncomeRatio,0.747179218053004,0.863962040977254,0.843633023799734,0.786528490865114,0.658405023079301,0.701829636083372,0.850802379880058,0.845082899901961,0.898165419895771,0.762693019422458,0.685635810596087,0.0
,totalOtherIncomeExpensesNet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8652000.0,-2353000.0,0.0
,incomeBeforeTax,79730000.0,190641000.0,157988000.0,124546000.0,61763000.0,73304000.0,179464000.0,214635000.0,186822000.0,72495000.0,27026000.0,0.0
