Date,2019-04-30,2018-04-30,2017-04-30,2016-04-30,2015-04-30,2014-04-30,2012-12-31,2011-12-31
Depreciation & Amortization,2170098.0,1092283.0,556730.0,598303.0,528496.0,474752.0,397923.0,264082.0
Stock-based compensation,1190385.0,642566.0,338294.0,308260.0,456871.0,608429.0,347657.0,0.0
Operating Cash Flow,-10216014.0,-5609935.0,-1488160.0,-2444421.0,-2741466.0,-3664964.0,-4522710.0,-1679330.0
Capital Expenditure,-2623043.0,-1885006.0,-804558.0,-466884.0,-379492.0,-386027.0,-479846.0,-1060887.0
Acquisitions and disposals,0.0,-2589719.0,-8800.0,-90624.0,-143753.0,-6500.0,-24963.0,-50890.0
Investment purchases and sales,0.0,953400.0,-900000.0,0.0,0.0,0.0,150000.0,-150000.0
Investing Cash flow,-2623043.0,-3521325.0,-1713358.0,564977.0,-777432.0,-995652.0,-619801.0,-1261777.0
Issuance (repayment) of debt,7905375.0,0.0,-1301783.0,-242206.0,-2265186.0,2608474.0,2344785.0,286845.0
Issuance (buybacks) of shares,0.0,23023000.0,7500000.0,746662.0,5547826.0,750000.0,2823236.0,-761200.0
Dividend payments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,8003744.0,21178108.0,5173939.0,503777.0,5425731.0,4114283.0,4901548.0,2830630.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-4835313.0,12046848.0,1972421.0,-1375667.0,1912083.0,-477602.0,-189364.0,471764.0
Free Cash Flow,-12839057.0,-7494941.0,-2292718.0,-2911305.0,-3120958.0,-4050991.0,-5002556.0,-2740217.0
Net Cash/Marketcap,0.0032,0.1089,0.0633,-0.0299,0.0511,-0.2316,-0.0078,-0.0078
