date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,-120348000.0,15424000.0,-12951000.0,-92000.0,4522000.0,-37241000.0,-12126000.0,-12639000.0
,depreciationAndAmortization,34613000.0,9863000.0,6264000.0,5482000.0,4722000.0,4267000.0,4231000.0,1157000.0
,deferredIncomeTax,-12176000.0,-66306000.0,0.0,0.0,0.0,0.0,0.0,0.0
,stockBasedCompensation,46477000.0,36393000.0,25704000.0,17592000.0,8786000.0,7889000.0,1530000.0,1346000.0
,changeInWorkingCapital,-3224000.0,58976000.0,23530000.0,19587000.0,19307000.0,-3375000.0,1227000.0,-1440000.0
,accountsReceivables,2243000.0,-6632000.0,-2252000.0,-2181000.0,-6791000.0,-2163000.0,-2514000.0,-2340000.0
,inventory,1962000.0,4078000.0,-2303000.0,-4162000.0,-2935000.0,-1848000.0,-413000.0,-938000.0
,accountsPayables,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherWorkingCapital,287000.0,205178000.0,146202000.0,122672000.0,103085000.0,83778000.0,36000.0,-35000.0
,otherNonCashItems,35224000.0,5352000.0,1919000.0,722000.0,-31000.0,298000.0,-33000.0,24000.0
,netCashProvidedByOperatingActivites,-22988000.0,-369000.0,18864000.0,25508000.0,12309000.0,-2188000.0,-7107000.0,-13305000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-6935000.0,-4724000.0,-10315000.0,-6311000.0,-6278000.0,-877000.0,-868000.0,-852000.0
,acquisitionsNet,0.0,50000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-302822000.0,-81996000.0,-94936000.0,-94307000.0,-75192000.0,-69751000.0,0.0,-10817000.0
,salesMaturitiesOfInvestments,104697000.0,80494000.0,78851000.0,88891000.0,55354000.0,0.0,0.0,10711000.0
,otherInvestingActivites,0.0,0.0,-1240000.0,0.0,0.0,-15000000.0,0.0,0.0
,netCashUsedForInvestingActivites,-205060000.0,43426000.0,-26400000.0,-11727000.0,-26116000.0,-85628000.0,-868000.0,-958000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,0.0,-22496000.0,0.0,0.0,-9696000.0,-18404000.0,0.0,0.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0,113589000.0,0.0,0.0
,commonStockRepurchased,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-132000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-49179000.0,-5601000.0,-587000.0,0.0,0.0,0.0,0.0,0.0
,netCashUsedProvidedByFinancingActivities,262542000.0,-9645000.0,21576000.0,4667000.0,-1642000.0,107110000.0,3500000.0,19257000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,-88000.0,-252000.0,48000.0,-434000.0,371000.0,-26000.0,51000.0,2000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,34406000.0,33160000.0,14088000.0,18014000.0,-15078000.0,19268000.0,-4424000.0,4996000.0
,cashAtEndOfPeriod,106162000.0,71756000.0,38596000.0,24508000.0,6494000.0,21572000.0,2304000.0,6728000.0
,cashAtBeginningOfPeriod,71756000.0,38596000.0,24508000.0,6494000.0,21572000.0,2304000.0,6728000.0,1732000.0
,operatingCashFlow,-22988000.0,-369000.0,18864000.0,25508000.0,12309000.0,-2188000.0,-7107000.0,-13305000.0
,capitalExpenditure,-6935000.0,-4724000.0,-10315000.0,-6311000.0,-6278000.0,-877000.0,-868000.0,-852000.0
,freeCashFlow,-29923000.0,-5093000.0,8549000.0,19197000.0,6031000.0,-3065000.0,-7975000.0,-14157000.0
