date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY,1991-12-31_FY,1990-12-31_FY,1989-12-31_FY,1988-12-31_FY,1987-12-31_FY,1986-12-31_FY,1985-12-31_FY
,revenue,628941000.0,721088000.0,629307000.0,558183000.0,550642000.0,666011000.0,742045000.0,736650000.0,747037000.0,580914000.0,408406000.0,430748000.0,403803000.0,367297000.0,319021000.0,249696000.0,224876000.0,225906000.0,212446000.0,224905000.0,165711000.0,146100000.0,170800000.0,157300000.0,118400000.0,91200000.0,61700000.0,64500000.0,67400000.0,74400000.0,74700000.0,68600000.0,59800000.0,76300000.0,455200000.0,417000000.0
,costOfRevenue,491203000.0,568891000.0,506711000.0,455363000.0,444449000.0,565219000.0,601713000.0,614233000.0,605585000.0,474978000.0,328260000.0,351915000.0,321900000.0,291456000.0,256465000.0,198041000.0,181344000.0,175325000.0,170913000.0,166950000.0,111852000.0,94900000.0,108000000.0,101600000.0,75200000.0,56700000.0,40900000.0,44000000.0,46700000.0,51100000.0,52900000.0,49400000.0,45600000.0,50500000.0,356700000.0,310500000.0
,grossProfit,137738000.0,152197000.0,122596000.0,102820000.0,106193000.0,100792000.0,140332000.0,122417000.0,141452000.0,105936000.0,80146000.0,78833000.0,81903000.0,75841000.0,62556000.0,51655000.0,43532000.0,50581000.0,41533000.0,57955000.0,53859000.0,51200000.0,62800000.0,55700000.0,43200000.0,34500000.0,20800000.0,20500000.0,20700000.0,23300000.0,21800000.0,19200000.0,14200000.0,25800000.0,98500000.0,106500000.0
,grossProfitRatio,0.218999874392034,0.211065778379338,0.194811117626214,0.184204821716176,0.192853069689562,0.151336839781926,0.189115215384512,0.166180682820878,0.18935072827718,0.182360900236524,0.196240995479988,0.183014198556929,0.20282910230979,0.206484125925341,0.196087404904379,0.206871555811867,0.193582240879418,0.223902862252441,0.195499091533849,0.257686578777706,0.32501765121205,0.350444900752909,0.36768149882904,0.354100445009536,0.364864864864865,0.378289473684211,0.337115072933549,0.317829457364341,0.307121661721068,0.313172043010753,0.291834002677376,0.279883381924198,0.237458193979933,0.338138925294889,0.216388400702988,0.255395683453237
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,89808000.0,95964000.0,84007000.0,79435000.0,77625000.0,85921000.0,88565000.0,84849000.0,86639000.0,85790000.0,53678000.0,49615000.0,50548000.0,46191000.0,41867000.0,31057000.0,28857000.0,27944000.0,24397000.0,28913000.0,22804000.0,21800000.0,27000000.0,25000000.0,23100000.0,19600000.0,12100000.0,11100000.0,11800000.0,13200000.0,11800000.0,9500000.0,15500000.0,17200000.0,100200000.0,99000000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,128000.0,0.0,303000.0,845000.0,215000.0,2148000.0,2550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,89808000.0,95964000.0,84007000.0,79435000.0,77625000.0,85921000.0,88565000.0,84849000.0,86639000.0,85790000.0,53678000.0,49615000.0,50548000.0,46191000.0,41867000.0,31057000.0,28857000.0,27944000.0,24397000.0,32761000.0,31554000.0,28600000.0,32900000.0,30300000.0,27600000.0,24000000.0,15200000.0,14400000.0,15000000.0,16300000.0,15000000.0,12800000.0,22700000.0,22000000.0,107100000.0,104700000.0
,costAndExpenses,581011000.0,664855000.0,590718000.0,534798000.0,522074000.0,651140000.0,690278000.0,699082000.0,692224000.0,560768000.0,381938000.0,401530000.0,372448000.0,337647000.0,298332000.0,229098000.0,210201000.0,203269000.0,195310000.0,199711000.0,143406000.0,123500000.0,140900000.0,131900000.0,102800000.0,80700000.0,56100000.0,58400000.0,61700000.0,67400000.0,67900000.0,62200000.0,68300000.0,72500000.0,463800000.0,415200000.0
,interestExpense,13653000.0,18290000.0,13024000.0,8261000.0,8274000.0,18709000.0,28077000.0,29918000.0,32798000.0,0.0,1805000.0,2522000.0,1242000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,28850000.0,28305000.0,25296000.0,22845000.0,22860000.0,26846000.0,29024000.0,30926000.0,29413000.0,21458000.0,13597000.0,13562000.0,9963000.0,10061000.0,9818000.0,7586000.0,7499000.0,7569000.0,8018000.0,3848000.0,8750000.0,6800000.0,5900000.0,5300000.0,4500000.0,4400000.0,3100000.0,3300000.0,3200000.0,3100000.0,3200000.0,3300000.0,7200000.0,4800000.0,6900000.0,5700000.0
,EBITDA,76780000.0,84538000.0,63885000.0,46230000.0,51428000.0,41717000.0,80791000.0,68494000.0,84226000.0,41604000.0,40065000.0,42780000.0,41318000.0,39711000.0,30507000.0,28184000.0,22174000.0,30206000.0,25154000.0,29042000.0,31055000.0,29400000.0,35800000.0,30700000.0,20100000.0,14900000.0,8700000.0,9400000.0,8900000.0,10100000.0,10000000.0,9700000.0,-1300000.0,8600000.0,-1700000.0,7500000.0
,EBITDARatio,0.122078223553561,0.1172367311618,0.101516429977737,0.0828223002133709,0.0933964354335485,0.0626371035913821,0.108876146325358,0.0929803841715876,0.1127467581927,0.0716181741187164,0.0981009093891863,0.0993156091264498,0.102322171950184,0.108116864553754,0.0956269336501359,0.112873253876714,0.098605453672246,0.13371048135065,0.118401852706099,0.129130077143683,0.187404577849388,0.201232032854209,0.2096018735363,0.195168467895741,0.169763513513514,0.163377192982456,0.141004862236629,0.145736434108527,0.132047477744807,0.135752688172043,0.133868808567604,0.141399416909621,-0.0217391304347826,0.112712975098296,-0.00373462214411248,0.0179856115107914
