date,,2021-06-30_FY,2020-06-30_FY,2019-06-30_FY,2018-06-30_FY,2017-06-30_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,71451000.0,24506000.0,37209000.0,27420000.0,-459000.0
,depreciationAndAmortization,90077000.0,72091000.0,71400000.0,75260000.0,74280000.0
,deferredIncomeTax,2549000.0,-1305000.0,3693000.0,-4015000.0,-7065000.0
,stockBasedCompensation,39333000.0,23609000.0,16676000.0,20817000.0,22598000.0
,changeInWorkingCapital,-117774000.0,-60946000.0,2318000.0,-24766000.0,-19424000.0
,accountsReceivables,-143073000.0,-37772000.0,-21637000.0,11987000.0,-27745000.0
,inventory,-39164000.0,-16181000.0,-3321000.0,-3801000.0,-348000.0
,accountsPayables,18930000.0,-6213000.0,20174000.0,-2336000.0,5317000.0
,otherWorkingCapital,50659000.0,4920000.0,-1193000.0,2166000.0,-3376000.0
,otherNonCashItems,48514000.0,22460000.0,10310000.0,8911000.0,18798000.0
,netCashProvidedByOperatingActivites,134150000.0,80415000.0,141606000.0,103627000.0,88728000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-3567000.0,-1677000.0,-5477000.0,-8743000.0,-2174000.0
,acquisitionsNet,-72861000.0,-172368000.0,-13092000.0,-7274000.0,-9063000.0
,purchasesOfInvestments,-40542000.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,-48473000.0,-43320000.0,-42540000.0,-34460000.0,-45961000.0
,netCashUsedForInvestingActivites,-165443000.0,-217365000.0,-61109000.0,-50477000.0,-57198000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-124315000.0,-32675000.0,-21034000.0,-13301000.0,-15697000.0
,commonStockIssued,0.0,0.0,0.0,0.0,0.0
,commonStockRepurchased,-9228000.0,-6761000.0,-9958000.0,-37796000.0,-6191000.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,338119000.0,105064000.0,2003000.0,196000.0,7244000.0
,netCashUsedProvidedByFinancingActivities,204576000.0,65628000.0,-28989000.0,-50901000.0,-14644000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,0.0,0.0,0.0,0.0,-11000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,173283000.0,-71322000.0,51508000.0,2249000.0,16875000.0
,cashAtEndOfPeriod,386582000.0,213299000.0,284621000.0,233113000.0,230864000.0
,cashAtBeginningOfPeriod,213299000.0,284621000.0,233113000.0,230864000.0,213989000.0
,operatingCashFlow,134150000.0,80415000.0,141606000.0,103627000.0,88728000.0
,capitalExpenditure,-52263000.0,-44997000.0,-48406000.0,-43203000.0,-48224000.0
,freeCashFlow,81887000.0,35418000.0,93200000.0,60424000.0,40504000.0
