Date,2018-11,2017-11,2016-11,2015-11,2014-11
Cash and cash equivalents,7000000.0,2000000.0,4000000.0,2000000.0,4000000.0
Short-term investments,,,,,
Cash and short-term investments,,,,,
Receivables,0000000.0,1000000.0,0000000.0,0000000.0,1000000.0
Inventories,0000000.0,0000000.0,000000.0,000000.0,000000.0
Total current assets,3000000.0,4000000.0,2000000.0,2000000.0,2000000.0
Property, Plant & Equipment Net,3000000.0,3000000.0,2000000.0,2000000.0,2000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,2000000.0,2000000.0,3000000.0,0000000.0,0000000.0
Total assets,11000000.0,7000000.0,8000000.0,5000000.0,8000000.0
Payables,3000000.0,2000000.0,1000000.0,3000000.0,1000000.0
Short-term debt,2000000.0,1000000.0,1000000.0,2000000.0,1000000.0
Total current liabilities,5000000.0,5000000.0,4000000.0,5000000.0,3000000.0
Long-term debt,,,,,
Total debt,,,,,
Deferred revenue,2000000.0,2000000.0,3000000.0,0000000.0,000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,2000000.0,2000000.0,3000000.0,0000000.0,0000000.0
Total liabilities,7000000.0,7000000.0,7000000.0,5000000.0,3000000.0
Other comprehensive income,0000000.0,0000000.0,0000000.0,0000000.0,0000000.0
Retained earnings (deficit),-86000000.0,-72000000.0,-63000000.0,-53000000.0,-45000000.0
Total shareholders equity,4000000.0,0000000.0,1000000.0,-0000000.0,5000000.0
Investments,,,,,
Net Debt,-5000000,-1000000,-3000000,0,-3000000
Other Assets,1000000,2000000,1000000,1000000,0
Other Liabilities,0,0,1000000,0,0
