date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY
,revenue,196954000.0,220075000.0,208270000.0,157607000.0,210948000.0,287183000.0,410389000.0,336312000.0,451316000.0,442954000.0,359304000.0,301803000.0,305914000.0,213458759.0,152709217.0
,costOfRevenue,186424000.0,176597000.0,169999000.0,151828000.0,240195000.0,302660000.0,368385000.0,258397000.0,281178000.0,256734000.0,253233000.0,179688000.0,120356000.0,160960398.0,110994751.0
,grossProfit,10530000.0,43478000.0,38271000.0,5779000.0,-29247000.0,-15477000.0,42004000.0,77915000.0,170138000.0,186220000.0,106071000.0,122115000.0,185558000.0,52498361.0,41714466.0
,grossProfitRatio,0.0534642606903135,0.197559922753607,0.183756662025256,0.0366671531086817,-0.138645542977416,-0.0538924657796597,0.102351671219258,0.231674754394729,0.376981981582749,0.420404827589321,0.29521241066061,0.404618244351448,0.606569166497774,0.245941470127258,0.273162725993153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,25476000.0,23556000.0,0.0,0.0,0.0,27486000.0,27223000.0,33768000.0,33750000.0,31807000.0,29122000.0,28375000.0,22832000.0,0.0,0.0
,SellingAndMarketingExpenses,25476000.0,0.0,20438000.0,19461000.0,20034000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,384000.0,355000.0,142000.0,397000.0,1122000.0,575000.0,1077000.0,-1742000.0,588000.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,27914000.0,27118000.0,22777000.0,18087000.0,22739000.0,30517000.0,24397000.0,37073000.0,34737000.0,11593000.0,30033000.0,29018000.0,23970000.0,0.0,0.0
,costAndExpenses,214338000.0,203715000.0,192776000.0,169915000.0,262934000.0,333177000.0,392782000.0,295470000.0,315915000.0,268327000.0,283266000.0,208706000.0,144326000.0,180159984.0,132720210.0
,interestExpense,1996000.0,2728000.0,2721000.0,6913000.0,8703000.0,6351000.0,6232000.0,1531000.0,905000.0,869000.0,1513000.0,806000.0,3160000.0,9349757.0,2906842.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,36110000.0,34335000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7192000.0,9468266.0,0.0
,EBITDA,18726000.0,50695000.0,46827000.0,18083000.0,-10816000.0,43020000.0,99430000.0,100927000.0,185431000.0,212144000.0,104572000.0,110585000.0,168780000.0,42767041.0,21000885.0
,EBITDARatio,0.0950780385267626,0.230353288651596,0.224837950737024,0.114734751629052,-0.0512732995809394,0.149799953339856,0.242282322381935,0.300099312543115,0.410867330207659,0.478930092063736,0.291040455992697,0.366414515428939,0.551723687049301,0.200352710754774,0.137522052778255
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-17384000.0,16360000.0,15494000.0,-12308000.0,-51986000.0,-45994000.0,17607000.0,40842000.0,135401000.0,174627000.0,76038000.0,93097000.0,161588000.0,33298775.0,19989007.0
,operatingIncomeRatio,-0.0882642647521756,0.0743382937634897,0.0743938157199789,-0.0780929781037644,-0.24643988091852,-0.160155719523788,0.042903196723109,0.121440804966817,0.300013737602921,0.394232809727421,0.211625809899138,0.308469432046732,0.528213811724864,0.155996292473526,0.130895877751767
,totalOtherIncomeExpensesNet,-5441000.0,355000.0,142000.0,-1699000.0,-4673000.0,-323221000.0,-750000.0,-1742000.0,588000.0,-227000.0,-301000.0,-205000.0,-3316000.0,5545342.0,7015671.0
,incomeBeforeTax,-27149000.0,13684000.0,11891000.0,-25693000.0,-67995000.0,-374803000.0,10811000.0,38093000.0,136927000.0,175261000.0,75043000.0,92247000.0,157765000.0,0.0,0.0
,incomeBeforeTaxRatio,-0.137844369751312,0.0621788026809042,0.0570941566236136,-0.163019409036401,-0.322330621764605,-1.30510162509619,0.0263432986751594,0.113266847451176,0.30339496051547,0.395664109591515,0.208856567140917,0.30565302531784,0.515716835450486,0.0,0.0
,incomeTaxExpense,5000.0,53000.0,108000.0,-2783000.0,-1362000.0,149973000.0,1050000.0,15818000.0,49484000.0,65850000.0,29758000.0,36905000.0,59592000.0,0.0,0.0
,netIncome,-27154000.0,13631000.0,11783000.0,-22910000.0,-66633000.0,-524776000.0,9761000.0,22275000.0,87443000.0,109411000.0,45285000.0,55342000.0,98173000.0,29683904.0,36022442.0
,netIncomeRatio,-0.137869756389817,0.0619379756901056,0.0565755989820906,-0.145361563889929,-0.315874054269299,-1.82732264792832,0.0237847505659265,0.066233140655106,0.193751163264763,0.24700307481138,0.126035334980963,0.183371271988681,0.320916989742215,0.139061541156997,0.235889114669483
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EPS,-2.09,1.1,0.920038697375746,-2.0,-8.8,-69.4,1.2927677188709,2.95508078215781,11.6162260250861,14.6,6.03121046533882,7.37750111445031,13.1171692044413,3.9,360.22442
,EPSDiluted,-2.09,1.0,0.899562403314982,-2.0,-8.8,-69.4,1.2906199524212,2.95398075927451,11.606916019198,14.5,6.02560733424923,7.37479852962439,13.0917773961775,3.9,360.22442
,weightedAverageShsOut,13030185.0,12904916.0,12807070.0,11570885.0,7581873.0,7566948.0,7550467.0,7537865.0,7527660.0,7518071.0,7508443.0,7501456.0,7484313.0,7484535.0,100000.0
,weightedAverageShsOutDil,13030185.0,13105092.0,13098591.0,11570885.0,7581873.0,7566948.0,7563032.0,7540672.0,7533698.0,7528105.0,7515425.0,7504205.0,7498829.0,7484535.0,100000.0
