date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY
,revenue,958434000.0,991346000.0,883112000.0,762310000.0,685988000.0,628492000.0,499278000.0,478452000.0,442930000.0,360541000.0,252753000.0,190995000.0,181713763.0,179889856.0,121768530.0,73953792.0,60466646.0,27771359.0,27100000.0,11900000.0
,costOfRevenue,623936000.0,655490000.0,584855000.0,495586000.0,447956000.0,402917000.0,332535000.0,290942000.0,271876000.0,219987000.0,151285000.0,109389000.0,112436276.0,113720195.0,73837337.0,47597523.0,38716017.0,0.0,13000000.0,6800000.0
,grossProfit,334498000.0,335856000.0,298257000.0,266724000.0,238032000.0,225575000.0,166743000.0,187510000.0,171054000.0,140554000.0,101468000.0,81606000.0,69277487.0,66169661.0,47931193.0,26356269.0,21750629.0,0.0,14100000.0,5100000.0
,grossProfitRatio,0.349004730633513,0.338787870228961,0.337734058647148,0.349889152706904,0.346991492562552,0.358914671944909,0.333968250153221,0.391909742252096,0.386187433680265,0.389841931985544,0.401451219174451,0.427267729521715,0.381245128911892,0.367834309678918,0.393625454787046,0.356388337733919,0.359712840695679,0.0,0.520295202952029,0.428571428571429
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,113891000.0,126909000.0,116202000.0,102567000.0,88648000.0,77293000.0,65381000.0,58797000.0,57192000.0,50660000.0,40278000.0,31850000.0,42456970.0,38449753.0,23919984.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,60123000.0,71842000.0,63612000.0,53383000.0,50582000.0,49474000.0,39294000.0,36376000.0,31007000.0,25582000.0,18832000.0,13950000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-51000.0,1143000.0,1146000.0,1468000.0,1588000.0,221000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,224476000.0,250732000.0,228380000.0,194499000.0,173810000.0,158232000.0,132703000.0,120090000.0,113822000.0,99236000.0,74945000.0,57205000.0,53612903.0,48941516.0,32859673.0,20774234.0,16450524.0,0.0,16400000.0,6600000.0
,costAndExpenses,848412000.0,906222000.0,813235000.0,690085000.0,621766000.0,561149000.0,465238000.0,411032000.0,385698000.0,319223000.0,226230000.0,166594000.0,166049179.0,162661711.0,106697010.0,68371757.0,55166541.0,0.0,29400000.0,13400000.0
,interestExpense,11190000.0,13612000.0,7227000.0,1889000.0,1343000.0,1338000.0,0.0,0.0,0.0,0.0,0.0,0.0,70708.0,55570.0,579704.0,805519.0,931003.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,50462000.0,51981000.0,48566000.0,38549000.0,34580000.0,31465000.0,28028000.0,24917000.0,25623000.0,22994000.0,15835000.0,11405000.0,11155933.0,10491763.0,8939689.0,5888975.0,3909098.0,0.0,0.0,1400000.0
,EBITDA,160484000.0,137105000.0,118443000.0,110774000.0,98802000.0,98808000.0,62068000.0,92337000.0,82855000.0,64312000.0,42358000.0,35806000.0,26820517.0,27719908.0,24011209.0,11471010.0,9209203.0,27771359.0,-2300000.0,-100000.0
,EBITDARatio,0.167443976319705,0.138301864333946,0.134120021016587,0.145313586336267,0.144028758520557,0.157214411639289,0.124315511598749,0.192991146447293,0.187061160905786,0.178376384377921,0.167586537053962,0.187470876200948,0.147597609323626,0.154093780585382,0.197187311040053,0.155110504678381,0.152302196486969,1.0,-0.0848708487084871,-0.00840336134453781
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,110022000.0,85124000.0,69877000.0,72225000.0,64222000.0,67343000.0,34040000.0,67420000.0,57232000.0,41318000.0,26523000.0,24401000.0,15664584.0,17228145.0,15071520.0,5582035.0,5300105.0,27771359.0,-2300000.0,-1500000.0
,operatingIncomeRatio,0.114793506908144,0.0858670938300049,0.0791258639900715,0.0947449200456507,0.0936197134643755,0.107150130789254,0.0681784496813399,0.140912777039285,0.129212290881178,0.114600003883054,0.104936439923562,0.127757271132752,0.0862047196722243,0.0957705197117952,0.123771880961362,0.0754800375888771,0.0876533651295956,1.0,-0.0848708487084871,-0.126050420168067
,totalOtherIncomeExpensesNet,13902000.0,9189000.0,-4153000.0,13073000.0,19332000.0,2965000.0,-5000.0,-4990000.0,-2509000.0,3373000.0,4199000.0,-5929000.0,-9275725.0,7674108.0,-288119.0,942486.0,774195.0,0.0,-45800000.0,-100000.0
,incomeBeforeTax,115329000.0,83100000.0,60370000.0,85034000.0,83884000.0,75776000.0,37638000.0,64977000.0,56720000.0,46648000.0,32089000.0,19495000.0,9796892.0,29152751.0,16112870.0,7059548.0,5401880.0,0.0,-48100000.0,-1600000.0
