Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Depreciation & Amortization,0.0,0.0,0.0,0.0
Stock-based compensation,1994000.0,3117000.0,3867000.0,3252000.0
Operating Cash Flow,-25805000.0,-15461000.0,-9950000.0,-1108000.0
Capital Expenditure,0.0,0.0,0.0,0.0
Acquisitions and disposals,0.0,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,-400000.0,-3160000.0,-2525000.0
Issuance (repayment) of debt,0.0,0.0,-2792000.0,2554000.0
Issuance (buybacks) of shares,30993000.0,0.0,570000.0,51497000.0
Dividend payments,0.0,0.0,0.0,0.0
Financing Cash Flow,28575000.0,0.0,-2222000.0,54051000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,2770000.0,-15861000.0,-15332000.0,50418000.0
Free Cash Flow,-25805000.0,-15461000.0,-9950000.0,-1108000.0
Net Cash/Marketcap,0.355,0.1953,0.1824,0.3273
