date,,2020-09-26_FY,2019-09-28_FY,2018-09-29_FY,2017-09-30_FY,2016-09-24_FY,2015-09-26_FY,2014-09-27_FY,2013-09-28_FY,2012-09-29_FY,2011-09-24_FY,2010-09-25_FY,2009-09-26_FY,2008-09-27_FY,2007-09-29_FY,2006-09-30_FY,2005-09-24_FY,2004-09-25_FY,2003-09-27_FY,2002-09-28_FY,2001-09-29_FY,2000-09-30_FY,1999-09-25_FY,1998-09-26_FY,1997-09-27_FY,1996-09-28_FY,1995-09-30_FY,1994-12-31_FY,1993-12-31_FY,1992-12-31_FY
,revenue,2695509000.0,2383010000.0,2215362000.0,2054478000.0,1829017000.0,1650737000.0,1604400000.0,1653600000.0,1700000000.0,1628700000.0,1523600000.0,1614300000.0,1705400000.0,1671100000.0,1621531000.0,1380600000.0,1266500000.0,1145000000.0,1077800000.0,1123000000.0,1355151000.0,1531600000.0,1293300000.0,839500000.0,619600000.0,373800000.0,421400000.0,334700000.0,321700000.0
,costOfRevenue,1898951000.0,1678969000.0,1539986000.0,1421670000.0,1275967000.0,1162685000.0,1150300000.0,1189700000.0,1185900000.0,1134700000.0,1008500000.0,1087000000.0,1184100000.0,1136800000.0,1086219000.0,938000000.0,882200000.0,811600000.0,757400000.0,811200000.0,984071000.0,1212300000.0,1021800000.0,694900000.0,535200000.0,315000000.0,351600000.0,276100000.0,269300000.0
,grossProfit,796558000.0,704041000.0,675376000.0,632808000.0,553050000.0,488052000.0,454100000.0,463900000.0,514100000.0,494000000.0,515100000.0,527300000.0,521300000.0,534300000.0,535312000.0,442600000.0,384300000.0,333400000.0,320400000.0,311800000.0,371080000.0,319300000.0,271500000.0,144600000.0,84400000.0,58800000.0,69800000.0,58600000.0,52400000.0
,grossProfitRatio,0.295513018134979,0.295441899110788,0.304860334338135,0.308014006477558,0.30237553833562,0.295657030768681,0.282971827474445,0.280539429124335,0.302470588235294,0.303247989193836,0.338146495143082,0.326643127051973,0.305676087721356,0.319729519478188,0.330127515292646,0.320657685064465,0.303434662455586,0.29117903930131,0.297179439599184,0.277649154051647,0.273829263307189,0.208474797597284,0.209928090930179,0.172245384157236,0.136216914138154,0.157303370786517,0.165638348362601,0.175082163131162,0.162884675163196
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,598581000.0,549473000.0,508040000.0,476696000.0,421864000.0,389345000.0,397800000.0,416000000.0,439700000.0,408700000.0,394100000.0,401300000.0,416000000.0,434900000.0,398510000.0,342500000.0,302200000.0,261100000.0,267600000.0,297800000.0,303112000.0,262400000.0,200700000.0,109200000.0,66900000.0,48100000.0,58500000.0,44700000.0,41900000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,598581000.0,551973000.0,508040000.0,476696000.0,423692000.0,396617000.0,397800000.0,423800000.0,439700000.0,408800000.0,406100000.0,401300000.0,845700000.0,434900000.0,398510000.0,342500000.0,302300000.0,261100000.0,267600000.0,297700000.0,329147000.0,265100000.0,207600000.0,109200000.0,66900000.0,49900000.0,61000000.0,47300000.0,43600000.0
