date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY
,revenue,6796000000.0,15066000000.0,14527000000.0,12681082000.0,10743006000.0,9223987000.0,8441971000.0,6793306000.0,5260956000.0,4355610000.0,3084905000.0,2338212000.0,1884806000.0,1409409000.0,1123103000.0,962660000.0,914372000.0,863661000.0,1003606000.0,1171753000.0,1235396000.0,482400000.0,35200000.0
,costOfRevenue,0.0,0.0,0.0,250537000.0,428314000.0,632180000.0,857841000.0,1077420000.0,1177275000.0,1275730000.0,1175934000.0,1077449000.0,928835000.0,769997000.0,722004000.0,694797000.0,716217000.0,717716000.0,845240000.0,978847000.0,1025842000.0,419300000.0,34600000.0
,grossProfit,6796000000.0,0.0,0.0,12430545000.0,10314692000.0,8591807000.0,7584130000.0,5715886000.0,4083681000.0,3079880000.0,1908971000.0,1260763000.0,955971000.0,639412000.0,401099000.0,267863000.0,198155000.0,145945000.0,158366000.0,192906000.0,209554000.0,63100000.0,600000.0
,grossProfitRatio,1.0,0.0,0.0,0.980243247382203,0.960130898186225,0.931463476693972,0.89838380160273,0.841399754405292,0.776224131127499,0.707106467291608,0.61881030372086,0.539199610642662,0.507198618849898,0.453673844852701,0.357134652832376,0.27825296574076,0.216711579094723,0.168984126873854,0.157796984075424,0.164630259107508,0.169624962360247,0.130804311774461,0.0170454545454545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,285000000.0,233000000.0,189344000.0,142393000.0,113617000.0,97498000.0,71890000.0,43685000.0,33813000.0,20998000.0,19139000.0,17956000.0,13779000.0,0.0,0.0,9171000.0,0.0,40964000.0,0.0,0.0,14000000.0,11100000.0
,GeneralAndAdministrativeExpenses,2824000000.0,3330000000.0,2974000000.0,2434466000.0,1948334000.0,1695263000.0,1400558000.0,1023576000.0,683684000.0,475947000.0,351256000.0,248707000.0,219052000.0,241987000.0,159876000.0,115457000.0,52026000.0,77694000.0,0.0,202735000.0,250018000.0,107200000.0,42400000.0
,SellingAndMarketingExpenses,2934000000.0,5922000000.0,5786000000.0,5095313000.0,4210210000.0,3365143000.0,2902440000.0,2161921000.0,1505063000.0,1117374000.0,704157000.0,482889000.0,386693000.0,208639000.0,145653000.0,89492000.0,93047000.0,42248000.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,6216000000.0,9721000000.0,9186000000.0,7892553000.0,6467679000.0,5332900000.0,4510818000.0,3303472000.0,2253888000.0,1680958000.0,1122174000.0,789928000.0,666497000.0,501477000.0,338978000.0,230315000.0,167745000.0,138113000.0,177952000.0,206929000.0,267403000.0,126500000.0,55400000.0
,costAndExpenses,6216000000.0,9721000000.0,9186000000.0,8143090000.0,6895993000.0,5965080000.0,5368659000.0,4380892000.0,3431163000.0,2956688000.0,2298108000.0,1867377000.0,1595332000.0,1271474000.0,1060982000.0,925112000.0,883962000.0,855829000.0,1023192000.0,1185776000.0,1293245000.0,545800000.0,90000000.0
