Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,676000000.0,650000000.0,626000000.0,491000000.0,477000000.0
Revenue Growth,,,,,
Cost of Revenue,316000000.0,305000000.0,305000000.0,245000000.0,238000000.0
Gross Profit,360000000.0,345000000.0,322000000.0,246000000.0,239000000.0
R&D Expenses,,,,,
SG&A Expense,17000000.0,18000000.0,19000000.0,14000000.0,13000000.0
Operating Expenses,306000000.0,296000000.0,288000000.0,228000000.0,218000000.0
Operating Income,55000000.0,49000000.0,34000000.0,18000000.0,21000000.0
Interest Expense,4000000.0,5000000.0,5000000.0,3000000.0,2000000.0
Earnings before Tax,52000000.0,48000000.0,32000000.0,19000000.0,19000000.0
Income Tax Expense,13000000.0,11000000.0,8000000.0,5000000.0,4000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,38000000.0,36000000.0,24000000.0,14000000.0,14000000.0
Preferred Dividends,,,,,
Net Income Com,38000000.0,36000000.0,24000000.0,14000000.0,14000000.0
EPS,1.74,1.65,1.08,0.62,0.65
EPS Diluted,1.74,1.65,1.08,0.62,0.65
Weighted Average Shs Out,22000000.0,22000000.0,22000000.0,22000000.0,22000000.0
Weighted Average Shs Out (Dil),22000000.0,22000000.0,22000000.0,22000000.0,22000000.0
Dividend per Share,,,,,
Gross Margin,0.53254437869822,0.53076923076923,0.51437699680511,0.5010183299389,0.50104821802935
EBITDA Margin,0.12278106508876,0.12461538461538,0.097444089456869,0.075356415478615,0.075471698113208
EBIT Margin,0.081360946745562,0.08,0.059105431309904,0.044806517311609,0.041928721174004
Profit Margin,0.056213017751479,0.055384615384615,0.038338658146965,0.028513238289206,0.029350104821803
Free Cash Flow margin,,,,,
EBITDA,83000000.0,81000000.0,61000000.0,37000000.0,36000000.0
EBIT,55000000,52000000,37000000,22000000,20000000
Consolidated Income,38000000.0,36000000.0,24000000.0,14000000.0,14000000.0
Earnings Before Tax Margin,0.076923076923077,0.073846153846154,0.05111821086262,0.038696537678208,0.039832285115304
Net Profit Margin,0.056213017751479,0.055384615384615,0.038338658146965,0.028513238289206,0.029350104821803
