date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY
,revenue,18624651000000.0,17743702000000.0,16873960000000.0,17520013000000.0,17091816000000.0,17136734000000.0,17163798000000.0,16602054000000.0,16300479000000.0,15988278000000.0,15435373000000.0,14555465000000.0,14020984000000.0,12024964444968.6,10518974508992.4,10608237237574.9,10212000000000.0
,costOfRevenue,2673904000000.0,2858312000000.0,2914322000000.0,3103809000000.0,3187047000000.0,3303285000000.0,3076443000000.0,2792941000000.0,2823135000000.0,959276000000.0,634614000000.0,380512000000.0,233200000000.0,311853933245.4,2098451160131.04,2234146098497.9,3244000000000.0
,grossProfit,15950747000000.0,14885390000000.0,13959638000000.0,14416204000000.0,13904769000000.0,13833449000000.0,14087355000000.0,13809113000000.0,13477344000000.0,15029002000000.0,14800759000000.0,14174953000000.0,13787784000000.0,11713110511723.2,8420523348861.36,8374091139076.97,6968000000000.0
,grossProfitRatio,0.856431994349854,0.838911180992557,0.827288792909311,0.822842083507586,0.813533740358544,0.807239524170708,0.820759775895755,0.831771357929567,0.826806623290027,0.940001293447612,0.958885736029832,0.973857791558016,0.983367786454931,0.974066124297283,0.800508009755406,0.789395160716764,0.682334508421465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,416445000000.0,391327000000.0,387675000000.0,395276000000.0,344787000000.0,315790000000.0,390943000000.0,352385000000.0,304557000000.0,271382000000.0,270378000000.0,236269000000.0,226714000000.0,218777154021.86,202177769278.65,249375437279.5,0.0
,GeneralAndAdministrativeExpenses,3941346000000.0,3484437000000.0,3214148000000.0,2871146000000.0,2754327000000.0,2767069000000.0,2498320000000.0,2366991000000.0,2046738000000.0,4210411000000.0,3293363000000.0,3052067000000.0,3261404000000.0,7437764060711.88,3943255554421.92,3259384432016.34,2717000000000.0
,SellingAndMarketingExpenses,5778765000000.0,5436735000000.0,5471107000000.0,6009016000000.0,5815179000000.0,5611956000000.0,6108537000000.0,5892761000000.0,6425167000000.0,6020717000000.0,5838104000000.0,5482056000000.0,5248231000000.0,392252809820.34,293011619796.72,276430498745.76,341000000000.0
,otherExpenses,-15025000000.0,13000000.0,-1535000000.0,-678000000.0,-4018000000.0,-526000000.0,-10370000000.0,-134232000000.0,-7793000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
