date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY
,revenue,1359000000.0,2444000000.0,2682000000.0,2461000000.0,0.0,3122000000.0,1296613000.0,1388899000.0,1474612000.0,1722489000.0,1605316000.0,1360854000.0,1766813000.0,1628753000.0,706833000.0,1603846000.0,1463300000.0,1343100000.0
,costOfRevenue,1334000000.0,2138000000.0,2321000000.0,2237000000.0,0.0,2727000000.0,1176002000.0,1179085000.0,1272630000.0,1460290000.0,1410770000.0,1242743000.0,1463169000.0,1403055000.0,589283000.0,0.0,0.0,0.0
,grossProfit,25000000.0,306000000.0,361000000.0,224000000.0,0.0,395000000.0,120611000.0,209814000.0,201982000.0,262199000.0,194546000.0,118111000.0,303644000.0,225698000.0,117550000.0,0.0,0.0,0.0
,grossProfitRatio,0.0183958793230316,0.125204582651391,0.134601043997017,0.0910199106054449,0.0,0.126521460602178,0.0930200453026462,0.151064980246944,0.136972980011013,0.152221001121052,0.121188600873597,0.0867918233697369,0.17185972709053,0.138571041772448,0.166305195145105,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,77000000.0,104000000.0,102000000.0,106000000.0,0.0,187000000.0,69945000.0,73777000.0,74415000.0,78059000.0,71043000.0,61889000.0,79744000.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,19000000.0,18000000.0,52000000.0,7000000.0,0.0,0.0,-38898000.0,-7965000.0,-7379000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,141000000.0,291000000.0,208000000.0,222000000.0,0.0,496000000.0,160842000.0,174536000.0,131999000.0,203354000.0,198410000.0,194571000.0,214202000.0,0.0,0.0,0.0,0.0,0.0
,costAndExpenses,1475000000.0,2429000000.0,2529000000.0,2459000000.0,0.0,3223000000.0,1336844000.0,1353621000.0,1404629000.0,1663644000.0,1609180000.0,1437314000.0,1677371000.0,1579389000.0,652006000.0,1533180000.0,1468300000.0,1373800000.0
,interestExpense,1000000.0,2000000.0,33000000.0,38000000.0,0.0,270000000.0,142331000.0,137728000.0,135461000.0,126607000.0,128077000.0,123365000.0,125622000.0,142976000.0,49136000.0,14823000.0,16000000.0,16300000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,153000000.0,183000000.0,111000000.0,0.0,193000000.0,0.0,0.0,0.0,0.0,132363000.0,127367000.0,132682000.0,0.0,123169000.0,48330000.0,1467611000.0,1403000000.0,1292400000.0
,EBITDA,37000000.0,198000000.0,264000000.0,124000000.0,0.0,207000000.0,11770000.0,132068000.0,180790000.0,191208000.0,123503000.0,56222000.0,224670000.0,172533000.0,103157000.0,1538277000.0,1398000000.0,1261700000.0
,EBITDARatio,0.0272259013980868,0.0810147299509002,0.0984340044742729,0.0503860219422999,0.0,0.0663036515054452,0.00907749652363504,0.0950882677574107,0.122601742017561,0.111006804687867,0.0769337625738484,0.0413137632692412,0.127161165329891,0.105929505578808,0.14594253522402,0.959117645958527,0.955374837695619,0.939393939393939
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,operatingIncome,-116000000.0,15000000.0,153000000.0,2000000.0,0.0,-101000000.0,-40231000.0,35278000.0,69983000.0,58845000.0,-3864000.0,-76460000.0,89442000.0,49364000.0,54827000.0,70666000.0,-5000000.0,-30700000.0
,operatingIncomeRatio,-0.0853568800588668,0.00613747954173486,0.0570469798657718,0.000812677773262901,0.0,-0.0323510570147341,-0.0310277623315515,0.0253999750881814,0.047458585716107,0.034162772592452,-0.00240700273341822,-0.0561853071674111,0.0506233540278456,0.0303078490108691,0.0775671198147228,0.0440603399578264,-0.00341693432652224,-0.0228575683121138
