date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY,1995-12-31_FY,1994-12-31_FY
,revenue,13578000000.0,12347000000.0,12657000000.0,12320000000.0,11869000000.0,11524000000.0,13413000000.0,12581000000.0,11862000000.0,12760000000.0,12409000000.0,12333000000.0,14112000000.0,13113000000.0,12622000000.0,11852000000.0,10199000000.0,12135000000.0,11488000000.0,11436000000.0,11717000000.0,9670000000.0,10208000000.0,9235000000.0,8545000000.0,8405000000.0,8345000000.0
,costOfRevenue,8541000000.0,7857000000.0,8203000000.0,7680000000.0,7395000000.0,7256000000.0,8742000000.0,8673000000.0,8043000000.0,4155000000.0,4102000000.0,4268000000.0,5992000000.0,4999000000.0,5166000000.0,4432000000.0,3761000000.0,4124000000.0,3202000000.0,4898000000.0,5963000000.0,3854000000.0,5111000000.0,3928000000.0,3474000000.0,3276000000.0,3459000000.0
,grossProfit,5037000000.0,4490000000.0,4454000000.0,4640000000.0,4474000000.0,4268000000.0,4671000000.0,3908000000.0,3819000000.0,8605000000.0,8307000000.0,8065000000.0,8120000000.0,8114000000.0,7456000000.0,7420000000.0,6438000000.0,8011000000.0,8286000000.0,6538000000.0,5754000000.0,5816000000.0,5097000000.0,5307000000.0,5071000000.0,5129000000.0,4886000000.0
,grossProfitRatio,0.370967741935484,0.363651089333441,0.351900134313028,0.376623376623377,0.376948352851967,0.370357514751822,0.348244240662044,0.310627136157698,0.321952453211937,0.674373040752351,0.669433475703119,0.653936592880889,0.575396825396825,0.618775261191184,0.590714625257487,0.626054674316571,0.631238356701637,0.660156571899464,0.721274373259053,0.571703392794683,0.491081334812665,0.601447776628749,0.499314263322884,0.574661613427179,0.593446459918081,0.610232004759072,0.585500299580587
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,1664000000.0,407000000.0,2669000000.0,0.0,0.0,0.0,0.0,30000000.0,6000000.0,0.0,0.0,0.0,0.0,0.0,25000000.0,435000000.0,-201000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,44000000.0,16000000.0,33000000.0,-41000000.0,-37000000.0,-2000000.0,-23000000.0,-42000000.0,-31000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,3936000000.0,2531000000.0,4928000000.0,2409000000.0,2361000000.0,2255000000.0,2042000000.0,1622000000.0,1568000000.0,6513000000.0,6134000000.0,5805000000.0,5601000000.0,5843000000.0,5114000000.0,5197000000.0,5338000000.0,6225000000.0,4417000000.0,4116000000.0,5207000000.0,4836000000.0,3786000000.0,3683000000.0,3256000000.0,2994000000.0,3051000000.0
,costAndExpenses,12477000000.0,10388000000.0,13131000000.0,10089000000.0,9756000000.0,9511000000.0,10784000000.0,10295000000.0,9611000000.0,10668000000.0,10236000000.0,10073000000.0,11593000000.0,10842000000.0,10280000000.0,9629000000.0,9099000000.0,10349000000.0,7619000000.0,9014000000.0,11170000000.0,8690000000.0,8897000000.0,7611000000.0,6730000000.0,6270000000.0,6510000000.0
,interestExpense,902000000.0,841000000.0,734000000.0,639000000.0,581000000.0,555000000.0,560000000.0,544000000.0,521000000.0,808000000.0,703000000.0,732000000.0,0.0,0.0,858000000.0,818000000.0,0.0,1226000000.0,0.0,0.0,1388000000.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,depreciationAndAmortization,1967000000.0,1730000000.0,1871000000.0,2041000000.0,2007000000.0,1919000000.0,1720000000.0,1622000000.0,1562000000.0,1737000000.0,1522000000.0,1418000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,EBITDA,3068000000.0,3689000000.0,1397000000.0,4272000000.0,4120000000.0,3932000000.0,4349000000.0,3908000000.0,3813000000.0,3829000000.0,3695000000.0,3678000000.0,3875000000.0,3520000000.0,3471000000.0,3176000000.0,2099000000.0,2773000000.0,4665000000.0,3373000000.0,2604000000.0,2853000000.0,2707000000.0,2773000000.0,2955000000.0,3533000000.0,3009000000.0
,EBITDARatio,0.22595374871115,0.298777030857698,0.110373706249506,0.346753246753247,0.347122756761311,0.341200971884762,0.32423767986282,0.310627136157698,0.321446636317653,0.300078369905956,0.29776774921428,0.298224276331793,0.274589002267574,0.268435903302067,0.274996038662652,0.267971650354371,0.205804490636337,0.228512566955089,0.406075905292479,0.294945785239594,0.222241188017411,0.295036194415719,0.265184169278997,0.300270709258257,0.345816266822703,0.42034503271862,0.360575194727382
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INCOME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
