date,,2021-03-31_FY,2020-03-31_FY,2019-03-31_FY,2018-03-31_FY,2017-03-31_FY,2016-03-31_FY,2015-03-31_FY,2014-03-31_FY,2013-03-31_FY,2012-03-31_FY,2011-03-31_FY,2010-03-31_FY,2009-03-31_FY,2008-03-31_FY,2007-03-31_FY,2006-03-31_FY,2005-03-31_FY
,revenue,2740037000.0,2772809000.0,3038438000.0,3623558000.0,3757054000.0,4105860000.0,3895940000.0,3611100000.0,2882000000.0,2785300000.0,2953192000.0,2299231000.0,1899213000.0,1738690000.0,1532317000.0,1212314000.0,920913000.0
,costOfRevenue,4512166000.0,2136456000.0,2359867000.0,2983047000.0,3061083000.0,3403572000.0,3295871000.0,3045500000.0,2356100000.0,2267800000.0,2470989000.0,1883898000.0,1576397000.0,1463890000.0,1302873000.0,1026229000.0,754664000.0
,grossProfit,-1772129000.0,636353000.0,678571000.0,640511000.0,695971000.0,702288000.0,600069000.0,565600000.0,525900000.0,517500000.0,482203000.0,415333000.0,322816000.0,274800000.0,229444000.0,186085000.0,166249000.0
,grossProfitRatio,-0.646753675224094,0.229497596120036,0.223328894649159,0.176763004759411,0.185243810709135,0.171045286492964,0.154024189284229,0.156628174240536,0.182477446217904,0.18579686209744,0.16328196744404,0.180639961795922,0.169973562733616,0.158050026169127,0.149736640655948,0.153495711507085,0.180526282070076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,148883000.0,481056000.0,274240000.0,494162000.0,199509000.0,244209000.0,414073000.0,388300000.0,181671000.0,161598000.0,114916000.0,93177000.0,63684000.0,54714000.0,45812000.0,40836000.0,32104000.0
,SellingAndMarketingExpenses,179521000.0,0.0,232030000.0,0.0,257349000.0,257349000.0,34589000.0,0.0,208029000.0,177302000.0,133607000.0,95760000.0,68093000.0,56121000.0,42969000.0,48238000.0,39994000.0
,otherExpenses,15814000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,operatingExpenses,344218000.0,442654000.0,472829000.0,466906000.0,423337000.0,453696000.0,431978000.0,398100000.0,449591000.0,454056000.0,402900000.0,273844000.0,154578000.0,131284000.0,125652000.0,134529000.0,126191000.0
,costAndExpenses,4856384000.0,2751561000.0,2908176000.0,3497829000.0,3540461000.0,3925799000.0,3789926000.0,3490700000.0,2836500000.0,2721800000.0,2873889000.0,2157742000.0,1730975000.0,1595174000.0,1428525000.0,1160758000.0,880855000.0
,interestExpense,86620000.0,-324434000.0,-242628000.0,423314000.0,297774000.0,-95343000.0,-708884000.0,95400000.0,637000000.0,-159500000.0,50437000.0,16134000.0,3857000.0,5346000.0,0.0,0.0,0.0
