Date,2018-12-31,2017-12-31,2016-12-31
Revenue,0.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,0.0,0.0,
Gross Profit,0.0,0.0,-99000.0
R&D Expenses,42062000.0,20992000.0,7863000.0
SG&A Expense,18621000.0,6038000.0,9337000.0
Operating Expenses,60683000.0,27030000.0,
Operating Income,-60683000.0,-27030000.0,-9436000.0
Interest Expense,1005000.0,435000.0,
Earnings before Tax,-61744000.0,-27559000.0,-9685000.0
Income Tax Expense,0.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,
Net Income,-61744000.0,-27559000.0,
Preferred Dividends,0.0,0.0,
Net Income Com,-61744000.0,-27559000.0,-9685000.0
EPS,-12.09,-6.17,-0.33
EPS Diluted,-12.09,-6.17,-0.33
Weighted Average Shs Out,29394826.0,29395000.0,29395000.0
Weighted Average Shs Out (Dil),5108147.0,4469614.0,
Dividend per Share,0.0,0.0,
Gross Margin,0.0,0.0,0.0
EBITDA Margin,,,
EBIT Margin,0.0,0.0,
Profit Margin,,,
Free Cash Flow margin,0.0,0.0,
EBITDA,-59947000.0,-26808000.0,
EBIT,-60739000.0,-27124000.0,
Consolidated Income,-61744000.0,-27559000.0,
Earnings Before Tax Margin,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,
