Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Depreciation & Amortization,989000.0,943000.0,793000.0,620000.0,1344000.0,1470000.0,1458000.0,1254000.0,1383000.0
Stock-based compensation,273000.0,523000.0,525000.0,418000.0,333000.0,168000.0,167000.0,132000.0,132000.0
Operating Cash Flow,10325000.0,6824000.0,7148000.0,3751000.0,6803000.0,7766000.0,10209000.0,7232000.0,6782000.0
Capital Expenditure,-641000.0,-2474000.0,-1007000.0,-1112000.0,-3972000.0,-343000.0,-265000.0,456000.0,-252000.0
Acquisitions and disposals,0.0,13671000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,-70579000.0,-47437000.0,-42143000.0,-25254000.0,-36365000.0,-60113000.0,-54111000.0,-7544000.0,-10863000.0
Investing Cash flow,-71499000.0,-36113000.0,-42898000.0,-25630000.0,-38902000.0,-61515000.0,-51775000.0,-4607000.0,-9138000.0
Issuance (repayment) of debt,25000000.0,4208000.0,14426000.0,9952000.0,-12531000.0,21388000.0,13398000.0,-16304000.0,4761000.0
Issuance (buybacks) of shares,118000.0,43000.0,165000.0,-1261000.0,-904000.0,-1202000.0,12658000.0,0.0,0.0
Dividend payments,-1367000.0,-1505000.0,-745000.0,-574000.0,-504000.0,-388000.0,0.0,0.0,-26000.0
Financing Cash Flow,62304000.0,35387000.0,42068000.0,40854000.0,46054000.0,56356000.0,37262000.0,5314000.0,-4231000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,1130000.0,6098000.0,6318000.0,18975000.0,13955000.0,2607000.0,-4304000.0,7939000.0,-6587000.0
Free Cash Flow,9684000.0,4350000.0,6141000.0,2639000.0,2831000.0,7423000.0,9944000.0,7688000.0,6530000.0
Net Cash/Marketcap,-0.4813,-0.8486,-0.8486,-0.8486,-0.8486,-0.8486,-0.8486,-0.8486,-0.8486
