Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31,2010-12-31
Revenue,549000000.0,,1000000.0,,1000000.0,,1000000.0,,1000000.0,,1000000.0,1000000.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
Cost of Revenue,101000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Gross Profit,448000000.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
R&D Expenses,285000000.0,,245000000.0,,234000000.0,,224000000.0,,212000000.0,,204000000.0,196000000.0,188000000.0,189000000.0
SG&A Expense,1783000000.0,,1633000000.0,,1612000000.0,,1525000000.0,,1449000000.0,,1581000000.0,1607000000.0,1478000000.0,0.0
Operating Expenses,2068000000.0,,1878000000.0,,1846000000.0,,1749000000.0,,1661000000.0,,1785000000.0,1803000000.0,1666000000.0,214000000.0
Operating Income,2193000000.0,,2194000000.0,,1564000000.0,,1712000000.0,,1481000000.0,,2598000000.0,2210000000.0,1831000000.0,940000000.0
Interest Expense,1043000000.0,,691000000.0,,578000000.0,,495000000.0,,451000000.0,,412000000.0,512000000.0,661000000.0,885000000.0
Earnings before Tax,2010000000.0,,2208000000.0,,1422000000.0,,1474000000.0,,1830000000.0,,2598000000.0,2210000000.0,1831000000.0,940000000.0
Income Tax Expense,572000000.0,,577000000.0,,505000000.0,,659000000.0,,545000000.0,,772000000.0,636000000.0,533000000.0,187000000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
Net Income,2193000000.0,2193000000.0,2194000000.0,2194000000.0,1564000000.0,1564000000.0,1712000000.0,1712000000.0,1481000000.0,1481000000.0,1836000000.0,1576000000.0,1297000000.0,753000000.0
Preferred Dividends,75000000.0,,75000000.0,,75000000.0,,75000000.0,,67000000.0,,37000000.0,35000000.0,203000000.0,205000000.0
Net Income Com,2193000000.0,2193000000.0,2194000000.0,2194000000.0,1564000000.0,1564000000.0,1712000000.0,1712000000.0,1481000000.0,1481000000.0,1836000000.0,1576000000.0,1297000000.0,753000000.0
EPS,3.11,,2.88,,1.95,,2.03,,1.68,,2.05,1.69,1.2,0.63
EPS Diluted,3.06,,2.83,,1.93,,2.01,,1.66,,2.02,1.66,1.18,0.63
Weighted Average Shs Out,673346168.0,,728289200.0,,757432291.0,,798628173.0,,833116349.0,,869462977.0,904425226.0,906.0,791000000.0
Weighted Average Shs Out (Dil),685488498.0,,740691433.0,,764495353.0,,807658669.0,,842967356.0,,894736445.0,945554102.0,950.0,799000000.0
Dividend per Share,0.681265989674,,0.580538643816,,0.525837074643,,0.522497951421,,0.501798790889,,0.439235489061,0.326792511763,202105.263158,0.0400500625782
Gross Margin,0.816029143898,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0
EBITDA Margin,4.65027322404,,2535.0,,2017.0,,2153.0,,1895.0,,3105.0,2741.0,0.0,0.0
EBIT Margin,3.99453551913,,2194.0,,1564.0,,1712.0,,1481.0,,2598.0,2210.0,0.0,0.0
Profit Margin,3.99453551913,,2194.0,,1564.0,,1712.0,,1481.0,,1836.0,1576.0,0.0,0.0
Free Cash Flow margin,4.85245901639,,1294.0,,1928.0,,2254.0,,1860.0,,4321.0,2195.0,0.0,0.0
EBITDA,2553000000.0,,2535000000.0,,2017000000.0,,2153000000.0,,1895000000.0,,3105000000.0,2741000000.0,2286000000.0,1397000000.0
EBIT,2193000000.0,2193000000,2194000000.0,2194000000,1564000000.0,1564000000,1712000000.0,1712000000,1481000000.0,1481000000,2598000000.0,2210000000.0,1831000000.0,940000000.0
Consolidated Income,2193000000.0,2193000000.0,2194000000.0,2194000000.0,1564000000.0,1564000000.0,1712000000.0,1712000000.0,1481000000.0,1481000000.0,1836000000.0,1576000000.0,1297000000.0,753000000.0
Earnings Before Tax Margin,3.66120218579,,2208.0,,1422.0,,1474.0,,1830.0,,2598.0,2210.0,0.0,0.0
Net Profit Margin,3.99453551913,,2194.0,,1564.0,,1712.0,,1481.0,,1836.0,1576.0,0.0,0.0
