date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2015-03-16_FY,2014-12-31_FY,2014-03-11_FY,2013-12-31_FY,2013-03-06_FY,2012-12-31_FY,2012-03-09_FY,2011-12-31_FY,2011-03-16_FY,2010-12-31_FY,2010-03-23_FY,2009-12-31_FY,2008-12-31_FY,2007-12-31_FY,2006-12-31_FY,2005-12-31_FY,2004-12-31_FY,2003-12-31_FY,2002-12-31_FY,2001-12-31_FY,2000-12-31_FY,1999-12-31_FY,1998-12-31_FY,1997-12-31_FY,1996-12-31_FY
,revenue,1005266000.0,1267189000.0,1216197000.0,1006782000.0,962092000.0,1247043000.0,1499662000.0,1499662000.0,1241510000.0,1241510000.0,1097110000.0,1097110000.0,583226000.0,807005000.0,736883000.0,656202000.0,444547000.0,583226000.0,736883000.0,444547000.0,279820000.0,185364000.0,160585000.0,150683000.0,148106000.0,174429000.0,182642000.0,179878000.0,203400000.0,169700000.0,125208000.0
,costOfRevenue,725997000.0,919965000.0,883989000.0,735201000.0,697290000.0,895057000.0,1066822000.0,1066822000.0,869165000.0,869165000.0,778019000.0,778019000.0,431812000.0,575169000.0,529895000.0,467807000.0,318855000.0,431812000.0,529895000.0,318855000.0,201198000.0,135650000.0,121154000.0,112134000.0,110122000.0,130624000.0,135190000.0,131109000.0,147600000.0,123500000.0,93091000.0
,grossProfit,279269000.0,347224000.0,332208000.0,271581000.0,264802000.0,351986000.0,432840000.0,432840000.0,372345000.0,372345000.0,319091000.0,319091000.0,151414000.0,231836000.0,206988000.0,188395000.0,125692000.0,151414000.0,206988000.0,125692000.0,78622000.0,49714000.0,39431000.0,38549000.0,37984000.0,43805000.0,47452000.0,48769000.0,55800000.0,46200000.0,32117000.0
,grossProfitRatio,0.277806073218432,0.27401121695343,0.27315311581923,0.269751545021663,0.275235632351168,0.282256505990571,0.288625036841635,0.288625036841635,0.299913009158203,0.299913009158203,0.290846861299232,0.290846861299232,0.259614626234084,0.287279508801061,0.280896695947661,0.287099094486149,0.282741757339494,0.259614626234084,0.280896695947661,0.282741757339494,0.280973482953327,0.268196629334714,0.245545972537908,0.25582846107391,0.256464964282338,0.2511336990982,0.259808806298661,0.271122649795973,0.274336283185841,0.27224513847967,0.256509168743211
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST And EXPENSES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ResearchAndDevelopmentExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,GeneralAndAdministrativeExpenses,246256000.0,281102000.0,263757000.0,238091000.0,245470000.0,303819000.0,327899000.0,327899000.0,271421000.0,271421000.0,228569000.0,228569000.0,147795000.0,176351000.0,158797000.0,151304000.0,93800000.0,147795000.0,158797000.0,93800000.0,57944000.0,40310000.0,34222000.0,34240000.0,33867000.0,39771000.0,42468000.0,44602000.0,46600000.0,38400000.0,29332000.0
,SellingAndMarketingExpenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherExpenses,-74000.0,45000.0,1192000.0,456000.0,5906000.0,-72000.0,131000.0,-131000.0,0.0,75000.0,-47000.0,47000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
