date,,2020-12-31_FY,2019-12-31_FY,2018-12-31_FY,2017-12-31_FY,2016-12-31_FY,2015-12-31_FY,2014-12-31_FY,2013-12-31_FY,2012-12-31_FY,2011-12-31_FY,2010-12-31_FY,2009-12-31_FY,2008-12-31_FY
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByOperatingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netIncome,389796000.0,573020000.0,-38380000.0,-350125000.0,-165563000.0,39532000.0,-263603000.0,-149005000.0,-87794000.0,-113265000.0,-27065000.0,-20500000.0,-27899000.0
,depreciationAndAmortization,279451000.0,237157000.0,275729000.0,283244000.0,221665000.0,138343000.0,34009000.0,9300000.0,5500000.0,4200000.0,3799000.0,77000.0,35000.0
,deferredIncomeTax,-33453000.0,-565537000.0,-64491000.0,-132231000.0,-65561000.0,-180549000.0,-7516000.0,-1200000.0,-5200000.0,-15800000.0,0.0,0.0,0.0
,stockBasedCompensation,146627000.0,91215000.0,114860000.0,125019000.0,113019000.0,83553000.0,13198000.0,5014000.0,4661000.0,2530000.0,2574000.0,402000.0,170000.0
,changeInWorkingCapital,-345675000.0,125805000.0,363930000.0,32769000.0,-308165000.0,642571000.0,38524000.0,-12500000.0,79000000.0,18900000.0,2030000.0,1342000.0,2871000.0
,accountsReceivables,-251173000.0,56166000.0,-59697000.0,-61828000.0,-67496000.0,-124766000.0,-46183000.0,-12491000.0,-1087000.0,-1817000.0,-516000.0,0.0,0.0
,inventory,-21451000.0,-3268000.0,10280000.0,108371000.0,67633000.0,12216000.0,7173000.0,-3426000.0,-4022000.0,-923000.0,1010000.0,0.0,0.0
,accountsPayables,16015000.0,-8723000.0,-4593000.0,-16521000.0,32065000.0,-8362000.0,9383000.0,3908000.0,-2209000.0,5643000.0,-1137000.0,137000.0,269000.0
,otherWorkingCapital,25092000.0,962934000.0,837129000.0,473199000.0,440430000.0,748595000.0,106024000.0,67500000.0,80000000.0,1000000.0,4526000.0,0.0,0.0
,otherNonCashItems,90157000.0,184189000.0,201650000.0,388924000.0,243148000.0,192452000.0,250600000.0,92600000.0,9600000.0,75900000.0,-19010000.0,-20981000.0,-27827000.0
,netCashProvidedByOperatingActivites,555688000.0,426332000.0,194543000.0,284340000.0,369456000.0,194166000.0,27549000.0,-54300000.0,-76600000.0,-41500000.0,-37532000.0,-18392000.0,-23971000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByInvestingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,investmentsInPropertyPlantAndEquipment,-169852000.0,-17857000.0,-4771000.0,-4334000.0,-15731000.0,-7156000.0,-3500000.0,-1198000.0,-1336000.0,-1604000.0,-714000.0,-617000.0,-786000.0
,acquisitionsNet,-262000000.0,0.0,0.0,-167220000.0,-1356271000.0,-1022361000.0,-224220000.0,-35000000.0,0.0,0.0,0.0,0.0,0.0
,purchasesOfInvestments,-13314000.0,0.0,0.0,-992000.0,0.0,-71813000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,salesMaturitiesOfInvestments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherInvestingActivites,11400000.0,0.0,32424000.0,70927000.0,-3879000.0,34469000.0,0.0,-34937000.0,-50000.0,-550000.0,-200000.0,0.0,0.0
,netCashUsedForInvestingActivites,-464071000.0,-17857000.0,27653000.0,-101619000.0,-1375881000.0,-995048000.0,-227720000.0,-36135000.0,-1386000.0,-2154000.0,5575000.0,-357000.0,-786000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashProvidedByFinancingingActivites,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,debtRepayment,-1739000.0,-814420000.0,-845749000.0,-1618617000.0,-4000000.0,-2000000.0,37000.0,44000.0,57000.0,0.0,-10981000.0,-4181000.0,0.0
,commonStockIssued,919786000.0,326793000.0,0.0,0.0,6500000.0,475685000.0,1600000.0,639000.0,441000.0,124000.0,0.0,0.0,0.0
,commonStockRepurchased,0.0,351675000.0,16972000.0,2964000.0,3883000.0,499026000.0,41934000.0,150200000.0,128500000.0,44800000.0,0.0,0.0,0.0
,dividendsPaid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,otherFinancingActivites,-66505000.0,1273468000.0,1787865000.0,1678017000.0,1163629000.0,1828412000.0,555492000.0,146557000.0,267954000.0,72994000.0,20058000.0,1000.0,0.0
,netCashUsedProvidedByFinancingActivities,904579000.0,-290446000.0,-16596000.0,58408000.0,657074000.0,1442481000.0,338285000.0,66716000.0,164308000.0,55152000.0,29760000.0,11842000.0,18000000.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,effectOfForexChangesOnCash,7244000.0,-107000.0,-1380000.0,5316000.0,-1210000.0,-790000.0,213000.0,99000.0,-160000.0,1124000.0,421000.0,0.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cash&CashFlow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,netChangeInCash,1003440000.0,117922000.0,204220000.0,241747000.0,-345326000.0,640809000.0,138327000.0,-23600000.0,86100000.0,12600000.0,-1776000.0,-6907000.0,-6757000.0
,cashAtEndOfPeriod,2083479000.0,1076634000.0,955588000.0,750802000.0,514290000.0,859616000.0,218827000.0,80500000.0,104100000.0,18000000.0,5384000.0,7160000.0,14067000.0
,cashAtBeginningOfPeriod,1080039000.0,958712000.0,751368000.0,509055000.0,859616000.0,218807000.0,80500000.0,104100000.0,18000000.0,5400000.0,7160000.0,14067000.0,20824000.0
