Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,21721000.0,17734000.0,6490000.0,5808000.0,3991000.0,3360000.0,2230000.0
Stock-based compensation,13429000.0,7413000.0,4001000.0,3347000.0,3267000.0,841000.0,1759000.0
Operating Cash Flow,60710000.0,57187000.0,22600000.0,28019000.0,15635000.0,10654000.0,16123000.0
Capital Expenditure,-11015000.0,-10464000.0,-9055000.0,-10347000.0,-6892000.0,-2275000.0,-1322000.0
Acquisitions and disposals,0.0,-154289000.0,0.0,-5632000.0,-3186000.0,-8148000.0,0.0
Investment purchases and sales,-1287000.0,-4042000.0,-771000.0,-653000.0,3790000.0,-8008000.0,-486000.0
Investing Cash flow,-13377000.0,-168795000.0,-11426000.0,-17632000.0,-6288000.0,-18431000.0,-2808000.0
Issuance (repayment) of debt,-4000000.0,63862000.0,-131000.0,0.0,-1124000.0,-1500000.0,-1000000.0
Issuance (buybacks) of shares,6399000.0,3441000.0,1650000.0,98448000.0,2095000.0,780000.0,-1954000.0
Dividend payments,0.0,0.0,0.0,-1013000.0,0.0,0.0,-414000.0
Financing Cash Flow,2399000.0,67303000.0,1102000.0,75399000.0,-358000.0,-560000.0,11788000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,49732000.0,-44305000.0,12276000.0,85786000.0,8989000.0,-8337000.0,25103000.0
Free Cash Flow,49695000.0,46723000.0,13545000.0,17672000.0,8743000.0,8379000.0,14801000.0
Net Cash/Marketcap,0.0318,0.0143,0.1057,0.16,0.0474,0.0474,0.0474
