Date,2018-12-31,2018-12,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2012-12-31,2011-12-31
Revenue,0.0,229000000.0,0.0,841000000.0,0.0,728000000.0,0.0,354000000.0,0.0,-92000000.0,0.0,0.0,0.0
Revenue Growth,-1,0.0,-1,0.0,-1,0.0,-1,0.0,-1,0.0,0.0,0.0,0.0
Cost of Revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Gross Profit,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,55000000.0,45000000.0,28000000.0,42000000.0,34000000.0,71000000.0,23000000.0,139000000.0,22000000.0,141000000.0,32000000.0,31000000.0,19114000.0
Operating Expenses,100000000.0,,70000000.0,,105000000.0,,139000000.0,,141000000.0,,168000000.0,144000000.0,73958000.0
Operating Income,129000000.0,,771000000.0,,623000000.0,,215000000.0,,-233000000.0,,1272000000.0,1296000000.0,776685000.0
Interest Expense,1173000000.0,,524000000.0,,394000000.0,,330000000.0,,372000000.0,,536000000.0,512000000.0,284575000.0
Earnings before Tax,0.0,,0.0,,0.0,,215000000.0,,-233000000.0,,1272000000.0,1296000000.0,776685000.0
Income Tax Expense,0.0,,0.0,,0.0,,0.0,,0.0,,10000000.0,-6000000.0,3600000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,129000000.0,129000000.0,771000000.0,771000000.0,623000000.0,623000000.0,215000000.0,215000000.0,-233000000.0,-233000000.0,1259000000.0,1277000000.0,770480000.0
Preferred Dividends,36000000.0,,32000000.0,,28000000.0,,28000000.0,,23000000.0,,14000000.0,10000000.0,0.0
Net Income Com,129000000.0,129000000.0,771000000.0,771000000.0,623000000.0,623000000.0,215000000.0,215000000.0,-233000000.0,-233000000.0,1259000000.0,1277000000.0,770480000.0
EPS,0.21,,2.04,,1.79,,0.54,,-0.72,,3.28,4.17,5.02
EPS Diluted,0.21,,2.04,,1.79,,0.54,,-0.72,,3.28,4.17,5.02
Weighted Average Shs Out,441100000.0,,358600000.0,,331900000.0,,348600000.0,,353300000.0,,379100000.0,303900000.0,153344000.0
Weighted Average Shs Out (Dil),441400000.0,,358700000.0,,331900000.0,,348600000.0,,353300000.0,,379100000.0,303900000.0,153344000.0
Dividend per Share,2.20661531491,,2.21633677168,,2.40735161193,,2.58749282846,,3.09651853948,,4.37615404906,4.65613688713,4.3269120409
Gross Margin,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0.0,0.0,0.0
EBITDA Margin,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0.0,0.0,0.0
EBIT Margin,0.0,0.56331877729258,0.0,0.91676575505351,0.0,0.85576923076923,0.0,0.60734463276836,0.0,,0.0,0.0,0.0
Profit Margin,0.0,0.56331877729258,0.0,0.91676575505351,0.0,0.85576923076923,0.0,0.60734463276836,0.0,,0.0,0.0,0.0
Free Cash Flow margin,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
EBITDA,-177000000.0,,396000000.0,,225000000.0,,-189000000.0,,-707000000.0,,1290000000.0,1301000000.0,776685000.0
EBIT,129000000.0,129000000,771000000.0,771000000,623000000.0,623000000,215000000.0,215000000,-233000000.0,-233000000,1272000000.0,1296000000.0,776685000.0
Consolidated Income,129000000.0,129000000.0,771000000.0,771000000.0,623000000.0,623000000.0,215000000.0,215000000.0,-233000000.0,-233000000.0,1259000000.0,1277000000.0,770480000.0
Earnings Before Tax Margin,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0.0,0.0,0.0
Net Profit Margin,0.0,0.56331877729258,0.0,0.91676575505351,0.0,0.85576923076923,0.0,0.60734463276836,0.0,,0.0,0.0,0.0
